Org_Name,Original_Text,Reported_Date,Cleaned_Date,URL,Name_Processing
Chipolte Mexican GrillInc.,"Chipolte Mexican Grill, Inc., May 26, 2017 ","May 26, 2017 ",5/26/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/chipolte-mexican-grill-20170526.pdf,"Chipolte Mexican GrillInc., May 26, 2017 "
Chipotle Mexican Grill,"Chipotle Mexican Grill, April 15, 2008 ","April 15, 2008 ",4/15/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/chipolte-mexican-grilll-20080415.pdf,"Chipotle Mexican Grill, April 15, 2008 "
Choice Hotels International,"Choice Hotels International, December 2, 2019",2-Dec-19,12/2/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/choice-hotels-20191202.pdf,"Choice Hotels International, December 2, 2019"
Choice Hotels International,"Choice Hotels International, April 25, 2012 ","April 25, 2012 ",4/25/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/choice-hotels-20120425.pdf,"Choice Hotels International, April 25, 2012 "
ChoiceOne Urgent Care,"ChoiceOne Urgent Care, August 08, 2018 ","August 08, 2018 ",8/8/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/choiceone-urgent-care-20180808.pdf,"ChoiceOne Urgent Care, August 08, 2018 "
ChoicesInc.,"Choices, Inc., July 31, 2012 ","July 31, 2012 ",7/31/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/choices-20120731.pdf,"ChoicesInc., July 31, 2012 "
Chopra Enterprises LLC,"Chopra Enterprises, LLC, March 07, 2018 ","March 07, 2018 ",3/7/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/chopra--enterprises-20180307.pdf,"Chopra Enterprises LLC, March 07, 2018 "
Christian Investors FinancialInc.,"Christian Investors Financial, Inc., August 23, 2019 ","August 23, 2019 ",8/23/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/christian-investors-financial-20190823.pdf,"Christian Investors FinancialInc., August 23, 2019 "
Christiansburg Virginia (Town of),"Christiansburg, Virginia (Town of), November 30, 2018 ","November 30, 2018 ",11/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/christiansburg-20181130.pdf,"Christiansburg Virginia (Town of), November 30, 2018 "
ChristiesInc.,"Christies, Inc., March 24, 2017 ","March 24, 2017 ",3/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/christies-20170324.pdf,"ChristiesInc., March 24, 2017 "
CHRISTUS St. John Hospital,"CHRISTUS St. John Hospital, November 16, 2012 ","November 16, 2012 ",11/16/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/christus-st-john-20121116.pdf,"CHRISTUS St. John Hospital, November 16, 2012 "
CHS,"CHS, December 21, 2010 ","December 21, 2010 ",12/21/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/chs-20101221.pdf,"CHS, December 21, 2010 "
CiCi Enterprises LP,"CiCi Enterprises, LP, July 19, 2016 ","July 19, 2016 ",7/19/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/cici-enterprises-20160719.pdf,"CiCi Enterprises LP, July 19, 2016 "
CICS Employment ServicesInc.,"CICS Employment Services, Inc., February 04, 2015 ","February 04, 2015 ",2/4/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/cics-employment-services-20150204.pdf,"CICS Employment ServicesInc., February 04, 2015 "
CIN Legal Data Services,"CIN Legal Data Services, December 27, 2011 ","December 27, 2011 ",12/27/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/cin-legal-20111227.pdf,"CIN Legal Data Services, December 27, 2011 "
Cincinnati Reds (the Reds),"Cincinnati Reds (the Reds), November 19, 2018 ","November 19, 2018 ",11/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/cincinnati-reds-20181119.pdf,"Cincinnati Reds (the Reds), November 19, 2018 "
Cisco SystemsInc.,"Cisco Systems, Inc., April 09, 2012 ","April 09, 2012 ",4/9/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/cisco-20120409.pdf,"Cisco SystemsInc., April 09, 2012 "
CITGO,"CITGO, December 06, 2013 ","December 06, 2013 ",12/6/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/citgo-20131206.pdf,"CITGO, December 06, 2013 "
Citi,"Citi, January 20, 2015 ","January 20, 2015 ",1/20/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/citi-20150120.pdf,"Citi, January 20, 2015 "
Citi,"Citi, March 28, 2013 ","March 28, 2013 ",3/28/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/citi-20130328.pdf,"Citi, March 28, 2013 "
Citibank,"Citibank, February 02, 2017 ","February 02, 2017 ",2/2/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20170202.pdf,"Citibank, February 02, 2017 "
Citibank,"Citibank, April 11, 2017 ","April 11, 2017 ",4/11/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20170411.pdf,"Citibank, April 11, 2017 "
Citibank,"Citibank, Feburary 10, 2015 ","Feburary 10, 2015 ",2/10/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20150210.pdf,"Citibank, Feburary 10, 2015 "
Citibank,"Citibank, January 27, 2015 ","January 27, 2015 ",1/27/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20150127.pdf,"Citibank, January 27, 2015 "
Citibank,"Citibank, November 26, 2013 ","November 26, 2013 ",11/26/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20131126.pdf,"Citibank, November 26, 2013 "
Citibank,"Citibank, November 13, 2013 ","November 13, 2013 ",11/13/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20131113.pdf,"Citibank, November 13, 2013 "
Citibank,"Citibank, June 26, 2013 ","June 26, 2013 ",6/26/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20130626.pdf,"Citibank, June 26, 2013 "
Citibank,"Citibank, Feburary 10, 2015 ","Feburary 10, 2015 ",2/10/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20150210.pdf,"Citibank, Feburary 10, 2015 "
Citibank,"Citibank, March 13, 2012 ","March 13, 2012 ",3/13/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20120313.pdf,"Citibank, March 13, 2012 "
Citibank (South Dakota),"Citibank (South Dakota), June 09, 2011 ","June 09, 2011 ",6/9/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20110609.pdf,"Citibank (South Dakota), June 09, 2011 "
Cities Services LLC,"Cities Services, LLC, April 29, 2015 ","April 29, 2015 ",4/29/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/cities-services-20150429.pdf,"Cities Services LLC, April 29, 2015 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., November 7, 2019 ","November 7, 2019 ",11/7/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-group-20191107.pdf,"Citizens Financial GroupInc., November 7, 2019 "
Citizens Financial Group,"Citizens Financial Group, October 2, 2019 ","October 2, 2019 ",10/2/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20191002.pdf,"Citizens Financial Group, October 2, 2019 "
Citizens Finalcial GroupInc.,"Citizens Finalcial Group, Inc., June 14, 2018 ","June 14, 2018 ",6/14/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20180614.pdf,"Citizens Finalcial GroupInc., June 14, 2018 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., March 06, 2018 ","March 06, 2018 ",3/6/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20180306.pdf,"Citizens Financial GroupInc., March 06, 2018 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., February 02, 2018 ","February 02, 2018 ",2/2/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20180202.pdf,"Citizens Financial GroupInc., February 02, 2018 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., October 04, 2017 ","October 04, 2017 ",10/4/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20171004.pdf,"Citizens Financial GroupInc., October 04, 2017 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., August 29, 2017 ","August 29, 2017 ",8/29/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-20170829.pdf,"Citizens Financial GroupInc., August 29, 2017 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., August 01, 2017 ","August 01, 2017 ",8/1/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170801.pdf,"Citizens Financial GroupInc., August 01, 2017 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., July 07, 2017 ","July 07, 2017 ",7/7/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170707.pdf,"Citizens Financial GroupInc., July 07, 2017 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., July 03, 2017 ","July 03, 2017 ",7/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170703.pdf,"Citizens Financial GroupInc., July 03, 2017 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., June 07, 2017 ","June 07, 2017 ",6/7/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170607.pdf,"Citizens Financial GroupInc., June 07, 2017 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., June 06, 2017 ","June 06, 2017 ",6/6/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170606.pdf,"Citizens Financial GroupInc., June 06, 2017 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., May 05, 2017 ","May 05, 2017 ",5/5/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170505.pdf,"Citizens Financial GroupInc., May 05, 2017 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., April 13, 2017 ","April 13, 2017 ",4/13/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-20170413.pdf,"Citizens Financial GroupInc., April 13, 2017 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., April 05, 2017 ","April 05, 2017 ",4/5/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-20170405.pdf,"Citizens Financial GroupInc., April 05, 2017 "
Citizens Financial GroupInc.,"Citizens Financial Group, Inc., December 02, 2015 ","December 02, 2015 ",12/2/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-20151202.pdf,"Citizens Financial GroupInc., December 02, 2015 "
Citrix Systems Inc.,"Citrix Systems Inc. April 30, 2019 ","April 30, 2019 ",4/30/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/citrix-systems-20190430.pdf,"Citrix Systems Inc., April 30, 2019 "
City Abstract LLC,"City Abstract LLC, July 31, 2019 ","July 31, 2019 ",7/31/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/city-abstract-20190731.pdf,"City Abstract LLC, July 31, 2019 "
City FurnitureInc.,"City Furniture, Inc., October 2, 2019 ","October 2, 2019 ",10/2/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/city-furniture-20191002.pdf,"City FurnitureInc., October 2, 2019 "
City FurnitureInc.,"City Furniture, Inc., September 11, 2019 ","September 11, 2019 ",9/11/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/city-furniture-20190911.pdf,"City FurnitureInc., September 11, 2019 "
City HarvestInc.,"City Harvest, Inc., July 03, 2007 ","July 03, 2007 ",7/3/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/city-harvest-20070703.pdf,"City HarvestInc., July 03, 2007 "
Claire's StoresInc.,"Claire’s Stores, Inc., July 8, 2020 ","July 8, 2020 ",7/8/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/claires-stores-20200708.pdf,"Claire’s StoresInc., July 8, 2020 "
Claire's Stores,"Claire's Stores, April 26, 2012 ","April 26, 2012 ",4/26/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/claires-20120426.pdf,"Claire's Stores, April 26, 2012 "
ClamCase LLC,"ClamCase, LLC, August 28, 2014 ","August 28, 2014 ",8/28/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/clamcase-20140828.pdf,"ClamCase LLC, August 28, 2014 "
ClamCase LLC,"ClamCase, LLC, August 22, 2014 ","August 22, 2014 ",8/22/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/clamcase-20140822.pdf,"ClamCase LLC, August 22, 2014 "
Clarfeld Financial Advisors,"Clarfeld Financial Advisors, March 16, 2018 ","March 16, 2018 ",3/16/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/clarfeld-financial-20180316.pdf,"Clarfeld Financial Advisors, March 16, 2018 "
Clarity Media GroupInc.,"Clarity Media Group, Inc., November 07, 2013 ","November 07, 2013 ",11/7/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/clarity-media-20131107.pdf,"Clarity Media GroupInc., November 07, 2013 "
Clark Friel and Joyce PA,"Clark, Friel and Joyce, PA, December 28, 2012 ",28-Dec-12,12/28/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/clark-friel-joyce-20121228.pdf,"Clark Friel and Joyce PA, December 28, 2012 "
Clark-Neitzel Charlotte Dr.,"Clark-Neitzel, Charlotte, Dr., September 06, 2012 ","September 06, 2012 ",9/6/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/clark-neitzel-20120906.pdf,"Clark-Neitzel Charlotte Dr., September 06, 2012 "
Clarkson PLC,"Clarkson PLC, July 30, 2018 ","July 30, 2018 ",7/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/clarksons-20180730.pdf,"Clarkson PLC, July 30, 2018 "
Clarksville-Montgomery County School System,"Clarksville-Montgomery County School System, August 08, 2012 ","August 08, 2012 ",8/8/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/clarksville-montgomery-school-20120808.pdf,"Clarksville-Montgomery County School System, August 08, 2012 "
Clearview Realty Ventures LLC d/b/a Lake Opechee Inn and Spa,"Clearview Realty Ventures LLC d/b/a Lake Opechee Inn and Spa, December 24, 2018 ","December 24, 2018 ",12/24/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/clearview-realty-20181224.pdf,"Clearview Realty Ventures LLC d/b/a Lake Opechee Inn and Spa, December 24, 2018 "
Cleveland Clinic Foundation,"Cleveland Clinic Foundation, August 20, 2019 ","August 20, 2019 ",8/20/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/cleveland-clinic-foundation-20190820.pdf,"Cleveland Clinic Foundation, August 20, 2019 "
Client Network ServicesInc.,"Client Network Services, Inc., April 18, 2016 ","April 18, 2016 ",4/18/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/client-network-20160418.pdf,"Client Network ServicesInc., April 18, 2016 "
Clif Bar Familty Winery & Farm LLC.,"Clif Bar Familty Winery & Farm, LLC., June 12, 2015 ","June 12, 2015 ",6/12/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/clif-bar-winery-20150612.pdf,"Clif Bar Familty Winery & Farm LLC., June 12, 2015 "
CliftonLarsonAllen LLP,"CliftonLarsonAllen LLP, September 20, 2017 ","September 20, 2017 ",9/20/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/cliftonlarsonallen-20170920.pdf,"CliftonLarsonAllen LLP, September 20, 2017 "
Clinical Pathology Laboratories SoutheastInc.,"Clinical Pathology Laboratories Southeast, Inc., March 21, 2018 ","March 21, 2018 ",3/21/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/clinical-pathology-20180321.pdf,"Clinical Pathology Laboratories SoutheastInc., March 21, 2018 "
Clinical Reference LaboratoryInc. (CRL),"Clinical Reference Laboratory, Inc. (CRL), October 07, 2013 ","October 07, 2013 ",10/7/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/clinical-reference-20131007.pdf,"Clinical Reference LaboratoryInc. (CRL), October 07, 2013 "
Clinical Reference LaboratoryInc. (CRL),"Clinical Reference Laboratory, Inc. (CRL), October 03, 2013 ","October 03, 2013 ",10/3/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/clinical-reference-20131003.pdf,"Clinical Reference LaboratoryInc. (CRL), October 03, 2013 "
Clinton Health Access Initiative,"Clinton Health Access Initiative, April 05, 2016 ","April 05, 2016 ",4/5/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/clinton-health-20160405.pdf,"Clinton Health Access Initiative, April 05, 2016 "
Clinton Health Access Initiative,"Clinton Health Access Initiative, March 29, 2013 ","March 29, 2013 ",3/29/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/clinton-health-access-20130329.pdf,"Clinton Health Access Initiative, March 29, 2013 "
Clysar LLC,"Clysar, LLC, May 26, 2017 ","May 26, 2017 ",5/26/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/clysar-20170526.pdf,"Clysar LLC, May 26, 2017 "
