Matter Number,Status,Opendt,Category,Sub category,Matter (Short) Name,Injry Date,Resid Effected,Corprt State,Thru Date,Industry,Crdt Monit,Notif Ltr,Name,Adrs,Email,SSN,DOB,Track1,Track2,Crdt
PR1816289,CLOSED,8/31/2018,Data Breach,Investigation,Capital One (7-28-2017 and 9-12-2017),,44 + 22=66,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1816287,CLOSED,8/31/2018,Data Breach,Investigation,Capital One (5-9-2017) ,,8,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1816280,CLOSED,8/31/2018,Data Breach,Investigation,Northstar Anesthesia (6-24-2018),,,,,,N,N,Y,N,N,N,N,N,N,N
PR1816279,CLOSED,8/31/2018,Data Breach,Investigation,"Garretson Resolution Group, Inc. (8-30-2018)",4/4/2018,7,OH,5/4/2018,claims administrator,Y,Y,Y,N,N,Y,N,N,N,N
PR1816278,CLOSED,8/31/2018,Data Breach,Investigation,"Richard Owen Nursery, Inc. dba Dutch Gardens USA (",9/29/2017,276,IL,7/31/2018,garden nursery,N,Y,Y,Y,Y,N,N,N,N,Y
PR1816277,CLOSED,8/31/2018,Data Breach,Investigation,LILLEbaby (8-29-2018),6/1/2016,302,CO,7/9/2018,retail,Y,Y,Y,N,N,N,N,N,N,Y
PR1816276,CLOSED,8/31/2018,Data Breach,Investigation,Orrstown Bank (8-28-2018),10/2/2017,18,PA,6/19/2018,bank,Y,Y,Y,Y,Y,Y,N,N,N,N
PR1816275,CLOSED,8/31/2018,Data Breach,Investigation,"ESJ Towers, Inc. (8-28-2018)",7/19/2018,2,PR,7/19/2018,hospitality,N,N,Y,N,N,Y,N,N,N,Y
PR1816272,CLOSED,8/31/2018,Data Breach,Investigation,"American Express Travel Related Services Co., Inc.",8/9/2018,7,NY,8/10/2018,credit card,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1816269,CLOSED,8/31/2018,Data Breach,Investigation,Sierra Nevada Brewing Co. (8-27-2018),8/7/2018,5,CA,8/7/2018,brewery,Y,Y,Y,Y,Y,N,N,N,N,Y
PR1816263,CLOSED,8/31/2018,Data Breach,Investigation,"Allegis Group, Inc. (8-27-2018)",5/25/2018,1,MD,5/25/2018,staffing service,N,N,Y,Y,N,N,Y,N,N,N
PR1816260,CLOSED,8/31/2018,Data Breach,Investigation,Salter Labs (8-27-2018),4/9/2018,3,IL,4/17/2018,labratory,Y,Y,Y,N,N,N,N,N,N,Y
PR1816259,CLOSED,8/31/2018,Data Breach,Investigation,Humana (8-27-2018),8/17/2018,1,KY,8/17/2018,health care,Y,Y,N,N,N,N,N,N,N,N
PR1815833,CLOSED,8/24/2018,Data Breach,Investigation,"Biodesix, Inc. (8-24-2018)",7/26/2018,1,CO,,Medical (molecular diagnostics company),Y,Y,Y,N,N,N,Y,N,N,N
PR1815832,CLOSED,8/24/2018,Data Breach,Investigation,REEB Millwork Corporation (8-23-2018),6/8/2018,17,RI,,Products/ Manufacturing,Y,Y,N,N,N,Y,N,N,N,N
PR1815831,CLOSED,8/24/2018,Data Breach,Investigation,Cortland Partners (8-23-2018),,6,GA,,Professional Services,Y,Y,Y,N,N,Y,N,N,N,N
PR1815830,CLOSED,8/24/2018,Data Breach,Investigation,HKJ Inc. dba The Wellness Inst. of Montana and Jen,6/24/2018,1,MT,,Healthcare,Y,Y,Y,N,N,Y,N,N,N,N
PR1815828,CLOSED,8/24/2018,Data Breach,Investigation,"Health Management Concepts, Inc. (8-22-2018)",7/16/2018,3,FL,,Insurance,Y,Y,N,N,N,Y,N,N,N,N
PR1815827,CLOSED,8/24/2018,Data Breach,Investigation,Cheddar's Scratch Kitchen (8-22-2018),11/3/2017,?,FL,1/2/2018,Food,N,N,N,N,N,N,N,N,N,Y
PR1815826,CLOSED,8/24/2018,Data Breach,Investigation,"Progressions Companies, Inc. (8-21-2018)",,1,PA,,Healthcare/ Therapy,Y,Y,Y,N,N,Y,N,N,N,N
PR1815825,CLOSED,8/24/2018,Data Breach,Investigation,"Munro and Company, Inc. (8-21-2018)",8/9/2018,14,AR,,Retail,N,Y,Y,N,N,N,N,N,N,Y
PR1815824,CLOSED,8/24/2018,Data Breach,Investigation,Bank of the West (8-20-2018),,8,CA,,Bank,Y,Y,Y,N,N,Y,N,N,N,N
PR1815803,CLOSED,8/24/2018,Data Breach,Investigation,"Whitmer & Company CPA's, LLP (8-20-2018)",12/24/2017,1,OH,12/29/2017,Financial,Y,Y,Y,N,N,Y,Y,N,N,Y
PR1815801,CLOSED,8/24/2018,Data Breach,Investigation,Acadiana Computer Systems (8-17-2018),7/6/2018,1,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1815794,CLOSED,8/24/2018,Data Breach,Investigation,BMW Bank of North America (8-17-2018),,1,,,,N,N,Y,Y,N,N,N,N,N,Y
PR1815790,CLOSED,8/24/2018,Data Breach,Investigation,Dallas County Community College District (8-17-201,9/4/2017,2,,12/18/2017,,N,N,Y,N,N,Y,N,N,N,N
PR1815788,CLOSED,8/24/2018,Data Breach,Investigation,LA Fashion Enterprise LTD (8-16-2018),,4,,,,N,N,Y,Y,Y,N,N,N,N,Y
PR1815787,CLOSED,8/24/2018,Data Breach,Investigation,Mondelez Global LLC (8-16-2018),,1,,,,N,N,Y,N,N,Y,N,N,N,N
PR1815776,CLOSED,8/23/2018,Data Breach,Investigation,Evaluserve (8-16-2018),,4,,,,N,N,Y,Y,Y,Y,N,N,N,N
PR1815772,CLOSED,8/23/2018,Data Breach,Investigation,"Aqua Finance, Inc. (8-15-2018)",,2,,,,N,N,Y,N,N,Y,Y,N,N,Y
PR1815767,CLOSED,8/23/2018,Data Breach,Investigation,Medical Specialist of Fairfield LLC (8-15-2018),,4,,,,N,N,Y,N,Y,Y,Y,N,N,N
PR1815763,CLOSED,8/23/2018,Data Breach,Investigation,Druva (8-15-2018),7/31/2018,1,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1815753,CLOSED,8/23/2018,Data Breach,Investigation,"Concept Tile Services, Inc. (8-14-2018)",,1,,,,N,N,Y,N,Y,N,N,N,N,N
PR1815741,CLOSED,8/23/2018,Data Breach,Investigation,Delicato Vineyards (8-14-2018),,2,,,,N,N,Y,N,N,Y,N,N,N,N
PR1815733,CLOSED,8/23/2018,Data Breach,Investigation,JPMorgan Chase Bank (8-10-2018),,14,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1815729,CLOSED,8/23/2018,Data Breach,Investigation,"WellCare Health Plans, Inc. (8-10-2018)",,33,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1815721,CLOSED,8/23/2018,Data Breach,Investigation,"Nekoosa Coated Products, LLC (8-9-2018)",7/10/2018,1,,7/23/2018,,N,N,Y,Y,N,Y,Y,N,N,N
PR1815716,CLOSED,8/23/2018,Data Breach,Investigation,JPMorgan Chase Bank (8-9-2018),,1,,,,N,N,Y,Y,N,Y,N,N,N,N
PR1815715,CLOSED,8/23/2018,Data Breach,Investigation,"TD Bank, N.A. (8-8-2018)",,18,,,,N,N,Y,Y,N,N,N,N,N,N
PR1815704,CLOSED,8/23/2018,Data Breach,Investigation,Capital One (1-26-2017),,2,,,,N,N,Y,Y,N,Y,Y,N,N,N
PR1815696,CLOSED,8/22/2018,Data Breach,Investigation,Palmetto Heritage Bank & Trust (8-8-2018),6/6/2018,6,,6/11/2018,,N,N,Y,Y,N,Y,Y,N,N,N
PR1815695,CLOSED,8/22/2018,Data Breach,Investigation,American Institute of Aeronautics and Astronautics,6/4/2018,3,,6/6/2018,,N,N,Y,N,N,Y,N,N,N,N
PR1815688,CLOSED,8/22/2018,Data Breach,Investigation,Bank of America (8-6-2018),7/5/2018,28,,7/9/2018,,N,N,Y,Y,Y,N,Y,N,N,Y
PR1815679,CLOSED,8/22/2018,Data Breach,Investigation,MetLife (8-6-2018),7/13/2018,3,,,,N,N,Y,N,N,Y,N,N,N,N
PR1815675,CLOSED,8/22/2018,Data Breach,Investigation,"Feld Entertainment, Inc. (8-6-2018)",4/5/2018,2,,6/29/2018,,N,N,Y,Y,N,Y,N,N,N,N
PR1815654,CLOSED,8/22/2018,Data Breach,Investigation,"North American Power & Gas, LLC (8-3-2018)",5/10/2018,486+76=562,TX,5/10/2018,public utility,Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1815653,CLOSED,8/22/2018,Data Breach,Investigation,"TargetSt8 Consulting, LLC (8-2-2018)",5/29/2018,3,NY,5/29/2018,consulting,Y,Y,Y,Y,N,Y,N,N,N,N
PR1815649,CLOSED,8/22/2018,Data Breach,Investigation,RBC Wealth Management (8-3-2018) (Supernova),,7,,,,N,N,Y,N,N,Y,Y,N,N,N
PR1815642,CLOSED,8/22/2018,Data Breach,Investigation,"TCM Bank, N.A. (8-3-2018)",3/5/2018,114,FL,7/17/2018,bank,N,N,Y,Y,N,Y,Y,N,N,N
PR1815641,CLOSED,8/22/2018,Data Breach,Investigation,Colorado Bankers Life Ins. Co. (8-3-2018),3/28/2018,198,CO,4/13/2018,insurance,Y,Y,Y,N,N,Y,N,N,N,Y
PR1815640,CLOSED,8/22/2018,Data Breach,Investigation,Supernova Lending LLC (8-3-2018),6/7/2018,2,,6/8/2018,,N,N,Y,N,N,Y,N,N,N,N
PR1815637,CLOSED,8/22/2018,Data Breach,Investigation,"Gallagher Bassett Services, Inc. (8-3-2018) (Spyro",8/30/2018,49+139=188,Illiniois,8/30/2018,workers compensation,Y,Y,Y,N,N,Y,N,N,N,N
PR1815633,CLOSED,8/22/2018,Data Breach,Investigation,"Our Honeymoon Wishes, Inc. (8-3-2018)",6/16/2018,4,CA,6/28/2018,online registry,N,Y,Y,N,N,N,N,N,N,Y
PR1815617,CLOSED,8/21/2018,Data Breach,Investigation,"Walker Advertising, LLC (8-3-2018)",6/8/2018,1,CA,6/8/2018,advertising,Y,Y,Y,N,N,Y,N,N,N,N
PR1815610,CLOSED,8/21/2018,Data Breach,Investigation,"American Express Travel Related Svcs. Co., Inc. (8",7/5/2018,161,NY,7/9/2018,credit card co.,N,N,Y,Y,Y,N,N,N,N,Y
PR1815601,CLOSED,8/21/2018,Data Breach,Investigation,"Leader Bank, N.A. (8-2-2018)",7/30/2018,1,MA,7/30/2018,banking,N,Y,Y,N,N,N,N,N,N,N
PR1815598,CLOSED,8/21/2018,Data Breach,Investigation,Pennsylvania Manufacturers' Association Ins. Co. (,4/20/2018,2,PA,4/20/2018,insurance,N,N,N,N,N,N,N,N,N,N
PR1815466,CLOSED,8/20/2018,Data Breach,Investigation,"Apex Systems, LLC (7-31-2018)",7/23/2018,3,Virginia,7/23/2018,human resources,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1815463,CLOSED,8/20/2018,Data Breach,Investigation,"Webster Bank, N.A. (7-31-2018)",6/26/2018,1,,,,Y,Y,Y,N,N,Y,N,N,N,N
PR1815461,CLOSED,8/20/2018,Data Breach,Investigation,Bank of Hope (7-30-2018),7/30/2018,6,California,7/30/2018,Banking,Y,Y,Y,N,N,Y,N,N,N,Y
PR1815460,CLOSED,8/20/2018,Data Breach,Investigation,UnityPoint Health (7-30-2018),3/14/2018,128,Iowa,4/3/2018,hospital association,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1815446,CLOSED,8/20/2018,Data Breach,Investigation,Plant Therapy (7-30-2018),3/29/2018,124,ID,5/11/2018,Retail,Y,Y,Y,N,N,N,N,N,N,Y
PR1815444,CLOSED,8/20/2018,Data Breach,Investigation,Loyola University of Chicago (7-30-2018),7/17/2018,1,Illinois,,university,Y,Y,Y,N,N,Y,Y,N,N,N
PR1815440,CLOSED,8/20/2018,Data Breach,Investigation,Clarkson PLC (7-30-2018),11/30/2017,19,"London, England",7/30/2018,investment services,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1815439,CLOSED,8/20/2018,Data Breach,Investigation,ZP Group (7-27-2018),2/18/2018,1,VA,4/28/2018,Strategy and consulting,Y,Y,Y,N,N,Y,N,N,N,N
PR1815436,CLOSED,8/20/2018,Data Breach,Investigation,Chemical Abuse Services Agency (7-27-2018),7/6/2018,74,Connecticut,7/6/2018,drug rehabilitation services,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1815313,CLOSED,8/17/2018,Data Breach,Investigation,Sunspire Health (7-27-2018),3/1/2018,78,NJ,5/4/2018,Health (substance abuse),N,N,N,N,N,Y,Y,N,N,Y
PR1815300,CLOSED,8/17/2018,Data Breach,Investigation,"TradeMotion, LLC (7-27-2018)",10/1/2017,"1,006",,5/31/2018,,N,N,Y,Y,N,N,N,N,N,Y
PR1815297,CLOSED,8/17/2018,Data Breach,Investigation,"Concannon Miller & Co., P.C. (7-26-2018)",2/9/2018,2,PA,,Accounting,Y,Y,Y,N,N,Y,N,N,N,N
PR1815287,CLOSED,8/17/2018,Data Breach,Investigation,"SVAM International, Inc. (7-26-2018)",4/24/2018,2,NY,5/30/2018,Computer consultant,Y,Y,Y,Y,N,Y,N,N,N,N
PR1815275,CLOSED,8/17/2018,Data Breach,Investigation,"ConnectYourCare, LLC (7-25-2018)",7/1/2018,1,MD,,"Financial Services (HSA, FSA)",Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1815269,CLOSED,8/17/2018,Data Breach,Investigation,Compass Bank (7-25-2018),1/1/2018,25,AL,6/1/2018,Banking,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1815254,CLOSED,8/17/2018,Data Breach,Investigation,"Automated Pet Care Products, Inc. (7-25-2018)",11/9/2017,17,MI,11/30/2017,Retail (Pet Products),Y,Y,Y,N,N,N,N,N,N,Y
PR1815251,CLOSED,8/17/2018,Data Breach,Investigation,"Tidewater Mortgage Services, Inc. (7-24-2018)",,26,,,,N,N,Y,N,N,Y,N,N,N,Y
PR1815249,CLOSED,8/17/2018,Data Breach,Investigation,The Progressive Group of Insurance Companies (7-24,7/19/2018,1,OH,,Insurance,Y,Y,N,Y,N,Y,Y,N,N,N
PR1815245,CLOSED,8/16/2018,Data Breach,Investigation,"HSBC Bank USA, National Assoc. (7-23-2018) (7-20-2",6/20/2018,8,NY,,Banking,Y,Y,Y,N,N,N,N,N,N,N
PR1815239,CLOSED,8/16/2018,Data Breach,Investigation,"HSBC Bank USA, National Assoc. (7-23-2018) (7-25-2",6/25/2018,2,NY,,Banking,Y,Y,Y,N,N,N,N,N,N,N
PR1815234,OPEN,8/16/2018,Privacy,Investigation,Grindr,,,,,,N,N,N,N,N,N,N,N,N,N
PR1815233,CLOSED,8/16/2018,Data Breach,Investigation,"Optoma Technology, Inc. (7-23-2018)",4/6/2018,5,CA,4/12/2018,Retail (Audio and Video Products),N,Y,Y,Y,Y,N,N,N,N,Y
PR1815224,CLOSED,8/16/2018,Data Breach,Investigation,Orlando Orthopaedic Center (7-20-2018),12/1/2017,1,FL,12/31/2017,Medical,N,Y,Y,Y,N,Y,Y,N,N,N
PR1815219,CLOSED,8/16/2018,Data Breach,Investigation,Boys Town National Research Hospital (7-20-2018),5/23/2018,1,MO,,Hospital,Y,Y,N,N,N,N,N,N,N,N
PR1815217,CLOSED,8/16/2018,Data Breach,Investigation,"CooperVision, Inc. (7-19-2018)",,2,CA,,Medical products (contacts),Y,Y,Y,Y,N,Y,N,N,N,N
PR1815213,CLOSED,8/16/2018,Data Breach,Investigation,Fairbanks North Star Borough (7-19-2018),4/24/2018,3,AK,5/25/2018,Government (Contracted medical provider),Y,Y,Y,Y,N,Y,Y,N,N,Y
PR1814797,CLOSED,8/10/2018,Data Breach,Investigation,Simma Flottemesch & Orensteinin (7-19-2018),6/28/2018,1,MN,,Accounting,Y,Y,Y,Y,N,Y,N,N,N,N
PR1814793,CLOSED,8/10/2018,Data Breach,Investigation,Helly Hansen (7-19-2018),4/20/2018,30,Norway,5/14/2018,Retail (Clothing),N,Y,Y,Y,N,N,N,N,N,Y
PR1814786,CLOSED,8/10/2018,Data Breach,Investigation,"Blue Springs Family Care, P.C. (7-18-2018)",5/12/2018,0,MO,,Healthcare,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1814782,CLOSED,8/10/2018,Data Breach,Investigation,"Ruben U. Carvajal, MD (7-18-2018)",12/16/2017,8,NY,1/3/2018,Medical practice,Y,Y,Y,Y,N,N,Y,N,N,N
PR1814732,CLOSED,8/9/2018,Data Breach,Investigation,"Hearst Communications, Inc. (7-18-2018)",3/20/2018,2,NY,4/19/2018,Publisher/Communications,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1814619,CLOSED,8/7/2018,Data Breach,Investigation,"Kaplan, Plavin & Steinhardt, LLP (7-17-2018)",12/15/2017,33,NJ,1/4/2018,Accounting,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1814618,CLOSED,8/7/2018,Data Breach,Investigation,"EBSCO Sign Group, Inc. (7-16-2018)",9/12/2017,5,AL,5/18/2018,Retail (Outdoor Signs),N,Y,Y,Y,Y,N,N,N,N,Y
PR1814617,CLOSED,8/7/2018,Data Breach,Investigation,"STX, LLC (7-16-2018)",5/29/2018,3,MD,6/26/2018,Retail (Sporting goods),Y,Y,Y,Y,Y,N,N,N,N,Y
PR1814614,CLOSED,8/7/2018,Data Breach,Investigation,"Pinnacle Trailer Sales, Inc. (7-16-2018)",4/30/2018,5,NC,,Retail Sales (Truck trailers),Y,Y,N,N,N,Y,N,N,N,N
PR1814611,CLOSED,8/7/2018,Data Breach,Investigation,"City of Bozeman, Montana (7-16-2018)",7/1/2017,2,MT,10/24/2017,Government ,N,Y,Y,Y,N,N,N,N,N,Y
PR1814606,CLOSED,8/7/2018,Data Breach,Investigation,"Appian Way Energy Partners, LLC. (7-16-2018)",6/12/2018,1,MA,7/2/2018,Energy,Y,Y,N,N,N,Y,N,N,N,N
PR1814596,CLOSED,8/7/2018,Data Breach,Investigation,"Sanford Heisler Sharp, LLP (7-13-2018)",5/9/2018,7,NY,5/14/2018,Law,Y,Y,Y,N,N,Y,N,N,N,N
PR1814593,CLOSED,8/7/2018,Data Breach,Investigation,"Dane Street, LLC (7-13-2018) (Spyros Panos)",,100+1=110,MA,,Healthcare Insurance ,Y,Y,Y,Y,N,Y,N,N,N,N
PR1814592,CLOSED,8/7/2018,Data Breach,Investigation,"Jenny Yoo Collection, Inc. (7-13-2018)",6/19/2018,1,NY,,Retail,Y,Y,N,N,N,N,N,N,N,Y
PR1814588,CLOSED,8/7/2018,Data Breach,Investigation,"CoreSource, Inc. (7-13-2018)",6/21/2018,2,IL,,Healthcare,Y,Y,Y,N,N,N,N,N,N,N
PR1814587,CLOSED,8/7/2018,Data Breach,Investigation,"Tommie Copper, Inc. (7-11-2018)",11/10/2017,410,NY,1/22/2018,Retail,N,Y,Y,Y,Y,N,N,N,N,Y
PR1814583,CLOSED,8/7/2018,Data Breach,Investigation,TOMS Shoes LLC (7-10-2018),3/1/2018,1,CA,,Retail,N,Y,N,N,N,Y,N,N,N,Y
PR1814456,CLOSED,8/6/2018,Data Breach,Investigation,Alpert & King CPAs (7-10-2018),4/2/2018,87,CA,,Financial ,Y,Y,Y,N,N,Y,N,N,N,N
PR1814452,CLOSED,8/6/2018,Data Breach,Investigation,"Ameriprise Financial Services, Inc. (7-10-2018)",6/15/2018,1,MN,,Financial ,Y,Y,Y,Y,N,Y,N,N,N,N
PR1814443,CLOSED,8/6/2018,Data Breach,Investigation,MedEvolve (7-10-2018),3/29/2018,330,AR,5/4/2018,Medical Billing and Records Services,Y,Y,Y,Y,N,Y,N,N,N,N
PR1814110,CLOSED,8/1/2018,Data Breach,Investigation,Jewish Federation of Cincinnati (7-9-2018),5/14/2018,1,OH,,Religon ,Y,Y,Y,Y,N,Y,N,N,N,N
PR1814074,CLOSED,7/31/2018,Data Breach,Investigation,Berkshire Hathaway Specialty Insurance (7-9-2018),5/15/2018,1,MA,5/28/2018,Insurance,Y,Y,Y,Y,Y,Y,N,N,N,N
PR1814073,CLOSED,7/31/2018,Data Breach,Investigation,Prosperity Bank (7-9-2018),6/12/2018,1,TX,,Banking,Y,Y,N,N,N,Y,N,N,N,N
PR1814071,CLOSED,7/31/2018,Data Breach,Investigation,"Restore Rehabilitation, LLC (7-6-2018)",3/21/2018,1,MD,,Workers Compensation ,Y,Y,Y,Y,N,Y,Y,N,N,N
PR1814067,CLOSED,7/31/2018,Data Breach,Investigation,B&B Hospitality Group (7-6-2018),3/1/2017,,NY,5/8/2018,Hospitality ,N,N,Y,N,N,N,N,N,N,Y
PR1813960,CLOSED,7/30/2018,Data Breach,Investigation,"Malcom and Baker, CPAs & Associates, Inc. (7-6-201",5/24/2018,8,FL,,Financial ,Y,Y,Y,N,Y,Y,N,N,N,N
PR1813954,CLOSED,7/30/2018,Data Breach,Investigation,"Coty, Inc. (7-6-2018)",1/12/2018,60,NY,2/8/2018,Cosmetics,Y,Y,N,N,Y,N,N,N,N,N
PR1813952,CLOSED,7/30/2018,Data Breach,Investigation,Career & Technology Education Centers of Licking C,2/12/2018,4,OH,,Technology Education,Y,Y,Y,N,N,Y,N,N,N,N
PR1813943,CLOSED,7/30/2018,Data Breach,Investigation,Yale University (7-27-2018) (2016-18 Breach),3/1/2016,14,CT,6/30/2018,University,Y,Y,Y,N,N,Y,N,N,N,N
PR1813936,CLOSED,7/30/2018,Data Breach,Investigation,Yale University (7-27-2018) (2008-09 Breach),4/1/2008,"40,885",CT,1/31/2009,Education,Y,Y,Y,Y,Y,Y,N,N,N,N
PR1813924,CLOSED,7/30/2018,Data Breach,Investigation,The Village of Wellington (7-6-2018),11/28/2017,15,FL,6/4/2018,Real Estate,N,Y,Y,Y,N,N,N,N,N,Y
PR1813916,CLOSED,7/30/2018,Data Breach,Investigation,"The Paquin Healthcare Companies, Inc. (7-6-2018)",10/1/2017,3,FL,5/31/2018,Healthcare,N,Y,N,N,N,N,N,N,N,Y
PR1813903,CLOSED,7/30/2018,Data Breach,Investigation,International Mission Board (7-5-2018),4/11/2018,105,VA,,Non-profit (missionary work),Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1813897,CLOSED,7/30/2018,Data Breach,Investigation,"MSK Group, P.C. (7-5-2018)",2/26/2018,14,Mississippi,3/1/2018,,Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1813753,CLOSED,7/27/2018,Data Breach,Investigation,Cushman and Wakefield (7-5-2018),2/26/2018,1,NY,3/1/2018,Property management,Y,Y,Y,N,Y,Y,N,N,N,N
PR1813750,CLOSED,7/27/2018,Data Breach,Investigation,"The Info and Referral Federation of LA County, Inc",3/14/2018,17,CA,4/23/2018,Non-Profit ,Y,Y,Y,N,N,Y,N,N,N,N
PR1813744,CLOSED,7/27/2018,Data Breach,Investigation,SA Stone Wealth Management Inc. (7-5-2018),3/19/2018,3,AL,,Financial ,Y,Y,Y,Y,Y,N,Y,N,N,N
PR1813743,CLOSED,7/27/2018,Data Breach,Investigation,Rochester Institute of Technology (7-3-2018),6/5/2017,1,NY,6/5/2017,University,Y,Y,Y,N,N,Y,N,N,N,N
PR1813742,CLOSED,7/27/2018,Data Breach,Investigation,"Physicians Alliance of Connecticut, LLC (7-3-2018)",5/14/2018,7,CT,,Healthcare,Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1813740,CLOSED,7/27/2018,Data Breach,Investigation,"Naviaux Dubow & Harris, LLC (7-2-2018)",1/12/2018,1,IL,4/11/2018,Financial ,Y,Y,Y,N,Y,Y,Y,N,N,Y
PR1813739,CLOSED,7/27/2018,Data Breach,Investigation,Jefferies LLC (7-2-2018),2/15/2018,3,NY,,Financial Services/Investment Management,Y,Y,Y,Y,Y,Y,N,N,N,N
PR1813731,CLOSED,7/26/2018,Data Breach,Investigation,Macy's Inc. (7-2-2018),4/26/2018,"2,475",,6/12/2018,,Y,Y,Y,Y,N,N,Y,N,N,N
PR1813720,CLOSED,7/26/2018,Data Breach,Investigation,"TCI Holdings, Inc. (6-29-2018)",4/27/2018,3,IL,,Financial,Y,Y,Y,N,Y,Y,N,N,N,N
PR1813697,CLOSED,7/26/2018,Data Breach,Investigation,"SGS North America, Inc. o/b/o Lockton Companies (6",2/26/2018,1,PA,2/17/2018,Business to business services,Y,Y,Y,N,N,Y,Y,N,N,N
PR1813687,CLOSED,7/26/2018,Data Breach,Investigation,Spinnaker Trust (6-29-2018),4/16/2018,1,ME,4/17/2018,Financial planning,Y,Y,Y,N,N,Y,N,N,N,N
PR1813685,CLOSED,7/26/2018,Data Breach,Investigation,"SOS Intl, LLC (6-28-2018)",2/5/2018,1,Singapore,3/22/2018,Medical and travel security,Y,Y,Y,Y,Y,N,N,N,N,Y
PR1813684,CLOSED,7/26/2018,Data Breach,Investigation,"Physicians Management Services, Inc. (6-28-2018)",4/23/2018,10,CT,5/10/2018,Healthcare,Y,Y,Y,Y,Y,Y,Y,N,N,N
PR1813681,CLOSED,7/26/2018,Data Breach,Investigation,Lincoln Financial Group (6-28-2018),6/17/2018,1,IN,,Financial services,Y,Y,Y,N,N,Y,N,N,N,N
PR1813676,CLOSED,7/26/2018,Data Breach,Investigation,"Pacific Management, Inc. and New Frontier Mgmt Cor",1/1/2018,1,IL,2/28/2018,Real Estate,Y,Y,Y,N,Y,Y,N,N,N,N
PR1813672,CLOSED,7/26/2018,Data Breach,Investigation,"Dollar Shave Club, Inc. (6-27-2018)",5/26/2018,7,CA,6/13/2018,Retail,N,N,Y,Y,Y,N,N,N,N,N
PR1813669,CLOSED,7/26/2018,Data Breach,Investigation,Toyo Tire Holdings of Americas Inc. (6-27-2018),3/12/2018,3,Japan,,Manufacturing (Tires),Y,Y,N,N,N,N,N,N,N,Y
PR1813663,CLOSED,7/26/2018,Data Breach,Investigation,Amgen Inc. (6-26-2018),2/21/2018,14,CA,,Biopharmaceuticals,Y,Y,Y,Y,N,N,N,N,N,N
PR1813650,CLOSED,7/26/2018,Data Breach,Investigation,Solera National Bank (6-26-2018),4/18/2018,5,CO,5/4/2018,Financial ,Y,Y,Y,Y,Y,Y,N,N,N,N
PR1813645,CLOSED,7/25/2018,Data Breach,Investigation,"Westfield, LLC (6-27-2018)",1/26/2018,2,France,1/26/2018,Property management,Y,Y,N,N,N,Y,N,N,N,N
PR1813642,CLOSED,7/25/2018,Data Breach,Investigation,Capital Integration Systems LLC (6-25-2018),2/1/2018,77,NY,2/22/2018,Financial Technology ,Y,Y,Y,N,Y,N,N,N,N,N
PR1813638,CLOSED,7/25/2018,Data Breach,Investigation,Sizmek Inc. (6-24-2018),5/29/2018,1,CA,,Advertising,Y,Y,N,N,N,N,N,N,N,N
PR1813633,CLOSED,7/25/2018,Data Breach,Investigation,"Thomas Chandler Thomas & Hinshaw, LLP (6-22-2018)",2/15/2018,7,NC,2/21/2017,Accounting,Y,Y,Y,N,N,Y,N,N,N,N
PR1813630,CLOSED,7/25/2018,Data Breach,Investigation,Tuskegee University (6-22-2018),9/24/2017,73,AL,3/22/2018,Education,Y,Y,Y,Y,Y,Y,N,N,N,N
PR1813627,CLOSED,7/25/2018,Data Breach,Investigation,"Humana, Inc. (6-22-2018)",6/3/2018,1,,6/4/2018,,N,N,N,N,N,N,N,N,N,N
PR1813626,CLOSED,7/25/2018,Data Breach,Investigation,"RevUp Group, LLC dba RevUp Sports (6-21-2018)",5/31/2018,34,TN,,Retail,Y,Y,Y,Y,Y,N,N,N,N,Y
PR1813615,CLOSED,7/25/2018,Data Breach,Investigation,"L'Occitane, Inc. d/b/a L'Occitane en Provence (6-2",5/1/2018,4,France,5/31/2018,Retail,N,Y,Y,Y,Y,N,Y,N,N,N
PR1813607,CLOSED,7/25/2018,Data Breach,Investigation,"DiCicco, Gulman & Company LLP (6-21-2018)",5/9/2018,30,OH,10/10/2018,Accounting,Y,Y,Y,N,N,Y,N,N,N,N
PR1813597,CLOSED,7/25/2018,Data Breach,Investigation,Notre Dame de Namur University (6-20-2018),5/18/2018,3,,,,Y,Y,Y,N,N,Y,N,N,N,N
