Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
13915,11/15/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13916,11/15/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13917,11/15/2018,Newegg Inc.,Electronic,,4760,,,,Yes,,,
13918,11/16/2018,American Express Travel Related Services Company Inc,Electronic,,410,,,,Yes,,,
13919,11/16/2018,"Johnson, Lauder & Savidge LLP",Electronic,Yes,5,Yes,Yes,,,Yes,,
13920,11/16/2018,Hantz Bank,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
13921,11/16/2018,American Express Travel Related Services Company Inc,Electronic,,72,,,,Yes,,,
13922,11/16/2018,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
13923,11/16/2018,Savers Bank,Electronic,,2,,,,Yes,,,
13926,11/16/2018,The Master's School,Electronic,Yes,5,Yes,,,,Yes,,
13927,11/16/2018,"1-800 Contacts, Inc.",Electronic,Yes,3,,,,Yes,,,
13928,11/16/2018,Valor Management Corporation,Electronic,Yes,4,Yes,Yes,,,Yes,,
13929,11/16/2018,Smith & Nephew,Electronic,Yes,1,Yes,Yes,,,Yes,,
13930,11/16/2018,LPL Financial LLC,Electronic,Yes,10638,Yes,Yes,,,Yes,,
13998,11/16/2018,"HealthEquity, Inc.",Electronic,Yes,1978,Yes,,,,Yes,,
13931,11/19/2018,"Loeb Enterprises II, LLC",Electronic,Yes,34,Yes,Yes,Yes,,Yes,,
13932,11/19/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13933,11/19/2018,Edward Jones,Electronic,Yes,4,Yes,,,,,,
13934,11/19/2018,Francesca's Services Corporation,Electronic,,3310,,,,,,,
13935,11/19/2018,Restore Rehabilitation Inc,Electronic,,1,Yes,,,,Yes,,
13924,11/19/2018,Cincinnati Reds,Electronic,Yes,5,Yes,,,,Yes,,
13925,11/19/2018,Discover Financial Services,Electronic,,3250,,,,Yes,,,
13936,11/20/2018,American Express Travel Related Services Company Inc,Electronic,,20,,,,Yes,,,
13937,11/20/2018,American Express Travel Related Services Company Inc,Electronic,,1,,,,Yes,,,
13938,11/20/2018,American Express Travel Related Services Company Inc,Electronic,,1,,,,Yes,,,
13939,11/20/2018,American Travel Related Services Company Inc,Electronic,,1,,,,Yes,,,
13940,11/20/2018,Steward Medical Group,Paper,Yes,3,Yes,,,,Yes,,
13941,11/20/2018,Northwestern Mutual Life Insurance Company,Electronic,,2,Yes,Yes,,,Yes,,
13942,11/20/2018,Lundberg Family Farms,Electronic,,4,Yes,Yes,,,Yes,,
13943,11/20/2018,El Centro Regional Medical Center,Electronic,,1,Yes,,,,Yes,,
13944,11/20/2018,New York Oncology Hematology PC,Electronic,,507,Yes,,Yes,,Yes,,
13945,11/20/2018,Knob Deco,Electronic,,3,,,,Yes,Yes,,
13946,11/20/2018,CHD,Paper,Yes,1,,,,,,,
13947,11/20/2018,R.R. Bowker LLC,Electronic,,423,,,,Yes,,,
13948,11/21/2018,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
13949,11/21/2018,Richard C. Malesich & Associates LLC,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
13950,11/21/2018,Cambridge Savings Bank,Electronic,Yes,3,,Yes,,,Yes,,
13951,11/21/2018,Webster Five Cents Savings Bank,Electronic,Yes,306,,,,Yes,,,
13954,11/21/2018,Bank of Vernon,Electronic,Yes,5,Yes,,,,Yes,,
13955,11/21/2018,American Express Travel Related Services Company Inc,Electronic,,1,,,,Yes,,,
13956,11/21/2018,British Airways PLC,Electronic,,2411,,,,Yes,,,
13957,11/23/2018,Chamberlain Group Inc.,Electronic,Yes,8,,,,Yes,Yes,,
13958,11/26/2018,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
13959,11/26/2018,Northeastern University,Electronic,Yes,1,Yes,,,,,,
13960,11/26/2018,Independence Community College,Electronic,Yes,1,Yes,,Yes,,Yes,,
13961,11/26/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13962,11/26/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13963,11/26/2018,Prosper Marketplace Inc,Electronic,Yes,9,Yes,Yes,Yes,,Yes,,
13964,11/26/2018,Baylor Scott & White Medical Center-Frisco,Electronic,,13,,Yes,,Yes,Yes,,
13965,11/26/2018,Medtronic Minimed,Paper,Yes,80,Yes,,,Yes,Yes,,
13969,11/26/2018,"Thesy, LLC",Electronic,,5859,,,,Yes,Yes,,
13952,11/26/2018,Capital One,Electronic,Yes,46,Yes,,,,Yes,,
13953,11/26/2018,"B.T.C.E., Inc. d/b/a HomeBrewIt.com",Electronic,,10,,,,Yes,,,
13970,11/27/2018,Avidia Bank,Electronic,,163,Yes,Yes,,,Yes,,
13971,11/27/2018,"HSBC Bank USA, National Association",Electronic,Yes,14,,Yes,,,Yes,,
13966,11/27/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
13967,11/27/2018,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
13968,11/27/2018,Atrium Health,Electronic,Yes,257,Yes,,,,Yes,,
13972,11/28/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,Yes,,
13973,11/28/2018,SHG Planning Inc,Electronic,,11,Yes,Yes,,,Yes,,
13974,11/28/2018,Synchrony Bank,Electronic,,194,,,,Yes,Yes,,
13975,11/28/2018,Main Street Bank,Electronic,,3,,,,Yes,,,
13976,11/28/2018,Imprivata Inc,Electronic,,78,Yes,,,,Yes,,
13977,11/28/2018,Dunkin' Brands Inc,Electronic,,18304,,Yes,,,Yes,,
13978,11/28/2018,Rockland Trust,Paper,,1,,Yes,,,Yes,,
13979,11/28/2018,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
13980,11/29/2018,Franciscan University Of Steubenville,Electronic,,28,Yes,,,,Yes,,
13981,11/29/2018,Maddison & Caison LLP,Electronic,,2,Yes,Yes,,,Yes,,
13982,11/29/2018,"Viyet, LLC dba Sotheby's Home",Electronic,Yes,199,,,,,Yes,,
13983,11/29/2018,Equity Concepts LLC,Electronic,Yes,8,Yes,,Yes,,Yes,,
13984,11/30/2018,"Marriott International, Inc.",Electronic,Yes,,,,,Yes,Yes,,
13985,11/30/2018,"1873349 Ontario Inc.
/www.1800Flowers.ca",Electronic,Yes,523,,,,Yes,,,
13986,11/30/2018,"Rosenberg & Manente, PLLC",Electronic,,31,Yes,,,,Yes,,
13987,11/30/2018,American General Life Insurance Co,Paper,Yes,1,,Yes,,,Yes,,
13988,11/30/2018,Pentegra Services Inc.,Electronic,Yes,9,Yes,,,,Yes,,
13989,11/30/2018,The Village Bank,Electronic,,4,,,,Yes,,,
13990,11/30/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13991,12/3/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13992,12/3/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13993,12/3/2018,Eastern Bank,Electronic,,242,,,,Yes,,,
13994,12/3/2018,Massachusetts General Hospital,Paper,,1,,,,,,,
13995,12/3/2018,"Saltmarsh Cleaveland & Gund, PA",Electronic,,2,Yes,,,,Yes,,
13996,12/3/2018,The Tax Specialists,Electronic,Yes,7,Yes,Yes,,,Yes,,
13997,12/3/2018,Belmont Instrument LLC,Electronic,Yes,60,Yes,,Yes,Yes,Yes,,
13999,12/3/2018,Santander Consumer USA,Paper,Yes,19,,Yes,,,Yes,,
14000,12/3/2018,Citibank NA,Electronic,,1,,Yes,,,Yes,,
14001,12/4/2018,Eagle Bank,Electronic,,1,,,,Yes,,,
14002,12/4/2018,Asurint,Electronic,,1,,,Yes,,Yes,,
14003,12/4/2018,Androscoggin Bank,Electronic,,2,,Yes,,,Yes,,
14004,12/4/2018,Ives Group Inc,Both,Yes,30,Yes,Yes,,,,,
14005,12/5/2018,Merrimack Valley Credit Union,Paper,Yes,2,Yes,Yes,Yes,,Yes,,
14006,12/5/2018,Royal Caribbean Cruises Ltd,Electronic,Yes,20,Yes,,,,Yes,,
14007,12/6/2018,Eagle Bank,Electronic,,,,,,Yes,,,
14008,12/6/2018,Putnam Investments,Electronic,,1,Yes,,,,,,
14009,12/6/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
14010,12/6/2018,Delta Dental of MA,Electronic,,8,,,,,,,
14011,12/6/2018,Uber Technologies Inc,Electronic,,1,,,,Yes,Yes,,
14012,12/6/2018,Harley-Davidson Motor Company Inc,Electronic,Yes,10,Yes,,,,Yes,,
14013,12/6/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
14014,12/6/2018,Massachusetts College of Art & Design,Paper,,125,Yes,,,,Yes,,
14015,12/6/2018,Fort Point Capital Partners LLC,Electronic,,2,,Yes,,,Yes,,
14016,12/7/2018,Dedham Savings,Electronic,,2,,,,Yes,Yes,,
14017,12/7/2018,Watertown Savings Bank,Electronic,,1,,,,Yes,,,
14018,12/7/2018,The Village Bank,Electronic,,2,,,,Yes,,,
14019,12/7/2018,Adopt a Highway Maintenance Corporation,Paper,Yes,28,,Yes,,Yes,,,
14020,12/10/2018,New Life Counseling & Wellness Center Inc.,Paper,,12,Yes,,,,Yes,,
14021,12/10/2018,The Village Bank,Electronic,,1,,,,Yes,,,
14022,12/10/2018,The Village Bank,Electronic,,2,,,,Yes,,,
14023,12/10/2018,Morgan Stanley Smith Barney LLC,Electronic,Yes,1,Yes,Yes,,,Yes,,
14024,12/10/2018,Frontier Wealth Management LLC,Electronic,Yes,27,Yes,Yes,,,Yes,,
14025,12/10/2018,Main Street Bank,Electronic,,2,,,,Yes,,,
14026,12/10/2018,Backcountry Edge,Electronic,,25,,,,Yes,Yes,,
14027,12/10/2018,East End Disability Associates Inc,Electronic,Yes,1,Yes,,Yes,,,,
14028,12/10/2018,Instinet LLC,Electronic,,1,Yes,,,,Yes,,
14029,12/11/2018,Farmer Bros. Co.,Electronic,,5,Yes,Yes,Yes,Yes,Yes,,
14030,12/11/2018,American Express Third Party Travel Related Services Co. Inc.,Electronic,,1,,,,Yes,,,
14031,12/11/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
14032,12/11/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
14033,12/11/2018,Capital One,Electronic,Yes,28,,Yes,,,,,
14034,12/12/2018,Selective Insurance Company of America,Electronic,Yes,13,,,Yes,,Yes,,
14035,12/12/2018,American Express Travel Related Services Company Inc.,Electronic,,41,,,,Yes,,,
14036,12/12/2018,Health Imperatives Inc,Paper,,8,Yes,,,,Yes,,
14037,12/12/2018,Five Guys Holdings Inc.,Electronic,,38,Yes,,,,Yes,,
14038,12/12/2018,Ronin Gallery LLC,Electronic,,13,,,,Yes,,,
14039,12/12/2018,COR Cleaning,Electronic,Yes,8,Yes,Yes,Yes,,Yes,,
10272,1/2/2017,"American Express Travel Related Services, Inc.",Electronic,,11,,,,Yes,,,
10273,1/2/2017,"American Express Travel Related Services Company, Inc.",Electronic,,213,,,,Yes,,,
10274,1/3/2017,Salem Five,Electronic,,6,,,,Yes,,,
10275,1/3/2017,Eagle Bank,Electronic,,3,,,,Yes,,,
10276,1/3/2017,Bank of America,Undefined,Yes,2,Yes,Yes,,,Yes,,
10277,1/3/2017,Edgework Consulting,Electronic,Yes,50,Yes,,,,,,Yes
10533,1/3/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10535,1/3/2017,The Village Bank,Electronic,,6,,,,Yes,,,
10537,1/3/2017,The Village Bank,Electronic,,3,,,,Yes,,,
10543,1/3/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10544,1/4/2017,The Village Bank,Electronic,,3,,,,Yes,,,
10545,1/4/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10546,1/4/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10278,1/4/2017,MED-PASS,Electronic,Yes,1,,,,Yes,Yes,,
10279,1/4/2017,Webster Five,Electronic,,1289,,,,Yes,,,
10280,1/4/2017,Webster Five,Electronic,Yes,5,,Yes,,Yes,,,
10281,1/4/2017,Webster Five,Electronic,,28,,,,Yes,,,
10282,1/4/2017,American Pharmacists Association,Electronic,Yes,4,,,,Yes,Yes,,
10283,1/4/2017,Belmont Savings Bank,Paper,,1,,Yes,,,,,
10285,1/4/2017,Fidelity Investments,Electronic,Yes,1,,Yes,,,Yes,,
10286,1/5/2017,Eagle Bank,Electronic,,1,,,,Yes,,,
10287,1/5/2017,"American Express Travel Related Services Company, Inc.",Electronic,,12,,,,Yes,,,
10288,1/5/2017,"American Express Travel Related Services, Inc.",Electronic,,49,,,,Yes,,,
10289,1/5/2017,PCC Technology,Electronic,Yes,2,Yes,,,,Yes,,Yes
10290,1/5/2017,Bank of America,Paper,Yes,2,,Yes,,,Yes,,
10291,1/5/2017,Massachusetts General Hospital,Paper,Yes,1,Yes,,,,,,
10292,1/5/2017,Massachusetts General Hospital,Paper,Yes,1,,Yes,,,,,
10293,1/6/2017,"American Express Travel Related Services, Inc.",Electronic,,18,,,,Yes,,,
10294,1/6/2017,R&A Design d/b/a/ Unison Home,Electronic,Yes,46,,,,Yes,Yes,,
10295,1/6/2017,Legal Aid Society of Orange County,Electronic,Yes,2,Yes,Yes,,,Yes,,
12323,1/8/2017,Cetera Advisors LLC,Electronic,,95,Yes,,,,Yes,,
10296,1/9/2017,People's United Bank,Paper,Yes,2,Yes,Yes,,,Yes,,
10297,1/9/2017,Family Service Association,Paper,Yes,278,Yes,,,,,,
10298,1/9/2017,"LightYear Dealer Technologies, LLC d/b/a DealerBuilt",Electronic,Yes,42,Yes,Yes,Yes,Yes,Yes,,
10299,1/9/2017,"Stax, Inc.",Electronic,Yes,45,Yes,,,,Yes,,
10301,1/9/2017,"Safari, Ltd.",Electronic,Yes,3,,,,Yes,,,
10302,1/10/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10303,1/10/2017,Eagle Bank,Electronic,,1,,,,Yes,,,
10304,1/10/2017,"The Vanguard Group, Inc.",Paper,,1,,Yes,,,,,
10305,1/10/2017,Haverford College,Electronic,Yes,5,Yes,,,,Yes,,
10300,1/10/2017,Legendary Entertainment,Electronic,Yes,1,Yes,,,,Yes,,
10306,1/11/2017,Santander,Electronic,Yes,2,,Yes,,Yes,Yes,,
10307,1/11/2017,Santander,Paper,Yes,6,,Yes,,,Yes,,
10308,1/11/2017,"American Express Travel Related Services, Inc.",Electronic,,3,,,,Yes,,,
10309,1/11/2017,Town of Wellesley School Department,Paper,Yes,3,Yes,Yes,,,,,
10310,1/11/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10311,1/11/2017,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
10312,1/11/2017,Eagle Bank,Electronic,,1,,,,Yes,,,
10547,1/11/2017,The Village Bank,Electronic,,3,,,,Yes,,,
10548,1/11/2017,The Village Bank,Electronic,,2,,,,Yes,,,
10549,1/12/2017,The Village Bank,Electronic,,8,,,,Yes,,,
10313,1/12/2017,"The Vanguard Group, Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
10314,1/12/2017,"Spiraledge, Inc.",Electronic,Yes,13349,,,,Yes,,,
10315,1/12/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
10316,1/13/2017,Watertown Savings Bank,Electronic,,8,,,,Yes,Yes,,
10317,1/13/2017,Watertown Savings Bank,Electronic,,1,,,,Yes,Yes,,
10318,1/13/2017,Simmons College,Electronic,Yes,4,Yes,Yes,,,Yes,,
10320,1/13/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
10321,1/13/2017,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
10322,1/16/2017,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
10319,1/16/2017,"American Express Travel Related Services, Inc.",Electronic,,1,,,,Yes,,,
10323,1/17/2017,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
10324,1/17/2017,"American Express Travel Related Services, Inc.",Electronic,,20,,,,Yes,Yes,,
10325,1/17/2017,"American Express Travel Related Services, Inc.",Electronic,,2,,,,Yes,,,
10326,1/17/2017,Watertown Savings Bank,Electronic,,1,,,,Yes,Yes,,
10327,1/17/2017,"Chanel, Inc.",Paper,Yes,2,Yes,,,,Yes,,
10328,1/17/2017,"Intuit, Inc",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
10329,1/17/2017,Commonwealth of Massachusetts- Department of Revenue,Electronic,Yes,2,Yes,,,,,,
10330,1/17/2017,Cape Cod Cooperative Bank,Electronic,,232,,,,Yes,,,
10331,1/18/2017,"American Express Travel Related Services Company, Inc.",Electronic,,3,,,,Yes,,,
10332,1/18/2017,"CCC Restaurant Enterprises, LCC",Electronic,Yes,1,,,,Yes,,,
10333,1/18/2017,Mutual One Bank,Electronic,,2,,,,Yes,,,
10334,1/19/2017,Stark Investments,Electronic,Yes,7,Yes,Yes,,,,,
10335,1/19/2017,CoPilot Provider Support Services,Electronic,Yes,5151,Yes,,,,Yes,,
10336,1/19/2017,Eagle Bank,Electronic,,2,,,,Yes,,,
10337,1/20/2017,Hemenway & Barnes LLP,Electronic,,230,Yes,Yes,,,,,
10338,1/20/2017,"Commonwealth of Massachusetts
- Department of Youth Services",Paper,Yes,427,Yes,,,,,,
10339,1/20/2017,Savers Bank,Electronic,,1,,,,Yes,,,
10340,1/20/2017,Savers Bank,Electronic,,5,,,,Yes,,,
10341,1/20/2017,Savers Bank,Electronic,,1,,,,Yes,,,
10342,1/20/2017,Savers Bank,Electronic,,4,,,,Yes,,,
10344,1/20/2017,"MBA Consulting Services, Inc.",Electronic,Yes,8,Yes,,,,Yes,,
10345,1/20/2017,Transamerica,Electronic,Yes,255,Yes,,,,Yes,,
10346,1/20/2017,Cenduit LLC,Electronic,Yes,4,Yes,,,,Yes,,
10347,1/20/2017,Dixon Highes Goodman LLP,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
10352,1/23/2017,"Accolade, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
10422,1/23/2017,Commonwealth of Massachusetts-Department of Revenue,Electronic,Yes,2,Yes,,,,,,
10423,1/23/2017,Belmont Savings Bank,Paper,Yes,1,,Yes,,,,,
10424,1/23/2017,Bank of America,Paper,Yes,2,Yes,,,,Yes,,
10425,1/23/2017,MBA Consulting Services,Electronic,Yes,8,Yes,,,,Yes,,
10426,1/23/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10427,1/23/2017,Capital One,Electronic,Yes,3,Yes,,,Yes,Yes,,
10428,1/23/2017,Eastern Bank,Electronic,,302,,,,Yes,,,
10448,1/23/2017,Sky Climber Access Solutions Atlanta LLC,Electronic,Yes,3,Yes,,,,,,
10436,1/24/2017,HSBC,Paper,,2,Yes,,,,Yes,,
10437,1/24/2017,Citizens Financial Group,Paper,Yes,1,,Yes,,,Yes,,
10438,1/24/2017,The Village Bank,Paper,Yes,2818,,Yes,,,,,
10439,1/24/2017,Honor Flight New England,Electronic,Yes,308,,Yes,,,,,
10440,1/24/2017,"AmWINS Group Benefits, Inc.",Electronic,Yes,4,Yes,,,,,,
10441,1/25/2017,Northeast Rehabilitation Hospital Network,Paper,Yes,1,,Yes,,,,,
10443,1/25/2017,"Sirius XM Radio, Inc.",Electronic,Yes,10,,Yes,,,,,
10433,1/25/2017,Eagle Bank,Electronic,,1,,,,Yes,,,
10434,1/25/2017,St. Mary's Credit Union,Electronic,,5,,,,Yes,,,
10435,1/25/2017,"Synergy Specialists Medical Group, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
10444,1/26/2017,Watertown Savings Bank,Electronic,,5,,,,Yes,,,
10445,1/26/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10446,1/26/2017,Salem Five,Electronic,,1,,Yes,,,,,
10447,1/26/2017,Savers Bank,Electronic,,1,,,,Yes,,,
10449,1/26/2017,St. Mary's Credit Union,Electronic,,46,,,,Yes,,,
10450,1/26/2017,The Village Bank,Electronic,,13,,,,Yes,,,
10451,1/26/2017,"Charles Komar & Sons, Inc.",Electronic,Yes,941,,,,Yes,,,
10478,1/27/2017,"Reflexis, Inc.",Electronic,Yes,53,Yes,,,,Yes,,
10479,1/27/2017,Guitar Center,Electronic,Yes,1,,,Yes,,Yes,,
10480,1/27/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
10481,1/27/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
10483,1/27/2017,International Code Council,Electronic,Yes,252,,,,Yes,,,
10484,1/27/2017,Salem Five,Electronic,,1,,,,Yes,,,
10485,1/27/2017,Salem Five,Electronic,,1,,,,Yes,,,
10486,1/27/2017,Anna Jacques Hospital,Paper,Yes,1,,,Yes,Yes,Yes,,
10487,1/27/2017,Intuit,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
10488,1/27/2017,PMG Physician Associates,Electronic,Yes,1,Yes,Yes,,,Yes,,
10489,1/27/2017,"eHealthInsurance Services, Inc.",Electronic,Yes,136,Yes,,,,Yes,,
10490,1/30/2017,"The Vanguard Group, Inc.",Paper,Yes,1,,Yes,,,,,
10491,1/30/2017,National Geographic Partners LLC,Undefined,Yes,1,,Yes,,,Yes,,
10492,1/30/2017,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
10494,1/30/2017,Palomar Community College District,Electronic,Yes,1,Yes,,,,Yes,,
10497,1/30/2017,"Pacific Biosciences of California, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
10516,1/30/2017,"Kuhana Associates, LLC",Electronic,Yes,1,Yes,,,,Yes,,
10518,1/30/2017,Verc Enterprises,Electronic,Yes,374,Yes,,,,,,
10519,1/30/2017,"DBM Global, Inc.",Electronic,Yes,1,Yes,Yes,,,,,Yes
10520,1/30/2017,Webster Five,Electronic,,195,,,,Yes,,,
10521,1/30/2017,Princeton Pain Management,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
10532,1/30/2017,Mututal One,Electronic,,12,,,,Yes,,,
10538,1/30/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10536,1/30/2017,Salem Five,Electronic,,3,,,,Yes,,,
10534,1/30/2017,Massachusetts General Hospital,Electronic,Yes,3,Yes,,,,,,
10539,1/31/2017,"Athletic Clubs of America, Inc.",Electronic,,29,Yes,Yes,,,Yes,,Yes
10540,1/31/2017,Persante Health Care,Electronic,Yes,15,Yes,,,,Yes,,
10541,1/31/2017,"American Express Travel Related Services Company, Inc.",Electronic,,8,,,,Yes,,,
10542,1/31/2017,Scotty's Holdings LLC,Electronic,Yes,1,Yes,,,,Yes,,
10551,1/31/2017,Babson College,Electronic,Yes,27,Yes,Yes,,,Yes,,
10552,1/31/2017,Toyota Financial Services,Paper,Yes,1,,Yes,,,Yes,,
10553,1/31/2017,Salem Five,Electronic,Yes,1,,,,Yes,,,
10554,1/31/2017,Savers Bank,Electronic,,14,,,,Yes,,,
10555,1/31/2017,Belmont Savings Bank,Electronic,Yes,2,Yes,,Yes,,,,
10556,1/31/2017,New York Life Insurance Company,Electronic,Yes,45,Yes,,,,Yes,,
10557,1/31/2017,Palm Bay International,Electronic,Yes,9,Yes,,,,Yes,,
10559,1/31/2017,"Commonwealth of Massachusetts
- Department of Revenue",Paper,Yes,1,Yes,,,,,,
10560,2/1/2017,St. Mary's Credit Union,Electronic,Yes,3,,,,Yes,,,
10561,2/1/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10562,2/1/2017,St. Mary's Credit Union,Electronic,,4,,,,Yes,,,
10563,2/1/2017,Trinity Private Equity Group,Electronic,Yes,3,Yes,,,,Yes,,Yes
10564,2/1/2017,"M. Stanley Metz & Company, Inc.",Electronic,Yes,2337,Yes,,,,Yes,,
10565,2/1/2017,Dracut Public Schools,Electronic,Yes,568,Yes,,,,Yes,,
10566,2/1/2017,The Village Bank,Electronic,,2,,,,Yes,,,
10558,2/1/2017,Salem Five,Electronic,,3,,,,Yes,,,
10550,2/1/2017,"Tufts Public Health Plans, Inc.",Electronic,,380,Yes,,,,Yes,,
10567,2/2/2017,The Village Bank,Electronic,,2,,,,Yes,,,
10568,2/2/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10569,2/2/2017,RoundPoint Mortgage Servicing Corporation,Paper,,2,,Yes,,,Yes,,
10570,2/2/2017,King McNamara Moriarty LLP,Electronic,Yes,5903,Yes,,,,Yes,,
10571,2/2/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10572,2/2/2017,"Sunrun, Inc.",Electronic,Yes,139,Yes,,,,Yes,,
10573,2/2/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10574,2/2/2017,University of Massachusetts Medical School,Electronic,Yes,10,Yes,,,,,,Yes
10575,2/3/2017,Watertown Savings Bank,Electronic,,3,,,,Yes,,,
10576,2/3/2017,Eagle Bank,Electronic,,3,,,,Yes,,,
10577,2/3/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10578,2/3/2017,Salem Five,Electronic,,1,,,,Yes,,,
10579,2/3/2017,Salem Five,Electronic,,13,,,,Yes,,,
10581,2/3/2017,Umass Memorial Medical Center,Paper,Yes,4,,Yes,,,Yes,,
10582,2/3/2017,Florence Bank,Electronic,Yes,10,Yes,Yes,,,,,
10583,2/3/2017,Palomar Community College,Electronic,Yes,1,Yes,,,,Yes,,
10584,2/3/2017,MIT Federal Credit Union,Electronic,Yes,2,Yes,,,,Yes,,
10585,2/3/2017,MDF Instruments,Electronic,Yes,168,,,,Yes,Yes,,
10586,2/3/2017,The Mitchell Gold Co.  d/b/a Mitchell Gold +Bob Williams,Electronic,Yes,36,Yes,,,,Yes,,
10587,2/3/2017,"Renovate America, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
10588,2/3/2017,ScholarChip Card LLC,Electronic,Yes,16,Yes,Yes,,,,,
10589,2/6/2017,"Maxor National Pharmacy Services, LLC",Electronic,Yes,1,Yes,,,,Yes,,
10590,2/6/2017,"The Vanguard Group, Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
10591,2/6/2017,Great American Life Insurance Company,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
10592,2/6/2017,Putnam Investments,Electronic,Yes,1,,Yes,,,Yes,,
10593,2/6/2017,Salem Five,Electronic,,2,,,,Yes,,,
10594,2/6/2017,Savers Bank,Electronic,,1,,,,Yes,,,
10595,2/6/2017,Marlborough Savings Bank,Electronic,,9,,,,Yes,,,
10596,2/6/2017,People's United Bank,Electronic,,1,,Yes,,,Yes,,
10597,2/6/2017,Abington Bank,Electronic,,1,,,,Yes,,,
10598,2/6/2017,Abington Bank,Electronic,,1,,,,Yes,,,
10601,2/6/2017,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
10602,2/6/2017,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
10603,2/6/2017,Bristol County Savings Bank,Electronic,,4,,,,Yes,,,
10604,2/6/2017,Bristol County Savings Bank,Electronic,,6,,,,Yes,,,
10605,2/6/2017,Bristol County Savings Bank,Electronic,,2,,,,Yes,,,
10606,2/6/2017,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
10607,2/6/2017,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
10608,2/6/2017,Bristol County Savings Bank,Electronic,,2,,,,Yes,,,
10609,2/6/2017,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
10610,2/6/2017,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
10442,2/6/2017,"American Express Travel Related Services, Inc.",Electronic,,2,,,,Yes,,,
10482,2/7/2017,Sweeney Drywall Finishes Corp.,Electronic,Yes,425,Yes,,,,Yes,,
