"","org_name","address.x","street_address.x","city.x","state.x","zip_code.x","contact_info","attorney","breach_dates","reported_date","date_of_breach","breach_end","discover_date","info_type","affected_residents","date_formatted","DUNS.No","clean_name","address.y","street_address.y","city.y","state.y","zip_code.y","�..Company.Name","Company.Type","Import.Export","Fax.No","Global.Duns.No","Global.Name","Immediate.Parent.Duns.No","Immediate.Parent.Name","Latitude","Line.of.Business","Longtitude","Manufacturing.Indicator","Marketing.Prescreen.Score","Marketing.Prescreen.Ranking","Minority.Owned.Indicator","Owns.Rents","Phone.No","Subsidiary.Status","Web.Address..URL.","Year.of.Founding","Auditors","Trade.Style","Employer.ID.Number..EIN.","Domestic.Parent.Duns.No","Domestic.Parent.Name","Former.Name","Location.Type","Mailing.Address","Mailing.City","Mailing.Country.Region","Mailing.County","Mailing.State","Mailing.Zipcode","Physical.Address","Physical.City","Physical.Country.Region","Physical.County","Physical.State","Physical.Zipcode","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","Employees.Total..Year.1.","Facility.Size","DUNS_2","orgtype_financialservices"
"540","Crystal & Company",NA,NA,NA,NA,NA,"Tom Zarcone, Chief Tachnology & Info Security Office 32 Old Slip, New York, NY 10005; ","James Prendergast, Nelson, Levine, de Luca & Hamilton, LLC, 518 Township Line Road, Suite 300, Blue Bell, PA 19422; Ph: 215-358-5087 - Prendergast now with Lewis Brisbois, Bisgaard, & Smith, LLP, james.prendergast@lewisbrisbois.com","6/14/2013","10/18/2013","6/14/2013",NA,NA,"name, SSN, birthdate, salary information and zip code","1","2013/10","","Crystal & Co","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Crystal & Company",NA,NA,NA,NA,NA,"32 Old Slip, New York, NY 10005","James Prendergast, Nelson, Levine, de Luca & Hamilton, LLC, 518 Township Line Road, Suite 300, Blue Bell, PA 19422; Ph: 215-358-5087 - Prendergast now with Lewis Brisbois, Bisgaard, & Smith, LLP, james.prendergast@lewisbrisbois.com","6/14/2013","09/11/2013","6/14/2013",NA,NA,"name, birthdate and driver's license number","1","2013/09","","Crystal & Co","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","CSC (Computer Sciences Corporation)",NA,NA,NA,NA,NA,"Adriaen M. Morese, Jr., CSC, 3170 Fairview Park Drive, Falls Church, VA 22042; Ph: 703-641-3133","N/A","3/5/2013","04/03/2013","3/5/2013",NA,NA,"name, SN, fed tax employer ID No. EIN and birthdate","343","2013/04","","Computer Sciences Corp","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Cstars of Maine",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director and Senior Counsel, Discover Financial Services, 224-405-2286","June, 2016","07/14/2016","6/1/2016",NA,NA,"Discover card account information may have been compromised.","532","2016/07","","Cstars of Maine","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","CSX Transportation",NA,NA,NA,NA,NA,"Erin O. O'Brien, Senior Counsel, 500 Water Street, J150, Jacksonville, FL  32202; Ph: 904-359-3103","N/A","9/6/2013","10/03/2013","9/6/2013",NA,NA,"names, dates of return to work and other required exams, & whetehr the individual was qualified to perform service.","1","2013/10","","CSX Transportation","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","CT Farm Country Valubilt",NA,NA,NA,NA,NA,"None","Simon Halfin, VP and Assistant General Counsel, Discover Card, 224-405-0933","13-Jan","02/19/2013","1/1/2013",NA,NA,"Discover Card Account information may have been compromised","19","2013/02","","CT Farm Country Valubilt","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Curse, Inc.","100 Spectrum Center Drive, Ste. 450, Irvine, CA 92618","100 Spectrum Center Drive, Ste. 450","Irvine","CA","92618","None","David Kantrowitz, Esq., Goodwin Procter LLP, 617-570-1254; dkantrowitz@goodwinprocter.com","4/11/2016","05/18/2016","4/11/2016",NA,NA,"Name or other personal identifier in combination with SSN.","4","2016/05","","Curse Inc","100 Spectrum Center Drive, Ste. 450, Irvine, CA 92618","100 Spectrum Center Drive, Ste. 450","Irvine","CA","92618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","CVS Photo",NA,NA,NA,NA,NA,"Neal Baker, VP & Chief Privacy Officer, One CVS Drive, Mail Code-B120, Woonsocket, RI 02895","N/A","""recently""","09/11/2015",NA,NA,NA,"Name, phone number, email address and username and password (if you logged in to a CVSPhoto.com account).","Not given","2015/09","","CVS Photo","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Cyberswim Inc.",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director & Senior Counsel, Discover Financial Services, 2500 Lake Cook Road, Riverwoods, IL 60015; 224-405-2286","December, 2014","01/20/2015","12/1/2014",NA,NA,"Discover Card Account information may have been compromised","4","2015/01","","Cyberswim Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Cyberswim, Inc.",NA,NA,NA,NA,NA,"Charles Mertz, President, (917) 287-5844 or cmertz@mericalebody.com","N/A","5/12/14-8/28/14","10/14/2014","5/12/2014","8/28/2014",NA,"name, address, website username and password, payment card acct no., card exp. date & security code","103","2014/10","","Cyberswim Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","CZ Custom 2",NA,NA,NA,NA,NA,"None","Gary Wachtel, Discover, 224-405-2286; garywachtel@discover.com","17-Apr","05/16/2017","4/1/2017",NA,NA,"Old Credit Card Info breached","1","2017/05","","CZ Custom 2","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Dailysale.com",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director & Sr Counsel, 224-405-2286","10/17/2019","11/20/2017","10/17/2019",NA,NA,"Discover card information compromised","83","2017/11","","Dailysale.com","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Dailysale.com",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director & Sr Counsel, 224-405-2286","10/17/2019","11/20/2017","10/17/2019",NA,NA,"Discover card information compromised","83","2017/11","","Dailysale.com","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Dailysale.com",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director and Senior Counsel, Discover Financial Services, 224-405-2286","October, 2016","11/29/2016","10/1/2016",NA,NA,"Discover card account information might have been part of a data breach","34","2016/11","","Dailysale.com","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Dailysale.com",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director and Senior Counsel, Discover Financial Services, 224-405-2286","October, 2016","11/29/2016","10/1/2016",NA,NA,"Discover card account information might have been part of a data breach","34","2016/11","","Dailysale.com","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","DAK 2000",NA,NA,NA,NA,NA,"None","Simon Halfin, VP and Assistant General Counsel, Discover Card, 224-405-0933","13-Apr","05/21/2013","4/1/2013",NA,NA,"Credit card account information","1","2013/05","","DAK 2000","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Dakine Inc",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director & Sr. Counsel, Discover, 224-405-2286","May, 2018","06/20/2018","5/1/2018",NA,NA,"Discover card account information","2","2018/06","07-914-3112","Dakine Inc","","","","","","DAKINE, INC.","Private","",NA,"07-860-6403","ALTAMONT CAPITAL PARTNERS LLC","07-860-6403","ALTAMONT CAPITAL PARTNERS LLC",45.714793,"SPORTING GOODS AND BICYCLE SHOPS, NSK",-121.515858,"Manufacturer","High","5 - Least Likely to pay","No","","(541) 386-3166","Subsidiary","",2013,"","",NA,"07-860-6403","ALTAMONT CAPITAL PARTNERS LLC",NA,"Single Location","","","","","",NA,"603 PORTWAY AVE","HOOD RIVER","USA","HOOD RIVER","OREGON",970311130,451110,"Sporting Goods Stores","","","","",59410600,"Camping and backpacking equipment","$14,138,165","85","85","$14,138,165","85","0","45","FALSE"
"557","Dallas County Community College District","1601 S Lamar Street, Dallas, TX 75215","1601 S Lamar Street","Dallas","TX","75215","None","Jim Prendergast, Mullen Coughlin LLC, 287-930-4798; jprendergast@mullen.law","2/21/17-2/28/17","06/16/2017","2/21/2017","2/28/2017",NA,"Name or other personal identifier in combination with SSN","1","2017/06","","Dallas County Community College District","1601 S Lamar Street, Dallas, TX 75215","1601 S Lamar Street","Dallas","TX","75215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Dane Street, LLC, ",NA,NA,NA,NA,NA,"Kelly Hunt, SVP, Regulatory & Legal Affairs, 888-920-4440","N/A","Discovered 4/10/18","07/24/2018",NA,NA,"4/10/2018","Former Physician had access to patient personal information as he was obtaining payments for medical peer reviews by stealing the identity of a licensed physician in NY.","1","2018/07","83-317-2641","Dane Street LLC","","","","","","DANE STREET, LLC","Private","",NA,"83-317-2641","DANE STREET, LLC","83-317-2641","DANE STREET, LLC",26.836832,"INSURANCE AGENTS,BROKERS,AND SERVICE,NSK",-80.133556,"Manufacturer","High","5 - Least Likely to pay","No","","(617) 858-2748","Non-Subsidiary","WWW.SITE.DANESTREET.COM",2008,"","",NA,"83-317-2641","DANE STREET, LLC",NA,"Headquarters","","","","","",NA,"7111 FAIRWAY DR STE 201","PALM BEACH GARDENS","USA","PALM BEACH","FLORIDA",334184205,524210,"Insurance Agencies and Brokerages","","","","",64110000,"Insurance agents, brokers, and service","$10,590,104","32","32","$9,627,367","32","0","52","TRUE"
"559","Danner",NA,NA,NA,NA,NA,"17634 NE Airport Way, Portland, OR 97230; Ph: 503-262-0110","Craig Hoffman, Esq. @ BakerHostetler, T:513-929-3400  312 Walnut Street, Ste. 3200, Cincinnati, OH 45202","12/11/2013","12/19/2013","12/11/2013",NA,NA,"names, addresses, email addreses, credit or debit card account numbers, expiration dates and card verfication values.","8","2013/12","","Danner","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Dare County ABC #4",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director & Senior Counsel, Discover Financial Services, 2500 Lake Cook Road, Riverwoods, IL 60015; 224-405-2286","December, 2014","01/20/2015","12/1/2014",NA,NA,"Discover Card Account information may have been compromised","1","2015/01","","Dare County ABC #4","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Data Control Systemts, Inc.",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director and Senior Counsel, Discover Financial Services, 224-405-2286","16-Nov","12/19/2016","11/1/2016",NA,NA,"Old card might have been part of data breach","9","2016/12","","Data Control Systemts Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Datapak Services Corporation",NA,NA,NA,NA,NA,"P.O. Box 3825, Suwanee, GA 30024","James E. Prendergast, Esq., Nelson Levine de Luca & Hamilton, LLC, 518 Township Line Road, Suite 300, Blue Bell, PA 19422; Ph: 215-358-5087 - Prendergast now with Lewis Brisbois, Bisgaard, & Smith, LLP, james.prendergast@lewisbrisbois.com","3/5/13 - 8/13/13","10/02/2013","3/5/2013","8/13/2013",NA,"names, addresses, primary account numbers, credit card expiration dates & CVV2 numbers","313","2013/10","","Datapak Services Corp","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","David Turrentine & Associates, Inc.","2610 West Eastwood Avenue, Chicago, IL 60625","2610 West Eastwood Avenue","Chicago","IL","60625","None","David Shannon, Marshall Dennehey Warner Coleman & Goggin PC, 215-575-2615; DJShannon@mdwcg.com","3/30/2017","06/20/2017","3/30/2017",NA,NA,"Name or other personal identifier in combination with SSN","1","2017/06","","David Turrentine & Associates Inc","2610 West Eastwood Avenue, Chicago, IL 60625","2610 West Eastwood Avenue","Chicago","IL","60625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","DaVita HealthCare Partners",NA,NA,NA,NA,NA,"Alan Cullop, Chief Security Officer & Betsy McCubrey, Chief Privacy Officer, 866-797-3792","Jeffrey Poston, Crowell & Moring; 1001 Pennsylvania Avenue, NW, Washington, DC 20004; 202-624-2500","9/6/2013","11/05/2013","9/6/2013",NA,NA,"name, diagnoses, insurance carrier name, claims payment data, dialysis treatment info, and in some cases, SSNs. Also a small # of non-patien credit card numbers.","1","2013/11","","DaVita HealthCare Partners Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Daytona State College","1200 W. International Speedway Blvd, Daytona Beach, FL 32114 (email)","1200 W. International Speedway Blvd","Daytona Beach","FL","32114","None","Kaylee Cox, Holland & Knight LLP; Kaylee.cox@hklaw.com; 202-469-5185","1/1/2017","03/30/2017","1/1/2017",NA,NA,"Name or other personal identifier in combination with SSN and Driver's license number or non-driver identification card number","16 estimated","2017/03","","Daytona State College","1200 W. International Speedway Blvd, Daytona Beach, FL 32114 (email)","1200 W. International Speedway Blvd","Daytona Beach","FL","32114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","DBM Global, Inc.","3020 E. Camelback Road, Suite 100, Phoenix, AZ 85016","3020 E. Camelback Road, Suite 100","Phoenix","AZ","85016","None","Kelly Wilkins, Snell & Wilmer LLP, 602-382-6370; kwilkins@swlaw.com","1/7/2017","01/31/2017","1/7/2017",NA,NA,"Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","4","2017/01","","DBM Global Inc","3020 E. Camelback Road, Suite 100, Phoenix, AZ 85016","3020 E. Camelback Road, Suite 100","Phoenix","AZ","85016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Dead River Co.",NA,NA,NA,NA,NA,"Leslie Anderson, Director of Risk & Corp Counsel, 82 Running Hill Road, Suite 400, So. Portland, ME  04106; Ph: 207-358-5800","N/A","between 3/6/13 and 3/8/2013","03/22/2013","3/6/2013",NA,NA,"credit and debit card information and other financial accont info, as well as names, birthdates, SSNs provided as part of credit approval applications","876","2013/03","","Dead River Co","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Dead River Co.",NA,NA,NA,NA,NA,"Leslie Anderson, Director of Risk & Corp Counsel, 82 Running Hill Road, Suite 400, So. Portland, ME  04106; Ph: 207-358-5800","N/A","3/6/13 (this is a supplement to 3/22/13 notice","03/22/2013","3/6/2013",NA,NA,"credit and debit card information and other financial accont info, as well as names, birthdates, SSNs provided as part of credit approval applications","89 in addition to the original 876 bringing total to 965","2013/03","","Dead River Co","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","DecisionDesk, Inc.",NA,NA,NA,NA,NA,"None","Thomas F. Zych, Esq., Thomas Hine, 3900 Key Center, 127 Public Square, Cleveland, Ohio, 44114; Ph: 216-566-5500","10/28/2013","12/10/2013","10/28/2013",NA,NA,"name, birthdate, address, phone number, email address, educational background, and in some instances gross income of an individual's parents or guardians. In some cases also the SSN or other government-issued ID no.","40","2013/12","","DecisionDesk Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Delaware River & Bay Authority","PO Box 71, New Castle, Delaware 19720","PO Box 71","New Castle","DE","19720","None","James E. Prendergast, Esq., Lewis Brisbois Bisgaard & Smith, LLP, 550 E. Swedesford Road, Suite 270, Wayne, PA 19087; Ph: 215-977-4058 ","9/20/13 - 8/7/14 Discovered 7/31/14","10/17/2014","9/20/2013","8/7/2014","7/31/2014","Name, card number, and/or card expiration date","No Maine residents identified to date","2014/10","","Delaware River & Bay Authority","PO Box 71, New Castle, Delaware 19720","PO Box 71","New Castle","DE","19720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Delaware River & Bay Authority","PO Box 71, New Castle, Delaware 19720","PO Box 71","New Castle","DE","19720","None","James E. Prendergast, Esq., Lewis Brisbois Bisgaard & Smith, LLP, 550 E. Swedesford Road, Suite 270, Wayne, PA 19087; Ph: 215-977-4058 ","9/20/13-8/7/14","10/30/2014","9/20/2013","8/7/2014",NA,"Credit and debit card number, Name and/or exp date","None identified","2014/10","","Delaware River & Bay Authority","PO Box 71, New Castle, Delaware 19720","PO Box 71","New Castle","DE","19720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Delek US Holdings, Inc.","7102 Commerce Way, Brentwood, TN 37027","7102 Commerce Way","Brentwood","TN","37027","None","Boris Segalis, Norton Rose Fulbright US LLP, 212-318-3105; boris.segalis@nortonrosefulbright.com","5/23/2017","07/26/2017","5/23/2017",NA,NA,"Name or other personal identifier in combination with SSN","6","2017/07","","Delek US Holdings Inc","7102 Commerce Way, Brentwood, TN 37027","7102 Commerce Way","Brentwood","TN","37027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","DeLong & Brower, PC","238 Hoover Blvd #10, Holland, MI  49423","238 Hoover Blvd #10","Holland","MI","49423","None","Kristopher Kleiner, Associate, Norton Rose Fulbright US LLP, 313-801-2758; kris.kleiner@nortonrosefulbright.com","4/03/16 (discovered 4/04/16)","05/19/2016","4/3/2016",NA,"4/4/2016","Name or other personal identifier in combination with SSN.","1","2016/05","","DeLong & Brower PC","238 Hoover Blvd #10, Holland, MI  49423","238 Hoover Blvd #10","Holland","MI","49423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Delta Air Lines",NA,NA,NA,NA,NA,"None","Phyllis B. Sumner, Esq., King & Spalding, 404-572-4799; psumner@kslaw.com","9/26/17-10/12/17 (Notified 3/28/18)","04/11/2018","9/26/2017","10/12/2017",NA,"Name, addres, payment card number, cvv numberand exp date","2827","2018/04","11-235-9310","Delta Air Lines Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Delta Air Lines, Inc.","1030 Delta Boulevard, Atlanta, GA 30354","1030 Delta Boulevard","Atlanta","GA","30354","None","Phyllis B. Sumner, Esq., King & Spalding, 404-572-4799; psumner@kslaw.com","9/26/17-10/12/17 (Discovered 3/28/18)","04/13/2018","9/26/2017","10/12/2017","3/28/2018","Name or other personal identifier in combination with SSN and Driver's license number or non-driver identification card number and financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for that account.","2827 Approx.","2018/04","11-235-9310","Delta Air Lines Inc","1030 Delta Boulevard, Atlanta, GA 30354","1030 Delta Boulevard","Atlanta","GA","30354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
