"","incident_id","hack","clean_name","year","date_of_breach","breach_end","discover_date","reported_date","total_affected","SSN_breach","drivers_license","credit_debit","credit_monitoring","breach_type","state","letter_url","California","Connecticut","Delaware","Hawaii","Indiana","Iowa","Maine","Maryland","Massachusetts","Montana","New_Hampshire","New_Jersey","N_Dakota","North_Carolina","Oregon","Rhode_Island","South_Carolina","Vermont","Virginia","Washington","Wisconsin","firstdate"
"7514",7514,"1, 2","Google Inc","2008","","","2008-05-26","2008-06-02, 2008-06-24, 2008-06-27","","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/google-20080624.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-06-02"
"7558",7558,"2","Granite State College","2008","","","","2008-12-19","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/granite-state-college-20091219.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-19"
"7620",7620,"2","Greenfield Savings Bank","2008","","","","2008-12-12","","","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-12"
"7634",7634,"1","Greensboro Gynecology Associates PA","2008","","","2008-05-29","2008-06-16","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-06-16"
"7654",7654,"2","Griffin Electric Inc","2008","","","","2008-03-20, 2008-03-21","","1","","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/griffin-electric-20080321.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-20"
"7761",7761,"2","H&R Block","2008","","","","2008-06-05","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-05"
"7850",7850,"2","Hannaford Bros Co","2008","","","","2008-03-20, 2008-03-25","","","","1","","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/hannaford-20080320.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-20"
"7921",7921,"1, 2","Hartford The","2008","","","","2008-01-25, 2008-02-15","","1","","","1","Paper, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-01-25"
"7922",7922,"2","Hartford The","2008","","","","2008-08-12","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-08-12"
"7939",7939,"2","Harvard University","2008","","","","2008-01-08","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-01-08"
"7940",7940,"2","Harvard University","2008","","","","2008-03-12","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-12"
"7941",7941,"2","Harvard University","2008","","","","2008-11-05","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-11-05"
"8000",8000,"2","Heald College","2008","","","","2008-06-25","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-25"
"8004",8004,"2","Health and Human Services, State of NH","2008","","","","2008-12-16","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/health-human-services-20081216.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-16"
"8096",8096,"2","Heartland Payment Systems Inc","2008","","","","2008-02-03","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-03"
"8109",8109,"3, 2","Heinemann-Raintree Publishers","2008","","","2007-01-01","2008-07-11, 2008-07-15","","","","1","","HACKERS/ UNAUTHORIZED, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-07-11"
"8111",8111,"3","Helen Grace Chocolates Inc","2008","","","2008-08-15","2008-11-07","","","","","","HACKERS/ UNAUTHORIZED","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-11-07"
"8162",8162,"2, 1","Hewlett-Packard Co","2008","","","2008-06-26","2008-12-04, 2008-12-08","","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/hewlett-packard-20081204.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-12-04"
"8183",8183,"2","Highland Capital Brokerage Inc","2008","","","2008-06-05","2008-06-12, 2008-06-18","","1","","","","RELEASE/ DISPLAY OF INFO, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-06-12"
"8303",8303,"3, 2","Honeywell International Inc","2008","","","2008-06-24","2008-07-16, 2008-07-17","","","","","1","HACKERS/ UNAUTHORIZED, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-07-16"
"8329",8329,"2","Horizon Lines","2008","","","","2008-12-08","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-08"
"8367",8367,"2","Houghton Mifflin Harcourt Publishing Co","2008","","","","2008-07-02","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-02"
"8388",8388,"1","Howard University","2008","","","2008-08-30","2008-09-10","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-09-10"
"8397",8397,"2","Howland Capital Management","2008","","","","2008-11-03","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-11-03"
"8411",8411,"2","HSBC","2008","","","","2008-04-25","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-20080425.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-25"
"8412",8412,"2","HSBC","2008","","","","2008-07-29","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-29"
"8453",8453,"2","HSBC Retail Services","2008","","","","2008-04-28","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-28"
"8512",8512,"2","Huron Consulting Group","2008","","","","2008-07-15, 2008-07-28","","1","","","1","Both","","https://www.doj.nh.gov/consumer/security-breaches/documents/huron-consulting-20080715.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-15"
"8606",8606,"2","Image Group The","2008","","","","2008-09-29","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/image-group-20080929.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-09-29"
"8772",8772,"2","Infinity Pharmaceuticals Inc","2008","","","","2008-03-26","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-26"
"8867",8867,"2","Integrated Device Technology Inc","2008","","","","2008-07-17","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-17"
"8881",8881,"2","IntelePeer Holdings Inc","2008","","","","2008-08-18","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/interactive-financial-20080818.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-08-18"
"8893",8893,"3, 2","InterActive Financial Marketing Group","2008","","","2007-11-01","2008-08-18, 2008-08-20","","1","","","1","HACKERS/ UNAUTHORIZED, ACCESS, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-08-18"
"8895",8895,"2","Interbank FX LLC","2008","","","2008-04-02","2008-04-07, 2008-04-09, 2008-04-10","","1","","","1","RELEASE/ DISPLAY OF INFO, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/interbank-fx-20080409.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-04-07"
"8919",8919,"2","International IOR Rectifier","2008","","","","2008-04-05","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-05"
"8961",8961,"1, 2","Intuit Inc","2008","","","2008-05-26","2008-09-05, 2008-09-24","","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20080905.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-09-05"
"9002",9002,"1","Investor Bank & Trust","2008","","","2008-04-30","2008-05-29","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-05-29"
"9067",9067,"2","J Lohr Vineyards & Wines","2008","","","","2008-02-19","","1","","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/j-lohr-vineyards-20080219.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-19"
"9087",9087,"2, 1","Jackson National Life Insurance Co","2008","","","","2008-05-25, 2008-05-27","","","","","","Electronic, Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-05-25"
"9102",9102,"2","Jackson State Bank & Trust","2008","","","","2008-08-28","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-08-28"
"9156",9156,"1, 2","JDS Uniphase Corp","2008","","","2008-05-26","2008-06-23, 2008-06-26","","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-06-23"
"9418",9418,"2","Kana Software Inc","2008","","","","2008-07-25, 2008-07-28","","1","","","","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/kana-20080725.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-25"
"9577",9577,"2","Kindred Rehab Sercvices Inc","2008","","","","2008-05-05","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-05-05"
"9607",9607,"3, 2","Kiwanis International","2008","","","2008-01-04","2008-01-28, 2008-02-01","","","","1","","HACKERS/ UNAUTHORIZED, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-01-28"
"9658",9658,"2, 1","Kraft Foods Group Inc","2008","","","2008-01-16","2008-02-28, 2008-03-05","19246","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/kraft-foods-20080228.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-02-28"
"9659",9659,"1, 2","Kraft Foods Group Inc","2008","","","2008-10-16","2008-11-12, 2008-11-18","11","","","1","1","DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Undefined","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-11-12"
"9803",9803,"2","Lasell College","2008","","","","2008-03-11, 2008-03-13","","1","","1","","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/lasell-college-20080311.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-11"
"9858",9858,"2","LEAF Financial Corporation Merit Capital Advance LLC","2008","","","","2008-03-06","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-06"
"9896",9896,"2, 1","Lehigh Hanson Inc","2008","","","2008-09-30","2008-12-08, 2008-12-15","","1","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/lehigh-hanson-20081208.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-12-08"
"9913",9913,"1, 2","Lending Tree","2008","","","","2008-04-18, 2008-04-22","","1","","","","Data Theft by Employee or Contractor, Electronic","","Not available",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-18"
"9940",9940,"2","LexisNexis","2008","","","","2008-02-06","","1","1","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-06"
"10188",10188,"2","Loyola University of Chicago","2008","2018-07-17","","","2008-07-30","","1","","","","","","",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-30"
"10193",10193,"2","LPL Financial Holdings Inc","2008","","","","2008-05-05, 2008-05-06","","1","","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-a-20080506.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-b-20080506.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-c-20080506.pdf",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-05-05"
"10194",10194,"2","LPL Financial Holdings Inc","2008","","","","2008-07-24, 2008-07-25","","1","","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20080724.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-24"
"10195",10195,"2","LPL Financial Holdings Inc","2008","","","","2008-12-04, 2008-12-23","","","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-04"
"10230",10230,"2","LRG Healthcare","2008","","","","2008-12-19","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/lrghealthcare-20081219.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-19"
"10315",10315,"2","MA Group Insurance Commission","2008","","","","2008-04-16","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-16"
"10316",10316,"1","MA Group Insurance Commission","2008","","","","2008-12-17","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-17"
"10321",10321,"2, 1","MA Registry of Motor Vehicles","2008","","","","2008-04-17","","1","1","","","Electronic, Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-17"
"10333",10333,"2","Macro International Inc","2008","","","","2008-07-28","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-28"
"10491",10491,"1, 2","Mariner Health Care Inc","2008","","","2007-12-31","2008-01-18, 2008-01-23","","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-01-18"
"10514",10514,"1","Marlborough Hospital","2008","","","","2008-02-15","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-15"
"10542",10542,"2","Marriott International Inc","2008","","","","2008-03-31","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-31"
"10564",10564,"2","Marshall & Ilsley Corp","2008","","","","2008-04-14","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-14"
"10666",10666,"2, 1","Massachusetts Department of Revenue","2008","","","","2008-08-14, 2008-08-28, 2008-09-22, 2008-10-01, 2008-10-14, 2008-10-20, 2008-10-30, 2008-11-10, 2008-11-17, 2008-12-03, 2008-12-05","","1","","","","Electronic, Paper, Undefined","","",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-08-14"
"10742",10742,"2","Massachusetts General Hospital","2008","","","","2008-04-22","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-22"
"10747",10747,"1, 2","Massachusetts General Physicians Organization","2008","","","","2008-01-25, 2008-02-14","","1","","","","Paper, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-01-25"
"10749",10749,"2","Massachusetts Health Insurance Connector Authority","2008","","","","2008-07-21","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-21"
"10759",10759,"1","Massachusetts Mutual Life Insurance Co","2008","","","","2008-03-03","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-03"
"10760",10760,"1","Massachusetts Mutual Life Insurance Co","2008","","","","2008-04-25","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-25"
"10761",10761,"2","Massachusetts Mutual Life Insurance Co","2008","","","","2008-05-27, 2008-06-23","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-05-27"
"10762",10762,"2","Massachusetts Mutual Life Insurance Co","2008","","","","2008-08-28, 2008-09-22","","","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-08-28"
"10763",10763,"1","Massachusetts Mutual Life Insurance Co","2008","","","","2008-11-25","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-11-25"
"10818",10818,"2","Massachusetts Teachers' Retirement Association","2008","","","","2008-04-25","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-25"
"10824",10824,"2","Massachusetts Teachers Association","2008","","","","2008-09-08","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-09-08"
"10901",10901,"2","MBSC Securities Corp","2008","","","","2008-02-14","","","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-14"
"10980",10980,"1","Mecklenburg County","2008","","","2008-02-27","2008-02-27","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-02-27"
"11074",11074,"1","Mennonite Disabilities Committee Inc","2008","","","","2008-03-28","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-28"
"11133",11133,"2","Merrill Lynch","2008","","","","2008-10-29","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-10-29"
"11134",11134,"2","Merrill Lynch","2008","","","","2008-12-16, 2008-12-17, 2008-12-29","","1","","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/merrill-lynch-20081216.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/merrill-lynch-20081229.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-16"
"11141",11141,"1","Merrimack Mortgage Company LLC","2008","","","","2008-03-24","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-24"
"11445",11445,"2","MLSgear.com","2008","","","","2008-02-01","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/mlsgear-20080201.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-01"
"11531",11531,"2","Moravian College","2008","","","","2008-06-13","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-13"
"11570",11570,"2","Mortgage Network Inc","2008","","","","2008-04-15","","1","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-15"
"11645",11645,"2","MTV Networks","2008","","","","2008-03-12, 2008-03-13","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-12"
"11679",11679,"2","Museum of Science","2008","","","","2008-03-27","","","","1","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-27"
"11737",11737,"3","NACCO Materials Handling Group Inc","2008","","","2008-08-10","2008-09-15","","","","","","HACKERS/ UNAUTHORIZED, ACCESS","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-09-15"
"11774",11774,"2","National Association of Chain Drug Stores Foundation","2008","","","","2008-11-03, 2008-11-05","","1","","","","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/national-chain-drug-stores-20081103.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-11-03"
"11801",11801,"1","National Farmers Union Property and Casualty","2008","","","2008-05-02","2008-06-13","20414","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-06-13"
"11849",11849,"2, 1","National Western Life Insurance Co","2008","","","2008-05-30","2008-06-26, 2008-07-01","5498","1","","","","RELEASE/ DISPLAY OF INFO, Release/Display of Information, Paper","","Not available",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-06-26"
"11887",11887,"1","Nationwide Financial Services Inc","2008","","","2008-01-23","2008-02-13","","","","","","DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-02-13"
"11898",11898,"2, 1","Nationwide Mutual Insurance Co","2008","","","2008-04-09, 2008-03-19, 2008-05-06, 2008-05-20, 2008-05-21, 2008-06-24, 2008-07-02, 2008-07-17","2008-04-24, 2008-05-15, 2008-06-06, 2008-06-20, 2008-06-26, 2008-07-03, 2008-07-18, 2008-08-14","50","","","","","RELEASE/ DISPLAY OF INFO, STOLEN LAPTOPS, COMPUTERS, & EQUIP, DATA THEFT BY EMPLOYEE OR, CONTRACTOR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,"2008-04-24"
"11899",11899,"2, 1","Nationwide Mutual Insurance Co","2008","","","2008-11-05, 2008-11-23","2008-12-05","","","","","","RELEASE/ DISPLAY OF INFO, STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"2008-12-05"
"11976",11976,"1","NC Division of Aging & Adult Services","2008","","","2008-10-25","2008-10-31","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-10-31"
"12004",12004,"1","Neighborhood Health Plan","2008","","","","2008-12-15","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-15"
