"","clean_name","X","incident_id","hack","year","date_of_breach","breach_end","discover_date","reported_date","total_affected","SSN_breach","drivers_license","credit_debit","credit_monitoring","breach_type","state","letter_url","California","Connecticut","Delaware","Hawaii","Indiana","Iowa","Maine","Maryland","Massachusetts","Montana","New_Hampshire","New_Jersey","N_Dakota","North_Carolina","Oregon","Rhode_Island","South_Carolina","Vermont","Virginia","Washington","Wisconsin","firstdate","�..Company.Name","Company.Type","D.U.N.S..Number","Manufacturing.Indicator","Subsidiary.Status","Year.of.Founding","Location.Type","Physical.State","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","DUNS_2"
"384","Citigroup Inc",3743,3743,"2",2010,"",NA,"","2010-06-11","",NA,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-11","CITIGROUP INC.","Public","19-732-9691","Manufacturer","Non-Subsidiary",1812,"Headquarters","NEW YORK",522110,"Commercial Banking","522110, 522291, 524113, 524126","""Commercial Banking "", ""Consumer Lending "", ""Direct Life Insurance Carriers "", ""Direct Property and Casualty Insurance Carriers ""","6021, 6141, 6311, 6321, 6331","""National commercial banks"", ""Personal credit institutions"", ""Life insurance"", ""Accident and health insurance"", ""Fire, marine, and casualty insurance""",60210000,"National commercial banks","$103,449,000,000 ","204,000","2,000","$72,854,000,000 ","52"
"385","CitiMortgage Inc",3785,3785,"1",2009,"",NA,"","2009-04-02","",1,NA,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-02","CITIMORTGAGE, INC.","Private","09-794-2163","Manufacturer","Subsidiary",1978,"Headquarters","MISSOURI",522292,"Real Estate Credit","","","","",61629903,"Mortgage bankers","$612,861,502 ","4,900","1,000","$562,446,439 ","52"
"386","CitiStreet LLC",3790,3790,"2",2010,"",NA,"","2010-04-30","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-30","CITISTREET LLC","Private","08-768-2211","Manufacturer","Non-Subsidiary",2015,"Single Location","MASSACHUSETTS",531210,"Offices of Real Estate Agents and Brokers","","","","",65310000,"Real estate agents and managers","$68,304 ","2","2","$68,304 ","53"
"387","CitiStreet LLC",3789,3789,"2",2008,"",NA,"","2008-06-23","",NA,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-23","CITISTREET LLC","Private","08-768-2211","Manufacturer","Non-Subsidiary",2015,"Single Location","MASSACHUSETTS",531210,"Offices of Real Estate Agents and Brokers","","","","",65310000,"Real estate agents and managers","$68,304 ","2","2","$68,304 ","53"
"388","CitiStreet LLC",3788,3788,"2, 1",2008,"",NA,"","2008-03-31","",1,NA,NA,1,"Electronic, Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-31","CITISTREET LLC","Private","08-768-2211","Manufacturer","Non-Subsidiary",2015,"Single Location","MASSACHUSETTS",531210,"Offices of Real Estate Agents and Brokers","","","","",65310000,"Real estate agents and managers","$68,304 ","2","2","$68,304 ","53"
"389","Citizens-Union Savings Bank",3794,3794,"2",2009,"",NA,"","2009-01-30","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Citizens Financial Group Inc",3804,3804,"2, 1",2010,"",NA,"","2010-05-17, 2010-06-01","",1,NA,NA,1,"Electronic, Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-17","CITIZENS FINANCIAL GROUP, INC.","Public","13-175-8724","Manufacturer","Non-Subsidiary",1984,"Headquarters","RHODE ISLAND",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$8,066,000,000 ","17,600","8","$7,354,000,000 ","52"
"391","Citizens Financial Group Inc",3801,3801,"1",2009,"",NA,"","2009-03-16","",1,NA,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-16","CITIZENS FINANCIAL GROUP, INC.","Public","13-175-8724","Manufacturer","Non-Subsidiary",1984,"Headquarters","RHODE ISLAND",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$8,066,000,000 ","17,600","8","$7,354,000,000 ","52"
"392","Citizens Financial Group Inc",3799,3799,"2",2008,"",NA,"","2008-12-29","",1,NA,1,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-29","CITIZENS FINANCIAL GROUP, INC.","Public","13-175-8724","Manufacturer","Non-Subsidiary",1984,"Headquarters","RHODE ISLAND",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$8,066,000,000 ","17,600","8","$7,354,000,000 ","52"
"393","Citizens Financial Group Inc",3802,3802,"2",2009,"",NA,"","2009-06-22","",NA,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-22","CITIZENS FINANCIAL GROUP, INC.","Public","13-175-8724","Manufacturer","Non-Subsidiary",1984,"Headquarters","RHODE ISLAND",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$8,066,000,000 ","17,600","8","$7,354,000,000 ","52"
"394","Citizens Financial Group Inc",3798,3798,"2",2008,"",NA,"","2008-11-12","",NA,NA,NA,1,"Both",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-11-12","CITIZENS FINANCIAL GROUP, INC.","Public","13-175-8724","Manufacturer","Non-Subsidiary",1984,"Headquarters","RHODE ISLAND",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$8,066,000,000 ","17,600","8","$7,354,000,000 ","52"
"395","Citizens Financial Group Inc",3800,3800,"1, 2",2009,"",NA,"","2009-01-27, 2009-02-10","",NA,NA,NA,1,"Paper, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-27","CITIZENS FINANCIAL GROUP, INC.","Public","13-175-8724","Manufacturer","Non-Subsidiary",1984,"Headquarters","RHODE ISLAND",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$8,066,000,000 ","17,600","8","$7,354,000,000 ","52"
"396","Citizens Financial Group Inc",3796,3796,"2",2008,"",NA,"","2008-06-23","",NA,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-23","CITIZENS FINANCIAL GROUP, INC.","Public","13-175-8724","Manufacturer","Non-Subsidiary",1984,"Headquarters","RHODE ISLAND",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$8,066,000,000 ","17,600","8","$7,354,000,000 ","52"
"397","Citizens Financial Group Inc",3803,3803,"1, 2",2010,"",NA,"","2010-03-01, 2010-03-12","",NA,NA,NA,1,"Paper, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-01","CITIZENS FINANCIAL GROUP, INC.","Public","13-175-8724","Manufacturer","Non-Subsidiary",1984,"Headquarters","RHODE ISLAND",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$8,066,000,000 ","17,600","8","$7,354,000,000 ","52"
"398","Citizens Financial Group Inc",3797,3797,"2",2008,"",NA,"","2008-09-23","",1,NA,NA,1,"Electronic, Undefined",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-09-23","CITIZENS FINANCIAL GROUP, INC.","Public","13-175-8724","Manufacturer","Non-Subsidiary",1984,"Headquarters","RHODE ISLAND",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$8,066,000,000 ","17,600","8","$7,354,000,000 ","52"
"399","Citizens Memorial Hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CITIZENS MEMORIAL HOSPITAL DISTRICT","Private","13-958-3426","Manufacturer","Non-Subsidiary",1983,"Single Location","MISSOURI",621111,"Offices of Physicians (except Mental Health Specialists)","","","","",80110500,"Specialized medical practitioners, except internal","$123,000,000 ","134","134","$123,000,000 ","62"
"400","City Harvest Inc",3844,3844,"1, 2",2007,"",NA,"2007-04-24","2007-06-29, 2007-07-03","12646",NA,NA,NA,NA,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/city-harvest-20070703.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-06-29","CITY HARVEST, INC.","Private","18-304-2050","Manufacturer","Non-Subsidiary",1982,"Single Location","NEW YORK",624190,"Other Individual and Family Services","624190","""Other Individual and Family Services ""","8322","""Individual and family services""",83220610,"Social service center","$136,689,903","140","140","$136,689,903","62"
"401","City of Charlotte",3858,3858,"1",2010,"",NA,"2010-02-02","2010-05-25","",NA,NA,NA,NA,"LOST IN TRANSIT",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","City of Chicago",3862,3862,"2",2009,"",NA,"","2009-03-06","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","City of Coral Springs FL",3863,3863,"2",2008,"",NA,"2008-09-24","2008-09-24, 2008-09-29","",1,1,NA,NA,"RELEASE/ DISPLAY OF INFO, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","City of Durham",3868,3868,"2",2009,"",NA,"2006-03-01","2009-07-28","2343",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","City of Selma",3913,3913,"1",2007,"",NA,"2007-01-09","2007-01-09","",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2007-01-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Clarendon National Insurance Co",3943,3943,"2",2008,"",NA,"","2008-10-30","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-10-30","CLARENDON NATIONAL INSURANCE COMPANY (MD CORP)","Private","17-726-1757","Manufacturer","Subsidiary",1941,"Headquarters","NEW YORK",524130,"Reinsurance Carriers","","","","",63219905,"Reinsurance carriers, accident and health","$68,073,841 ","80","50","$68,073,841 ","52"
"407","CNET Networks Inc",4013,4013,"2, 1",2008,"",NA,"2008-05-26","2008-06-16, 2008-06-24","6500",1,NA,NA,1,"Electronic, STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-06-16","CNET NETWORKS INC.","Private","96-589-1430","Manufacturer","Subsidiary",0,"Single Location","CALIFORNIA",541512,"Computer Systems Design Services","","","","",73730100,"Systems software development services","$11,821,835 ","889","889","$11,821,835 ","54"
"408","Cobra Electronics Corp",4050,4050,"2, 3",2009,"2009-06-14",NA,"2009-06-14","2009-11-09, 2009-11-12","",NA,NA,1,NA,"HACKERS/ UNAUTHORIZED, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/cobra-electronics-20091109.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2009-11-09","COBRA ELECTRONICS CORPORATION","Public","00-506-8986","Manufacturer","Subsidiary",1961,"Headquarters","ILLINOIS",443142,"Electronics Stores","443142","""Electronics Stores ""","5999","""Miscellaneous retail stores, nec""",59990600,"Telephone and communication equipment","$90,000,000 ","156","80","$100,000,000 ","44"
"409","Cogent Healthcare Inc",4077,4077,"1",2010,"",NA,"2009-10-12","2010-03-02","",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-03-02","COGENT HEALTHCARE, INC","Private","07-135-7250","Manufacturer","Non-Subsidiary",0,"Single Location","CALIFORNIA",621999,"All Other Miscellaneous Ambulatory Health Care Services","","","","",80999905,"Medical services organization","$2,800,000 ","60","60","$2,800,000 ","62"
"410","Cogent Healthcare Inc",4076,4076,"2",2009,"",NA,"","2009-12-11","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-11","COGENT HEALTHCARE, INC","Private","07-135-7250","Manufacturer","Non-Subsidiary",0,"Single Location","CALIFORNIA",621999,"All Other Miscellaneous Ambulatory Health Care Services","","","","",80999905,"Medical services organization","$2,800,000 ","60","60","$2,800,000 ","62"
"411","Cole National Group Inc",4093,4093,"3",2008,"",NA,"2008-09-11","2008-12-12","",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-12-12","COLE NATIONAL GROUP, INC.","Public","84-799-3359","Manufacturer","Non-Subsidiary",0,"Single Location","OHIO",446130,"Optical Goods Stores","","","","",59950000,"Optical goods stores","$1,201,773,000 ","12,799","40","$1,201,773,000 ","44"
"412","Cole National Group Inc",4092,4092,"3, 2",2008,"",NA,"2008-04-01","2008-10-13, 2008-10-17","",1,NA,NA,1,"HACKERS/ UNAUTHORIZED, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-10-13","COLE NATIONAL GROUP, INC.","Public","84-799-3359","Manufacturer","Non-Subsidiary",0,"Single Location","OHIO",446130,"Optical Goods Stores","","","","",59950000,"Optical goods stores","$1,201,773,000 ","12,799","40","$1,201,773,000 ","44"
"413","Collection Technology Inc",4109,4109,"1, 2",2010,"",NA,"2010-04-20","2010-05-20","",NA,NA,1,1,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR, Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-20","COLLECTION TECHNOLOGY INC","Private","13-933-5269","Manufacturer","Non-Subsidiary",1953,"Single Location","CALIFORNIA",561440,"Collection Agencies","","","","",73229902,"Collection agency, except real estate","$5,984,136 ","100","100","$5,984,136 ","56"
"414","College Board",4110,4110,"2",2008,"",NA,"","2008-08-25","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-08-25","COLLEGE OF THE HOLY CROSS (INC)","Private","04-150-9506","Manufacturer","Non-Subsidiary",1843,"Headquarters","MASSACHUSETTS",611310,"Colleges, Universities, and Professional Schools","611310","""Colleges, Universities, and Professional Schools ""","8221","""Colleges and universities""",82210101,"College, except junior","$200,673,000 ","949","872","$189,645,000 ","61"
"415","College of the Holy Cross",4120,4120,"2",2010,"",NA,"","2010-09-24","",NA,NA,1,NA,"Both",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-24","COLLEGE OF THE HOLY CROSS (INC)","Private","04-150-9506","Manufacturer","Non-Subsidiary",1843,"Headquarters","MASSACHUSETTS",611310,"Colleges, Universities, and Professional Schools","611310","""Colleges, Universities, and Professional Schools ""","8221","""Colleges and universities""",82210101,"College, except junior","$200,673,000 ","949","872","$189,645,000 ","61"
"416","CollegeNet",4125,4125,"2",2008,"",NA,"","2008-10-02","",1,1,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-10-02","COLLEGENET, INC.","Private","13-476-5999","Manufacturer","Non-Subsidiary",1977,"Single Location","OREGON",541511,"Custom Computer Programming Services","","","","",73710301,"Computer software development","$24,100,720 ","130","130","$24,100,720 ","54"
"417","Collier Co",4131,4131,"2",2008,"",NA,"","2008-06-16","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-16","COLONIAL FEDERAL SAVINGS BANK INC","Private","07-536-5734","Manufacturer","Non-Subsidiary",1889,"Headquarters","MASSACHUSETTS",522120,"Savings Institutions","","","","",60359902,"Federal savings banks","$10,505,000 ","36","25","$10,182,000 ","52"
"418","Collier Co",4131,4131,"2",2008,"",NA,"","2008-06-16","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-16","THE COLLIER COMPANY","Private","06-694-6088","Manufacturer","Non-Subsidiary",1920,"Headquarters","FLORIDA",111320,"Citrus (except Orange) Groves","","","","",1740000,"Citrus fruits","$4,350,325 ","20","4","$4,350,325 ","11"
"419","Collier Co",4132,4132,"2",2008,"",NA,"","2008-12-03","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-03","COLONIAL FEDERAL SAVINGS BANK INC","Private","07-536-5734","Manufacturer","Non-Subsidiary",1889,"Headquarters","MASSACHUSETTS",522120,"Savings Institutions","","","","",60359902,"Federal savings banks","$10,505,000 ","36","25","$10,182,000 ","52"
"420","Collier Co",4132,4132,"2",2008,"",NA,"","2008-12-03","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-12-03","THE COLLIER COMPANY","Private","06-694-6088","Manufacturer","Non-Subsidiary",1920,"Headquarters","FLORIDA",111320,"Citrus (except Orange) Groves","","","","",1740000,"Citrus fruits","$4,350,325 ","20","4","$4,350,325 ","11"
"421","Collier Co",4130,4130,"1",2008,"",NA,"","2008-05-15","",1,1,NA,NA,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-05-15","COLONIAL FEDERAL SAVINGS BANK INC","Private","07-536-5734","Manufacturer","Non-Subsidiary",1889,"Headquarters","MASSACHUSETTS",522120,"Savings Institutions","","","","",60359902,"Federal savings banks","$10,505,000 ","36","25","$10,182,000 ","52"
"422","Collier Co",4130,4130,"1",2008,"",NA,"","2008-05-15","",1,1,NA,NA,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-05-15","THE COLLIER COMPANY","Private","06-694-6088","Manufacturer","Non-Subsidiary",1920,"Headquarters","FLORIDA",111320,"Citrus (except Orange) Groves","","","","",1740000,"Citrus fruits","$4,350,325 ","20","4","$4,350,325 ","11"
"423","Collier Co",4129,4129,"2",2008,"",NA,"","2008-02-19, 2008-03-11","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-19","COLONIAL FEDERAL SAVINGS BANK INC","Private","07-536-5734","Manufacturer","Non-Subsidiary",1889,"Headquarters","MASSACHUSETTS",522120,"Savings Institutions","","","","",60359902,"Federal savings banks","$10,505,000 ","36","25","$10,182,000 ","52"
"424","Collier Co",4129,4129,"2",2008,"",NA,"","2008-02-19, 2008-03-11","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-02-19","THE COLLIER COMPANY","Private","06-694-6088","Manufacturer","Non-Subsidiary",1920,"Headquarters","FLORIDA",111320,"Citrus (except Orange) Groves","","","","",1740000,"Citrus fruits","$4,350,325 ","20","4","$4,350,325 ","11"
"425","Collier Co",4133,4133,"1",2009,"",NA,"","2009-02-05","",1,NA,NA,NA,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-05","COLONIAL FEDERAL SAVINGS BANK INC","Private","07-536-5734","Manufacturer","Non-Subsidiary",1889,"Headquarters","MASSACHUSETTS",522120,"Savings Institutions","","","","",60359902,"Federal savings banks","$10,505,000 ","36","25","$10,182,000 ","52"
"426","Collier Co",4133,4133,"1",2009,"",NA,"","2009-02-05","",1,NA,NA,NA,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-05","THE COLLIER COMPANY","Private","06-694-6088","Manufacturer","Non-Subsidiary",1920,"Headquarters","FLORIDA",111320,"Citrus (except Orange) Groves","","","","",1740000,"Citrus fruits","$4,350,325 ","20","4","$4,350,325 ","11"
"427","Colonial Federal Savings Bank",4151,4151,"2",2010,"",NA,"","2010-11-16","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-16","COLONIAL FEDERAL SAVINGS BANK INC","Private","07-536-5734","Manufacturer","Non-Subsidiary",1889,"Headquarters","MASSACHUSETTS",522120,"Savings Institutions","","","","",60359902,"Federal savings banks","$10,505,000 ","36","25","$10,182,000 ","52"
"428","Colonial Federal Savings Bank",4147,4147,"2",2009,"",NA,"","2009-02-18","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-02-18","COLONIAL FEDERAL SAVINGS BANK INC","Private","07-536-5734","Manufacturer","Non-Subsidiary",1889,"Headquarters","MASSACHUSETTS",522120,"Savings Institutions","","","","",60359902,"Federal savings banks","$10,505,000 ","36","25","$10,182,000 ","52"
"429","Colonial Federal Savings Bank",4149,4149,"2",2010,"",NA,"","2010-03-01","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-01","COLONIAL FEDERAL SAVINGS BANK INC","Private","07-536-5734","Manufacturer","Non-Subsidiary",1889,"Headquarters","MASSACHUSETTS",522120,"Savings Institutions","","","","",60359902,"Federal savings banks","$10,505,000 ","36","25","$10,182,000 ","52"
"430","Colonial Federal Savings Bank",4148,4148,"2",2009,"",NA,"","2009-06-11","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-11","COLONIAL FEDERAL SAVINGS BANK INC","Private","07-536-5734","Manufacturer","Non-Subsidiary",1889,"Headquarters","MASSACHUSETTS",522120,"Savings Institutions","","","","",60359902,"Federal savings banks","$10,505,000 ","36","25","$10,182,000 ","52"
"431","Colonial Federal Savings Bank",4150,4150,"2",2010,"",NA,"","2010-09-20","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-20","COLONIAL FEDERAL SAVINGS BANK INC","Private","07-536-5734","Manufacturer","Non-Subsidiary",1889,"Headquarters","MASSACHUSETTS",522120,"Savings Institutions","","","","",60359902,"Federal savings banks","$10,505,000 ","36","25","$10,182,000 ","52"
"432","Colonial Life & Accident Insurance Co",4158,4158,"1",2009,"",NA,"2009-02-04","2009-02-19","",NA,NA,NA,NA,"LOST IN TRANSIT",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-02-19","COLONIAL LIFE & ACCIDENT INSURANCE COMPANY INC","Private","00-791-9376","Manufacturer","Subsidiary",1939,"Headquarters","SOUTH CAROLINA",524113,"Direct Life Insurance Carriers","524113","""Direct Life Insurance Carriers ""","6311, 6321","""Life insurance"", ""Accident and health insurance""",63210101,"Accident insurance carriers","$443,380,311 ","1,300","1,200","$479,914,709 ","52"
