Clean Name,Company ,Address,Street Address,Cities,State,Zip Code,DUNS No
David Turrentine & Associates Inc,"David Turrentine & Associates, Inc.","2610 West Eastwood Avenue, Chicago, IL 60625",2610 West Eastwood Avenue,Chicago,IL,60625,
Aetna Inc,Aetna,"151 Farmington Avenue, RE6A, Hartford, CT 06156","151 Farmington Avenue, RE6A",Hartford,CT,06156,
Atlantic Digestive Specialists PLLC,Atlantic Digestive Specialists,"21 Clark Way, Route 108, Somersworth, NH 03878 (email)","21 Clark Way, Route 108",Somersworth,NH,03878,
Torrance Memorial Medical Center,Torrance Memorial Medical Center,"3330 Lomita Blvd, Torrance, CA 90505",3330 Lomita Blvd,Torrance,CA,90505,
Occidental College,Occidental College,"1600 Campus Road, Los Angeles, CA 90041",1600 Campus Road,Los Angeles,CA,90041,
Dallas County Community College District,Dallas County Community College District,"1601 S Lamar Street, Dallas, TX 75215",1601 S Lamar Street,Dallas,TX,75215,
Nielsen Co,The Nielsen Company ,,,,,,
Southern Tide Inc,Southern Tide,,,,,,
Pinto Mucenski Hooper VanHouse & Co,Pinto Mucenski Hooper VanHouse & Co.,,,,,,
Yeo & Yeo,Yeo & Yeo,"3023 Davenport Ave., Saginaw, MI 48602",3023 Davenport Ave.,Saginaw,MI,48602,
SMH Enterprises LLC,SMH Enterprises,"839 St. Charles Ave #200, New Orleans, LA 70130",839 St. Charles Ave #200,New Orleans,LA,70130,
The Forum for Youth Investment,The Forum for Youth Investment,"7064 Eastern Ave, NW, Washington, DC 20012","7064 Eastern Ave, NW",Washington,DC,20012,
Leader Bank NA,"Leader Bank, N.A.","180 Massachusetts Avenue, Arlington, MA 02474",180 Massachusetts Avenue,Arlington,MA,02474,
Richline Group Inc,"Jewelry.com (division of Richline Group, Inc.)","6701 Nob Hill Road, Tamarac, Florida 33321",6701 Nob Hill Road,Tamarac,FL,33321,
Washington State University,Washington State University,"P.O. Box 641048, Pullman, WA",P.O. Box 641048,Pullman,WA,,
Townsends,Townsends,"P.O. Box 415, 133 North First Street, Pierceton, IN 46562","P.O. Box 415, 133 North First Street",Pierceton,IN,46562,
GameStop Inc,"GameStop, Inc.","625 Westport Parkway, Grapevine, TX 76051",625 Westport Parkway,Grapevine,TX,76051,
TALX Corp,"TALX Corporation, a wholly owned subsidiary of Equifax, Inc.","1550 Peachtree Street, NW, Atlanta, GA 30309",1550 Peachtree Street,Atlanta,GA,30309,
Township of Springfield NJ,Township of Springfield,"100 Mountain Avenue, Springfield, NJ 07081",100 Mountain Avenue,Springfield,NJ,07081,
Campbell Union High School District,Campbell Union High School District,"3235 Union Ave., San Jose, CA  94124",3235 Union Ave.,San Jose,CA,94124,
O'Brien Riley & Ryan PC,"O'Brien Riley & Ryan, P.C.",,,,,,
Overseas Shipholding Group Inc,"Overseas Shipholding Group, Inc.","302 Knights Run Ave, Tampa, FL 33602",302 Knights Run Ave,Tampa,FL,33602,
O'Brien Riley & Ryan PC,"O'Brien Riley & Ryan P.C.,",,,,,,
Sears Holding Corp,Sears Holdings/Kmart,,,,,,
Crimson Trace Corp,Crimson Trace Corporation,"9780 SW Freeman Drive, Wilsonville, Oregon 97070",9780 SW Freeman Drive,Wilsonville,OR,97070,
Funding Circle USA Inc,"Funding Circle USA, Inc.","747 Front Street, Floor 4, San Francisco, CA 94111","747 Front Street, Floor 4",San Francisco,CA,94111,
Angliss & Colohan PC,"Angliss & Colohan, P.C.","21 New Britain Ave., Suite 106, Rocky Hill, CT 06067","21 New Britain Ave., Suite 106",Rocky Hill,CT,06067,
Airway Oxygen Inc,"Airway Oxygen, Inc.","P.O. Box 9410, Wyoming, MI 49509",P.O. Box 9410,Wyoming,MI,49509,
Chipotle Mexican Grill Inc,"Chipolte Mexican Grill, Inc.","1401 Wynkoop Street, Denver, CO 80202",1401 Wynkoop Street,Denver,CO,80202,
Char-Broil LLC,"Char-Broil, LLC","1442 Belfast Ave., Columbus, GA 31904",1442 Belfast Ave.,Columbus,GA,31904,
optionsXpress Inc,"OptionsXpress, Inc. (Charles Schwab & Co.)","211 Main Street, San Francisco, CA 94105",211 Main Street,San Francisco,CA,94105,
Incipio LLC ,"Incipio, LLC","6001 Oak Canyon, Irvine, CA 92618",6001 Oak Canyon,Irvine,CA,92618,
HSX.com,HSX.com,"1925 Century Park East, Los Angeles, CA 90067",1925 Century Park East,Los Angeles,CA,90067,
Maddaloni Nydick & Keenan PC,"Maddaloni Nydick & Keenan, PC","30 Columbia Turnpike, Suite 204, Florham Park, NJ 07932","30 Columbia Turnpike, Suite 204",Florham Park,NJ,07932,
Frontier Airlines,Frontier Airlines,,,,,,
Neeley-Nemeth LLP,"Neeley-Nemeth LLP, d/b/a Barton Oaks Dental Group",,,,,,
Rite Aid Online Store Inc,"Rite Aid Online Store, Inc.","30 Hunter Lane, Camp Hill, PA 17011",30 Hunter Lane,Camp Hill,PA,17011,
#N/A,24X7,,,,,,
#N/A,A&M LLC,,,,,,
CZ Custom 2,CZ Custom 2,,,,,,
DRB Systems,DRB Systems,,,,,,
Essick Air Products,Essick Air Products,,,,,,
Evereve #99,Evereve #99,,,,,,
Fatquartershop.com,Fatquartershop.com,,,,,,
HDIS Inc,HDIS,,,,,,
Indigo Wild LLC,Indigo Wild,,,,,,
Jerrys Artarama Web,Jerrys Artarama Web,,,,,,
KontrolFreek LLC,Kontrolfreek,,,,,,
Lang.com,Lang.com,,,,,,
Opentip.com,Opentip.com,,,,,,
Piketopeak.com,Piketopeak.com,,,,,,
Rough Country,Rough Country,,,,,,
Rubber Stamp End Button Champ,Rubber Stamp End Button Champ,,,,,,
Nicopure Labs LLC,Nicopure Labs LLC,"7916 Evolutions Way, Suite 200, Trinity, FL 34655","7916 Evolutions Way, Suite 200",Trinity,FL,34655,
KURU Footwear,KURU Footwear,"4416 S Century Drive, Salt Lake City, UT 84123",4416 S Century Drive,Salt Lake City,UT,84123,
University of New Mexico Foundation,University of New Mexico Foundation,"2 Woodward Center, Albuquerque, NM 87102",2 Woodward Center,Albuquerque,NM,87102,
Indigo Wild LLC,"Indigo Wild, LLC","3125 Wyandotte St, Kansas City, MO 64111",3125 Wyandotte St,Kansas City,MO,64111,
Brooks Brothers,Brooks Brothers ,,,,,,
"Bechtel Oil, Gas & Chemicals Construction Services","Bechtel Oil, Gas & Chemicals Construction Services, Inc.","3000 Post Oak Blvd, Houston, TX 77056",3000 Post Oak Blvd,Houston,TX,77056,
Tatcha LLC,"Tatcha, LLC","350 Rhode Island Street, Suite 110, San Francisco, CA 94103 (email)","350 Rhode Island Street, Suite 110",San Francisco,CA,94103,
RM Acquisition LLC,"RM Acquisition, LLC d/b/a Rand McNally","9855 Woods Drive, Skokie, IL 60077 (Email)",9855 Woods Drive,Skokie,IL,60077,
Genpact International Inc,"Genpact International, Inc.","1155 Avenue of the Americas, 4th floor, New York, NY 10036 (email)","1155 Avenue of the Americas, 4th floor",New York,NY,10036,
Wesleyan College,Wesleyan College,"4760 Forsyth Road, Macon, GA 31210 (email)",4760 Forsyth Road,Macon,GA,31210,
Agri Beef Co,Agri Beef Co.,"1555 Shoreline Drive, Suite 320, Boise, ID 83702 (Email)","1555 Shoreline Drive, Suite 320",Boise,ID,83702,
McDavid Inc,"McDavid, Inc.","11488 Slater Ave, Fountain Valley, CA 92708 (paper)",11488 Slater Ave,Fountain Valley,CA,92708,
Nathan Sports,Nathan Sports,"11488 Slater Avenue, Fountain Valley, CA 92708 (paper)",11488 Slater Avenue,Fountain Valley,CA,92708,
Pratt Industries Inc,"Pratt Industries, Inc.","1800-C Sarasota Pkwy, Conyers, GA 30013 (paper)",1800-C Sarasota Pkwy,Conyers,GA,30013,
Jackson Hewitt Tax Service Inc,Jackson Hewitt Tax Service Inc. (paper),,,,,,
Diamond Institute for Infertility and Menopause,Diamond Institute for Infertility and Menopause (paper),,,,,,
Marbles LLC,"Marbles, LLC","1918 N. Mendell, #400, Chicago, IL 60642  via Aptos (paper)","1918 N. Mendell, #400",Chicago,IL,60642,
Extreme Reach Inc,"Extreme Reach, Inc.","75 2nd Avenue, Suite 720, Needham, MA 02494 (email)","75 2nd Avenue, Suite 720",Needham,MA,02494,
Gannett Co Inc,"Gannett Company, Inc.","7950 Jones Branch Dr., McLean, VA 22107 (email)",7950 Jones Branch Dr.,McLean,VA,22107,
Greenwood School District 50,Greenwood School District 50,"1855 Calhoun Road, P.O. Box 248, Greenwood, SC 29648 (email)","1855 Calhoun Road, P.O. Box 248",Greenwood,SC,29648,
Pacific Quest,Pacific Quest,"15 Kanoa Street, Hilo, Hawaii 96720 (email)",15 Kanoa Street,Hilo,HI,96720,
Hill Country Memorial Hospital,Hill Country Memorial Hospital (paper),,,,,,
KeraLink International,KeraLink International,"5520 Research Park Drive, Suite 400, Baltimore, MD 21228 (email)","5520 Research Park Drive, Suite 400",Baltimore,MD,21228,
Seattle Housing Authority,Seattle Housing Authority (paper),,,,,,
Brace Industrial Group/Platinum Scaffolding Services,Brace Industrial Group/Platinum Scaffolding Services,"14950 Heathrow Forest Pkwy, Suite 150, Houston, TX 77032 (email)","14950 Heathrow Forest Pkwy, Suite 150",Houston,TX,77032,
Atlantic Digestive Specialists PLLC,"Atlantic Digestive Specialists, PLLC","21 Clark Way, Route 108, Somersworth, NH 03878 (email)","21 Clark Way, Route 108",Somersworth,NH,03878,
Behavioral Health Center,Behavioral Health Center,"77 Court Street, Bangor, ME 04401 (email)",77 Court Street,Bangor,ME,04401,
#N/A,24X7 (Payment Ingegrator (paper),,,,,,
#N/A,39DOLLARGLASSES.COM (paper),,,,,,
#N/A,ACADEMY OF MODEL AERONAUT (paper),,,,,,
BRILLIANT BOOK HOUSE LLC,BRILLIANT BOOK HOUSE LLC (paper),,,,,,
Hard Rock Hotel & Casino in Las Vegas,HARD ROCK HOTEL & CASINO (paper),,,,,,
Intex Recreation Corp,INTEX RECREATION CORP (paper),,,,,,
Love Book LLC,LOVE BOOK LLC (paper),,,,,,
Silencer Shop,SILENCER SHOP (paper),,,,,,
SwimOutlet.com,SWIMOUTLET.COM (paper),,,,,,
Eastwood Co,THE EASTWOOD COMPANY (paper),,,,,,
Central Michigan University,Central Michigan University,,,,,,
One World Distribution Inc,"One World Distribution, Inc., d/b/a One World Direct","10 First Avenue East, Mobridge, SD 57601 (email)",10 First Avenue East,Mobridge,SD,57601,
Tempur-Pedic,Tempur-Pedic,"1000 Tempur Way, Lexington, KY 40511 (paper)",1000 Tempur Way,Lexington,KY,40511,
GlassWasherParts.com,GlassWasherParts.com,"2950 NW 22nd Terrace, Pompano Beach, FL 33069 thru Aptos (paper)",2950 NW 22nd Terrace,Pompano Beach,FL,33069,
Children's Place Inc/The,"The Children's Place Inc., (paper)",,,,,,
Elbit Systems of America,Elbit Systems of America,"220 Daniel Webster Highway, Merrimack, NH 03054 (paper)",220 Daniel Webster Highway,Merrimack,NH,03054,
Commonwealth Health Corp,Commonwealth Health Corp,"800 Park Street, Bowling Green, KY 42101 (email)",800 Park Street,Bowling Green,KY,42101,
Intuit Inc,"Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA 94043 (email & paper)",2535 Garcia Avenue,Mountain View,CA,94043,11-329-0969
William E Howe & Co CPAs,William E. Howe & Co. CPAs,"105 Chesley Drive, Yorktown Building, 1st Floor, Media, PA 19063 (email)",105 Chesley Drive,Yorktown Building,PA,,
TriTech Software Systems,TriTech Software Systems,"9477 Walples Street, Suite 100, San Diego, CA 92121 (email)",9477 Walples Street,San Diego,CA,92121,
Nathan Associates Inc,"Nathan Associates, Inc.","1777 North Kent Street, Suite 1400, Arlington, VA 22209 (email)",1777 North Kent Street,Arlington,VA,22209,
Daytona State College,Daytona State College,"1200 W. International Speedway Blvd, Daytona Beach, FL 32114 (email)",1200 W. International Speedway Blvd,Daytona Beach,FL,32114,
Haixia Zhang,Hajek & Hajek CPAs P.A. (paper),,,,,,
Maloney & Kennedy PLLC,"Maloney & Kennedy, PLLC (paper)",,,,,,
Ohnward Bancshares Inc,Oilandgasjobsearch.com (paper),,,,,,
ShowTix4U,ShowTix4U (paper),,,,,,
Penserv Plan Services Inc,"PenServ Plan Services, Inc. (paper)",,,,,,
Language Services Associates Inc,"Language Services Associates, Inc., 455 Business Center Drive, Horsham, PA 19044 (email)",,455 Business Center Drive,Horsham,PA,19044,
Easy Breathe Inc,"Easy  Breathe, Inc., Los Angeles, CA (paper)",,,,,,
Virginia Gift Brands,"Virginia Gift Brands - parent company to Woodwick, 1000 Dillard ave., Forest, VA 24551 (email)",,1000 Dillard ave.,Forest,VA,24551,
Christie's Inc,Christie's Inc (paper),,,,,,
IntelePeer Holdings Inc,"IntelePeer Holdings, Inc., (paper)",,,,,,
Veolia North America,Veolia North America (email and paper),,,,,,
American Express Travel Related Services,America's JobLink (email),,,,,,
Urology Austin,"Urology Austin, Austin, TX (paper)",,,,,,
Atwood Distributing LLP,Atwood Distributors LP,"500 So Garland Road, Enid, Oklahoma 73703; 580-233-3702 (paper)",500 So Garland Road,Enid,OK,73703,
Mass General Hospital,Massachusetts General Hospital,"55 Fruit Street, Boston, MA  02129 (paper)",55 Fruit Street,Boston,MA,02129,
Groton Public Schools,Groton Public Schools  (paper),,,,,,
Sarnova Inc,"Sarnova, Inc.","5000 Tuttle Crossing Blvd, Dublin, Ohio 43016 (email)",5000 Tuttle Crossing Blvd,Dublin,OH,43016,
Great Falls Holdings Inc,"Great Falls Holdings, Inc.","121 Mill Street, Auburn, ME 04210 (email)",121 Mill Street,Auburn,ME,04210,
Schurman Fine Papers,Schurman Fine Papers d/b/a Schurman Retail Group,"500 Chadbourne Road, Fairfield, CA 94533 (email)",500 Chadbourne Road,Fairfield,CA,94533,
Rand McNally,Rand McNally,"9855 Woods Drive, Stokie, IL 60077 (email)",9855 Woods Drive,Stokie,IL,60077,
Arapahoe Mental Health Center,Arapahoe Mental Health Center (d/b/a All Health Network),"155 Inverness Drive West, Sutie 200, Englewood, CO 80112 (paper & email)","155 Inverness Drive West, Suite 200",Englewood,CO,80112,
Hertzbach & Company PA,"Hertzbach & Company, P.A.","800 Red Brook Blvd, Suite 300, Owings Mills, ME 21117","800 Red Brook Blvd, Suite 300",Owings Mills,ME,21117,
Berg LLC,Berg LLC,"500 Old Connecticut Path, Framingham, MA  01701 (email)",500 Old Connecticut Path,Framingham,MA,01701,
American Tire Distributors Holdings Inc,"American Tire Distributors Holdings Inc., (paper)",,,,,,
The JN Phillips Company Inc,"The J.N. Phillips Company, Inc.","11 Wheeling Avenue, Woburn, MA  01801 (email)",11 Wheeling Avenue,Woburn,MA,01801,
Comfort Technology,"Comfort Technology, d/b/a Therafit Shoes, Miami Gardens,  Florida (paper)",,,,,,
Bacon & Co. CPA's LLC,Bacon & Co. CPA's LLC,"875 Centerville Road, Bldg 3-10, Warwick, RI 02886 (email)","875 Centerville Road, Bldg 3-10",Warwick,RI,02886,
Blast from the past too (paper),Blast from the past too (paper),,,,,,
Dressing your truth,Dressing your truth (paper),,,,,,
Honeyville Grain Online,Honeyville Grain Online (paper),,,,,,
Vertex Wireless,Vertex Wireless (Vertex) (paper),,,,,,
Ameriprise Financial Inc,"Ameriprise Financial, Inc.","707 Second Avenue S, Minneapolis, MN 55474 (email)",707 Second Avenue S,Minneapolis,MN,55474,00-696-1957
Paint Nite LLC,Paint Nite LLC,"230 Somerville Avenue, Somerville, MA 02143 (paper)",230 Somerville Avenue,Somerville,MA,02143,
Zest Dental Solutions,Zest Dental Solutions,"2875 Loker Avenue East, Carlsbad, CA 92010 (email)",2875 Loker Avenue East,Carlsbad,CA,92010,
Bambeco Inc,Bambeco Inc.,"621 East Pratt St., Suite 300, Baltimore, MD 21202 thru Aptos (paper)","621 East Pratt St., Suite 300",Baltimore,MD,21202,
Intuit Inc,"Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA  94043 (email & paper)",2535 Garcia Avenue,Mountain View,CA,94043,11-329-0969
Mrs Prindables,M.R.S.. Prindables,"6300 Gross Point Road, Niles, IL 60714 (email)",6300 Gross Point Road,Niles,IL,60714,
#N/A,Affy Tapple,"6300 Gross Point Road, Niles, IL 60714 (email)",6300 Gross Point Road,Niles,IL,60714,
Hutchinson and Bloodgood LLP,Hutchinson and Bloodgood LLP,"550 N. Brand Blvd, 14th Floor, Glendale, CA 91203 (email)","550 N. Brand Blvd, 14th Floor",Glendale,CA,91203,
"Kahr Arms, Auto-Ordnance, Magnum Research","Kahr Arms, Auto-Ordnance, Magnum research - thru Aptos (paper)",,,,,,
Aptos Inc,Atlantic Cigar through Aptos (paper),,,,,,
Frost & Sullivan,Frost & Sullivan,"7550 IH 10 West, Suite 400, San Antonio, TX 78229 (paper)","7550 IH 10 West, Suite 400",San Antonio,TX,78229,
Tarleton Medical,Tarleton Medical,"39000 Bob Hope Drive, Suite K406, Rancho Mirage, CA 92270 (paper)","39000 Bob Hope Drive, Suite K406",Rancho Mirage,CA,92270,
Elkay Plastics Co Inc,"Elkay Plastics Co., Inc.","6000 Sheila Street, Commerce, CA 90040 (paper)",6000 Sheila Street,Commerce,CA,90040,
Viacom Inc,Viacom Inc.,"1515 Broadway, New York, NY 10036 (paper)",1515 Broadway,New York,NY,10036,
prAna,prAna,"3209 Lionshead Ave., Carlsbad, CA 92010 (email)",3209 Lionshead Ave.,Carlsbad,CA,92010,
VT Group,VT Group,"14111 Park Meadow Drive, Suite 130, Chantilly, VA 20151 (paper)","14111 Park Meadow Drive, Suite 130",Chantilly,VA,20151,
Crotched Mountain Foundation Inc,"Crotched Mountain Foundation, Inc. (paper)",,,,,,
Friedman & Perry CPAs,"Friedman & Perry, CPAs","39560 Stevenson Place, Suite 112, Fremont, CA 94539 (email)","39560 Stevenson Place, Suite 112",Fremont,CA,94539,
University of Idaho,University of Idaho,"875 Perimeter Drive, MS 3151, Moscow, ID 83844","875 Perimeter Drive, MS 3151",Moscow,ID,83844,
Toscano Clements Taylor LLC,"Toscano Clements Taylor, LLC","16 Oakwood Road, Huntington, NY 11743",16 Oakwood Road,Huntington,NY,11743,
Theisen's Supply Inc,"Theisen's Supply, Inc.","6201 Chavanelle Road, Dubuque, IA 52002",6201 Chavanelle Road,Dubuque,IA,52002,
Lexington County Health Service District Inc,"Lexington County Health Services District, Inc. (paper)",,,,,,
"Lanier, Westerfield, Deal & Proctor CPA's","Lanier, Westerfield, Deal & Proctor, CPA's (""LWDP"")",,,,,,
Aptos Inc,"Aptos (for Atwood Distributing, L.P.","500 S Garland Road, Enid, OK 73703)",500 S Garland Road,Enid,OK,73703,
Cayan LLC,Cayan LLC,"1 Federal Street, Second Floor, Boston, MA 02110","1 Federal Street, Second Floor",Boston,MA,02110,
Ulteig Engineers Inc,"Ulteig Engineers, Inc.","3350 38th Ave S, Fargo, ND 58102",3350 38th Ave S,Fargo,ND,58102,
Palm Bay International,Palm Bay Int'l,"48 Harbor Park Drive, Port Washington, NY 11050 (paper)",48 Harbor Park Drive,Port Washington,NY,11050,
Ambassador Title Service,"Ambassador Title Service, RTS Title & Escrow & DTI Title & Escrow",,,,,,
Chimes Gourmet-Roxy Trading Inc,"Chimes Gourmet-Roxy Trading, Inc.","389 N. Humane Way, Pomona, CA 91768",389 N. Humane Way,Pomona,CA,91768,
Equian LLC,Equian LLC,"5975 Castle Creek Parkway N. Dr. #100, Indianapolis, IN 46250",5975 Castle Creek Parkway N. Dr. #100,Indianapolis,IN,46250,
Ameriprise Financial Inc,"Ameriprise Financial, Inc.","707 Second Avenue S, Minneapolis, MN 55474",707 Second Avenue S,Minneapolis,MN,55474,00-696-1957
Aptos Inc,"Aptos, Inc. (3rd party provider of digital commerce platform services for Mrs Prindables)","945 East Paces Ferry Road, Suite 2500, Atlanta, GA 30326","945 East Paces Ferry Road, Suite 2500",Atlanta,GA,30326,
Aptos Inc,"Aptos, Inc. (3rd party provider of digital commerce platform services for Affy Tapple)","945 East Paces Ferry Road, Suite 2500, Atlanta, GA 30326","945 East Paces Ferry Road, Suite 2500",Atlanta,GA,30326,
Roberts Hawaii Tours Inc,"Roberts Hawaii, Inc.","680 Iwilei Road #700, Honolulu, HI 96817",680 Iwilei Road #700,Honolulu,HI,96817,
Rod's Western Palace,"Rod's Western Palace (""Rod's"")",,,,,,
Benchmark A Global Hospitality Company,Benchmark - A Global Hospitality Company,"4 Waterway Square Place, Suite 300, The Woodlands, TX 77380","4 Waterway Square Place, Suite 300",The Woodlands,TX,77380,
Allied Minds LLC,"Allied Minds, LLC","100 High Street, 28th Floor, Boston, MA 02110","100 High Street, 28th Floor",Boston,MA,02110,
John Deere Financial,John Deere Financial,"6400 NW 86th St, Johnston, IA 50131",6400 NW 86th St,Johnston,IA,50131,
#N/A,Abbott Nutrition,"3300 Stelzer Road, Columbus, OH 43219",3300 Stelzer Road,Columbus,OH,43219,
CenturyLink Inc,CenturyLink,"100 CenturyLink Dr., Monroe, LA 71203",100 CenturyLink Dr.,Monroe,LA,71203,
JoFit LLC,JoFit,"995 Mearns Road, Warminster, PA 18974",995 Mearns Road,Warminster,PA,18974,
Arabella Advisors LLC,Arabella Advisors LLC,"1201 Connecticut Ave., NW, Ste 300, Washington, DC 20036","1201 Connecticut Ave., NW",Washington,DC,20036,
SunTrust Bank Inc,SunTrust Bank,"P.O. Box 4418, Atlanta, GA 30302",P.O. Box 4418,Atlanta,GA,30302,
State Bank of Lincoln,State Bank of Lincoln,"508 Broadway, Lincoln, IL 62656",508 Broadway,Lincoln,IL,62656,
Intuit Inc,"Intuit, Inc.","2535 Garcia Avenue, Mountain View, CA  94043",2535 Garcia Avenue,Mountain View,CA,94043,11-329-0969
