BUSINESS NAME,NOTIFICATION DOCUMENTS,START OF BREACH,END OF BREACH,DATE REPORTED,MONTANANS AFFECTED
Baylor College of Medicine,https://media.dojmt.gov/wp-content/uploads/Baylor-College-of-Medicine.pdf,10/15/2016,10/31/2016,11/30/2016,1
,,,,,
"Guilmartin, DiPiro & Sokolowski, LLC",https://media.dojmt.gov/wp-content/uploads/Guilmartin-DiPiro-Sokolowski-LLC.pdf,10/17/2016,11/2/2016,12/2/2016,1
"Intuit, Inc.",https://media.dojmt.gov/wp-content/uploads/Intuit16.pdf,11/9/2016,12/22/2016,12/2/2016,3
Citrix Systems,https://media.dojmt.gov/wp-content/uploads/Citrix-Systems-1.pdf,11/15/2016,11/15/2016,12/6/2016,2
Asante Health System,https://media.dojmt.gov/wp-content/uploads/Asante-Health-System-2.pdf,6/14/2014,10/22/2016,12/9/2016,1
"Intuit, Inc.",https://media.dojmt.gov/wp-content/uploads/Intuit17.pdf,11/23/2016,11/23/2016,12/12/2016,4
"BraceAbility, Inc.",https://media.dojmt.gov/wp-content/uploads/BraceAbility.pdf,9/24/2016,11/28/2016,12/13/2016,22
"USGB, LLC",https://media.dojmt.gov/wp-content/uploads/USGB-LLC.pdf,8/28/2016,8/28/2016,12/15/2016,1
"Tropicana St. Louis, LLC",https://media.dojmt.gov/wp-content/uploads/Tropicana-St.-Louis-LLC.pdf,10/27/2016,10/27/2016,12/15/2016,1
Southcentral Foundation,https://media.dojmt.gov/wp-content/uploads/Southcentral-Foundation-SCF-2.pdf,10/14/2016,10/18/2016,12/16/2016,7
The Federal Savings Bank,https://media.dojmt.gov/wp-content/uploads/The-Federal-Savings-Bank.pdf,9/21/2016,9/29/2016,12/16/2016,4
"Bomberg, Roach & Hanson, PLLC",https://media.dojmt.gov/wp-content/uploads/Bomberg-Roach-Hanson-PLLC.pdf,9/13/2016,9/13/2016,12/16/2016,9
"Western Union Financial Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Western-Union.pdf,7/1/2016,7/31/2016,12/20/2016,169
Luther College,https://media.dojmt.gov/wp-content/uploads/Luther-College.pdf,10/12/2016,10/12/2016,12/20/2016,6
"Hash, O'Brien, Biby & Murray, PLLP",https://media.dojmt.gov/wp-content/uploads/Hash-OBrien-Biby-Murray-PLLP.pdf,12/13/2016,12/13/2016,12/21/2016,175
Dover Federal Credit Union,https://media.dojmt.gov/wp-content/uploads/Dover-Federal-Credit-Union.pdf,9/20/2016,9/20/2016,12/22/2016,36
Claremont University Consortium,https://media.dojmt.gov/wp-content/uploads/Claremont-University-Consortium.pdf,11/15/2016,11/15/2016,12/22/2016,1
"Brandywine Pediatrics, P.A.",https://media.dojmt.gov/wp-content/uploads/Brandywine-Pediatrics.pdf,10/25/2016,10/25/2016,12/23/2016,1
Madison Trust Company,https://media.dojmt.gov/wp-content/uploads/Madison-Trust-Company.pdf,10/28/2016,10/28/2016,12/27/2016,2
Naturepedic,https://media.dojmt.gov/wp-content/uploads/Safe-For-Home-Products-LLC-DBA-Naturepedic.pdf,6/6/2016,10/28/2016,12/27/2016,4
"The Topps Company, Inc.",https://media.dojmt.gov/wp-content/uploads/The-Topps-Company-Inc..pdf,7/30/2016,10/12/2016,12/27/2016,18
Unison Home,https://media.dojmt.gov/wp-content/uploads/Unison-Home.pdf,5/16/2016,10/18/2016,12/28/2016,3
"Graphik Dimensions, Ltd.",https://media.dojmt.gov/wp-content/uploads/Graphik-Dimensions.pdf,7/12/2016,11/30/2016,12/28/2016,61
"Cascade Management, Inc.",https://media.dojmt.gov/wp-content/uploads/Cascade-Management-Inc.pdf,11/1/2016,11/1/2016,12/28/2016,2
CommonBond,https://media.dojmt.gov/wp-content/uploads/CommonBond.pdf,11/30/2016,11/30/2016,12/29/2016,1
Community Health Plan of Washington,https://media.dojmt.gov/wp-content/uploads/Community-Health-Plan-of-Washington.pdf,11/7/2016,11/7/2016,12/29/2016,18
American Pharmacists Association,https://media.dojmt.gov/wp-content/uploads/American-Pharmacists-Association.pdf,4/23/2016,4/24/2016,12/29/2016,2
Sheet Metal Workers' Local Union 104,https://media.dojmt.gov/wp-content/uploads/Sheet-Metal-Workers-Local-Union-104.pdf,10/3/2016,10/3/2016,12/30/2016,29
"Ameriprise Financial Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services-Inc.-2.pdf,12/6/2016,12/6/2016,1/3/2017,1
LASOC - Legal Aid Society of Orange County,https://media.dojmt.gov/wp-content/uploads/LASOC-Legal-Aid-Society-of-Orange-County.pdf,9/25/2016,10/31/2016,1/6/2017,21
DealerBuilt,https://media.dojmt.gov/wp-content/uploads/DealerBuilt.pdf,10/29/2016,11/7/2016,1/9/2017,17
Spiraledge - Swim Outlet.com & YogaOutlet.com,https://media.dojmt.gov/wp-content/uploads/Spiraledge-SwimOutlet-and-YogaOutlet.com_.pdf,5/2/2016,11/22/2016,1/12/2017,"1,411"
Contech Engineered Solutions,https://media.dojmt.gov/wp-content/uploads/Contech-Engineerd-Solutions.pdf,10/10/2016,10/10/2016,1/17/2017,1
"Breville USA, Inc.",https://media.dojmt.gov/wp-content/uploads/Breville-USA-Inc..pdf,12/22/2016,12/28/2016,1/17/2017,3
CoPilot Provider Support Services,https://media.dojmt.gov/wp-content/uploads/CoPilot-Provider-Support-Services-1.pdf,12/23/2015,12/23/2015,1/18/2017,2
Center for Mental Health,https://media.dojmt.gov/wp-content/uploads/Center-for-Mental-Health.pdf,11/29/2016,11/29/2016,1/19/2017,66
"Intuit, Inc.",https://media.dojmt.gov/wp-content/uploads/Intuit-5.pdf,1/17/2017,1/17/2017,1/26/2017,4
Capital One,https://media.dojmt.gov/wp-content/uploads/Capital-One-2.pdf,11/16/2016,12/22/2016,1/26/2017,1
"Charles Komar & Sons, Inc.",https://media.dojmt.gov/wp-content/uploads/Synergy-Specialists.pdf,3/1/2015,12/1/2016,1/26/2017,77
Synergy Specialists Medical Group,https://media.dojmt.gov/wp-content/uploads/Synergy-Specialists.pdf,12/9/2016,12/9/2016,1/26/2017,1
Distribution International,https://media.dojmt.gov/wp-content/uploads/Distribution-International.pdf,1/25/2017,1/25/2017,1/27/2017,6
Campbell County Health,https://media.dojmt.gov/wp-content/uploads/Campbell-County-Health.pdf,1/25/2017,1/25/2017,1/27/2017,6
International Code Council,https://media.dojmt.gov/wp-content/uploads/International-Code-Council.pdf,4/25/2016,9/14/2016,1/27/2017,28
"Axis Insurance Services, LLC",https://media.dojmt.gov/wp-content/uploads/Axis-Insurance-Services-LLC.pdf,12/12/2016,12/12/2016,1/30/2017,1
"Kuhana Associates, LLC",https://media.dojmt.gov/wp-content/uploads/Kuhana.pdf,1/17/2017,1/17/2017,1/30/2017,6
Persante,https://media.dojmt.gov/wp-content/uploads/Persante.pdf,1/18/2017,1/18/2017,1/31/2017,1
Hutchinson and Bloodgood LLP,https://media.dojmt.gov/wp-content/uploads/Hutchinson-and-Bloodgood-LLP.pdf,12/21/2016,12/21/2016,2/1/2017,67
Aero Air,https://media.dojmt.gov/wp-content/uploads/Aero-Air.pdf,1/11/2017,1/11/2017,2/2/2017,7
King McNamara Moriarty,https://media.dojmt.gov/wp-content/uploads/King-McNamara-Moriarty.pdf,6/23/2016,12/13/2016,2/2/2017,3
Corporate Travel Planners,https://media.dojmt.gov/wp-content/uploads/Corporate-Travel-Planners.pdf,2/2/2017,2/2/2017,2/3/2017,1
"Conover Capital Management, LLC / Conover Securities Corporation",https://media.dojmt.gov/wp-content/uploads/Conover.pdf,11/16/2016,11/16/2016,2/3/2017,9
Capital One,https://media.dojmt.gov/wp-content/uploads/Capital-One-3.pdf,9/1/2016,1/9/2017,2/6/2017,353
"Sky Climber, LLC",https://media.dojmt.gov/wp-content/uploads/Sky-Climber-LLC.pdf,1/23/2017,1/23/2017,2/6/2017,2
Berkeley College,https://media.dojmt.gov/wp-content/uploads/Berkeley.pdf,12/31/2016,12/31/2016,2/6/2017,10
The Federal Savings Bank,https://media.dojmt.gov/wp-content/uploads/The-Federal-Savings-Bank-2.pdf,12/1/2016,12/7/2016,2/7/2017,4
Land Title,https://media.dojmt.gov/wp-content/uploads/Land-Title.pdf,3/1/2016,5/31/2016,2/7/2017,1
Boeing,https://media.dojmt.gov/wp-content/uploads/Boeing.pdf,11/21/2016,11/21/2016,2/8/2017,7
SouthEast Alaska Regional Health Consortium,https://media.dojmt.gov/wp-content/uploads/SouthEast-Alaska-Regional-Health-Consortium.pdf,1/25/2017,1/25/2017,2/8/2017,3
College of Southern Idaho,https://media.dojmt.gov/wp-content/uploads/College-of-Southern-Idaho.pdf,2/2/2017,2/2/2017,2/8/2017,3
Klondex Mines,https://media.dojmt.gov/wp-content/uploads/Klondex-Mines.pdf,1/20/2017,1/20/2017,2/9/2017,2
TechWise,https://media.dojmt.gov/wp-content/uploads/TechWise.pdf,1/24/2017,2/8/2017,2/10/2017,1
"TransPerfect Global, Inc.",https://media.dojmt.gov/wp-content/uploads/TransPerfect-Global-Inc..pdf,1/17/2017,1/17/2017,2/10/2017,1
Frosch International Travel,https://media.dojmt.gov/wp-content/uploads/Frosch-International-Travel.pdf,2/10/2017,2/10/2017,2/13/2017,1
Petro 49,https://media.dojmt.gov/wp-content/uploads/Petro-49.pdf,1/19/2017,1/13/2017,2/13/2017,1
Evanson Asset Management,https://media.dojmt.gov/wp-content/uploads/Evanson-Asset-Management.pdf,1/9/2017,1/10/2017,2/14/2017,1
"Driveline Retail Merchandising, Inc.",https://media.dojmt.gov/wp-content/uploads/Driveline.pdf,1/25/2017,1/25/2017,2/14/2017,30
The Honest Kitchen,https://media.dojmt.gov/wp-content/uploads/The-Honest-Kitchen.pdf,11/30/2016,1/17/2017,2/15/2017,26
New England Biolabs (NEB),https://media.dojmt.gov/wp-content/uploads/New-Englad-Biolabs-NEB.pdf,2/1/2016,12/31/2016,2/17/2017,203
Family Service Rochester,https://media.dojmt.gov/wp-content/uploads/Family-Services-Rochester.pdf,12/26/2016,1/25/2017,2/17/2017,7
"Amplify Education, Inc.",https://media.dojmt.gov/wp-content/uploads/Amplify.pdf,2/2/2017,2/3/2017,2/17/2017,2
"Century, LLC",https://media.dojmt.gov/wp-content/uploads/Century-LLC.pdf,2/1/2016,12/31/2016,2/19/2017,107
Citizens Memorial Hospital,https://media.dojmt.gov/wp-content/uploads/Citizens-Memorial.pdf,2/8/2017,2/8/2017,2/20/2017,1
CenturyLink,https://media.dojmt.gov/wp-content/uploads/CenturyLink.pdf,1/30/2017,2/1/2017,2/20/2017,26
MovieMars.com,https://media.dojmt.gov/wp-content/uploads/Movie-Mars.pdf,2/1/2016,12/31/2016,2/21/2017,53
Emory Healthcare,https://media.dojmt.gov/wp-content/uploads/Emory-Healthcare.pdf,1/1/2017,1/1/2017,2/21/2017,10
TRG,https://media.dojmt.gov/wp-content/uploads/TRG.pdf,2/17/2017,2/17/2017,2/22/2017,75
Federal Direct Tax Services,https://media.dojmt.gov/wp-content/uploads/Federal-Direct-Tax-Services-1.pdf,1/2/2017,2/2/2017,2/22/2017,1
"Roxy Trading, Inc.",https://media.dojmt.gov/wp-content/uploads/Roxy-Trading-Inc..pdf,1/27/2017,1/27/2017,2/22/2017,5
Arabella Advisors,https://media.dojmt.gov/wp-content/uploads/Arabella-Advisors.pdf,2/9/2017,2/9/2017,2/22/2017,3
InterMountain Management,https://media.dojmt.gov/wp-content/uploads/InterMountain-Management.pdf,2/3/2017,2/3/2017,2/22/2017,49
Intex Recreation Corp,https://media.dojmt.gov/wp-content/uploads/Intex-Recreation-Corp.pdf,4/24/2016,12/14/2016,2/22/2017,210
"Bluemercury, Inc.",https://media.dojmt.gov/wp-content/uploads/Bluemercury-Inc.pdf,2/1/2016,12/31/2016,2/23/2017,69
Nomad Global Communications Solutions,https://media.dojmt.gov/wp-content/uploads/Nomad-Global-Communication-Solutions.pdf,2/20/2017,2/20/2017,2/23/2017,129
SunTrust,https://media.dojmt.gov/wp-content/uploads/SunTrust.pdf,11/2/2016,1/27/2017,2/23/2017,1
Abbott Nutrition,https://media.dojmt.gov/wp-content/uploads/Abbott-Nutrition.pdf,6/1/2013,12/31/2016,2/23/2017,193
"Nutrex Hawaii, Inc.",https://media.dojmt.gov/wp-content/uploads/Nutrex-Hawaii-Inc.pdf,2/1/2016,12/31/2016,2/24/2017,107
JoFit,https://media.dojmt.gov/wp-content/uploads/JoFit.pdf,11/29/2016,1/17/2017,2/24/2017,13
Federal Direct Tax Services,https://media.dojmt.gov/wp-content/uploads/Federal-Direct-Tax-Services.pdf,1/2/2017,2/2/2017,2/24/2017,1
Benchmark,https://media.dojmt.gov/wp-content/uploads/Benchmark.pdf,10/23/2016,1/1/2017,2/24/2017,Unknown
John Deere Financial,https://media.dojmt.gov/wp-content/uploads/John-Deere-Financial.pdf,1/24/2017,1/24/2017,2/24/2017,3
Roberts Hawaii,https://media.dojmt.gov/wp-content/uploads/Roberts-Hawaii.pdf,7/15/2015,12/14/2016,2/24/2017,73
Liberty Hardware Manufacturing Corporation,https://media.dojmt.gov/wp-content/uploads/Liberty-Hardware-Manufacturing-Corporation.pdf,2/1/2016,12/31/2016,2/24/2017,1
United States Anti-Doping Agency,https://media.dojmt.gov/wp-content/uploads/United-States-Anti-Doping-Agency.pdf,10/6/2016,10/6/2016,2/24/2017,2
Rod's Western Palace,https://media.dojmt.gov/wp-content/uploads/Rods-Western-Palace.pdf,2/8/2017,2/10/2017,2/24/2017,602
Atlantic Cigar Co.,https://media.dojmt.gov/wp-content/uploads/Atlantic-Cigar-Co.pdf,2/1/2016,12/31/2016,2/27/2017,93
Alpha Industries,https://media.dojmt.gov/wp-content/uploads/Alpha-Industries.pdf,2/1/2016,12/31/2016,2/27/2017,57
Wisenbaker Builder Services,https://media.dojmt.gov/wp-content/uploads/Wisenbaker-Builder-Services.pdf,2/10/2017,2/10/2017,2/27/2017,1
"Ambassador Title Service, RTS Title & Escrow, DRI Title & Escrow",https://media.dojmt.gov/wp-content/uploads/Ambassador-Title-Service_RTS-Title-Escrow_DRI-Title-Escrow.pdf,12/25/2016,1/14/2017,2/28/2017,17
AmQuip Crane Rental,https://media.dojmt.gov/wp-content/uploads/Amquip-Crane-Rental.pdf,8/2/2016,2/22/2017,3/1/2017,1
"Lexington County Health Services District, Inc.",https://media.dojmt.gov/wp-content/uploads/Lexington-County-Health-Services-District-Inc..pdf,2/13/2017,2/13/2017,3/2/2017,2
Iowa Mutual Insurance Company,https://media.dojmt.gov/wp-content/uploads/Iowa-Mutual-Insurance.pdf,1/30/2016,1/30/2017,3/2/2017,1
"Theisen's Supply, Inc.",https://media.dojmt.gov/wp-content/uploads/Theisens-Supply-Inc.-1.pdf,2/1/2016,12/31/2016,3/3/2017,10
Daytona State College,https://media.dojmt.gov/wp-content/uploads/Daytona-State-College.pdf,2/19/2017,2/19/2017,3/3/2017,3
West Music Company,https://media.dojmt.gov/wp-content/uploads/West-Music.pdf,2/1/2016,12/31/2016,3/3/2017,267
"Carl Cross, LLC",https://media.dojmt.gov/wp-content/uploads/Carla-Cross-LLC.pdf,2/14/2017,2/14/2017,3/3/2017,5
"Bambeco, Inc.",https://media.dojmt.gov/wp-content/uploads/Bambeco-Inc..pdf,2/1/2016,12/31/2016,3/6/2017,217
University of Idaho,https://media.dojmt.gov/wp-content/uploads/University-of-Idaho.pdf,1/24/2017,1/24/2017,3/6/2017,3
"Atwood Distributing, Inc.",https://media.dojmt.gov/wp-content/uploads/Atwood-Distributing-LP.pdf,2/1/2016,12/31/2016,3/7/2017,5
"Maxim Capital Enterprises, Inc.",https://media.dojmt.gov/wp-content/uploads/Maxim-Capital-Enterprises-Inc..pdf,2/4/2017,2/21/2017,3/7/2017,4
"Vapour Organic Beauty, LLC",https://media.dojmt.gov/wp-content/uploads/Vapour-Organic-Beauty-LLC.pdf,2/1/2016,12/31/2016,3/8/2017,114
Sport-Smart.com,https://media.dojmt.gov/wp-content/uploads/Sport-Smart.pdf,2/1/2016,12/31/2016,3/8/2017,70
"Running Supply, Inc.",https://media.dojmt.gov/wp-content/uploads/Running-Supply-Inc..pdf,2/1/2016,12/31/2016,3/8/2017,67
R.C. Purdy Chocolates Ltd. dba Purdys Chocolatier,https://media.dojmt.gov/wp-content/uploads/Purdys-Chocolatier.pdf,2/1/2016,12/31/2016,3/8/2017,4
prAna,https://media.dojmt.gov/wp-content/uploads/prAna.pdf,12/14/2016,2/6/2017,3/8/2017,"4,136"
"Friedman & Perry, CPA's",https://media.dojmt.gov/wp-content/uploads/Friedman-Perry-CPAs.pdf,6/15/2016,1/30/2017,3/9/2017,2
HealthTexas Provider Network (Denton Heart Group),https://media.dojmt.gov/wp-content/uploads/HealthTexas-Provider-Network-Denton-Heart-Group.pdf,12/29/2016,12/29/2016,3/10/2017,2
"Wall Titus, LLC",https://media.dojmt.gov/wp-content/uploads/Wall-Titus-LLC.pdf,12/20/2016,12/27/2016,3/10/2017,4
ADF International,https://media.dojmt.gov/wp-content/uploads/ADF-International.pdf,3/10/2017,3/10/2017,3/13/2017,307
Ondracek & Company,https://media.dojmt.gov/wp-content/uploads/Ondracek-Company.pdf,11/21/2016,2/6/2017,3/13/2017,1
"Geokinetics, Inc.",https://media.dojmt.gov/wp-content/uploads/Geokinetics.pdf,1/25/2017,1/25/2017,3/14/2017,3
Plow & Hearth,https://media.dojmt.gov/wp-content/uploads/Plow-Hearth.pdf,2/1/2016,12/31/2016,3/14/2017,345
Zest Dental Solution,https://media.dojmt.gov/wp-content/uploads/Zest-Dental-Solutions.pdf,12/31/2013,2/4/2017,3/14/2017,27
Vertex Wireless,https://media.dojmt.gov/wp-content/uploads/Vertex-Wireless.pdf,2/21/2017,3/21/2017,3/15/2017,1
"Ameriprise Financial Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services-Inc.-3.pdf,12/15/2016,12/15/2016,3/15/2017,1
Therafit Shoes,https://media.dojmt.gov/wp-content/uploads/Therafit-Shoes.pdf,2/21/2017,2/21/2017,3/16/2017,1
Colorado Nonprofit Development Center,https://media.dojmt.gov/wp-content/uploads/Colorado-Nonprofit-Development-Center.pdf,3/3/2017,3/3/2017,3/16/2017,1
"Northwest Christian Schools, Inc.",https://media.dojmt.gov/wp-content/uploads/Northwest-Christian-Schools.pdf,2/11/2017,2/11/2017,3/16/2017,1
American Tire Distributors,https://media.dojmt.gov/wp-content/uploads/American-Tire-Distributors.pdf,3/3/2017,3/6/2017,3/17/2017,9
Urology Austin,https://media.dojmt.gov/wp-content/uploads/Urology-Austin.pdf,1/22/2017,1/22/2017,3/20/2017,62
People for People,https://media.dojmt.gov/wp-content/uploads/People-for-People.pdf,10/20/2016,2/3/2017,3/20/2017,1
"Bulletproof 360, Inc.",https://media.dojmt.gov/wp-content/uploads/Bulletproof-360-Inc..pdf,10/26/2016,1/31/2017,3/21/2017,332
Campbell Taylor & Company,https://media.dojmt.gov/wp-content/uploads/Campbell-Taylor-Company.pdf,1/27/2017,2/2/2017,3/21/2017,7
"Rudd & Company, PLLC",https://media.dojmt.gov/wp-content/uploads/Rudd-Company.pdf,3/5/2017,3/5/2017,3/22/2017,26
Coachella.com,https://media.dojmt.gov/wp-content/uploads/Coachella.com_.pdf,9/1/2016,2/28/2017,3/23/2017,1
Washington University School of Medicine,https://media.dojmt.gov/wp-content/uploads/Washington-University-School-of-Medicine.pdf,1/24/2017,1/24/2017,3/24/2017,4
Commonwealth Health,https://media.dojmt.gov/wp-content/uploads/Commonwealth-Health-Corporation.pdf,1/4/2017,2/10/2017,3/24/2017,7
Virginia Gift Brands,https://media.dojmt.gov/wp-content/uploads/Virginia-Gift-Brands.pdf,8/18/2016,2/20/2017,3/27/2017,14
Ameriflight,https://media.dojmt.gov/wp-content/uploads/Ameriflight.pdf,3/20/2017,3/27/2017,3/28/2017,2
"Maloney & Kennedy, PLLC",https://media.dojmt.gov/wp-content/uploads/Maloney-Kennedy-PLLC.pdf,2/15/2017,2/15/2017,3/29/2017,2
Krehbiel and Associates CPA,https://media.dojmt.gov/wp-content/uploads/Krehbiel-and-Associates-CPA.pdf,2/2/2017,2/13/2017,3/30/2017,1
"PenServe Plan Services, Inc.",https://media.dojmt.gov/wp-content/uploads/PenServ-Plan-Services-Inc..pdf,2/26/2017,3/1/2017,3/31/2017,3
"Extreme Ranch, Inc.",https://media.dojmt.gov/wp-content/uploads/Extreme-Ranch-Inc..pdf,2/8/2017,3/15/2017,4/1/2017,1
C. Kirk Holt & Associates,https://media.dojmt.gov/wp-content/uploads/C-Kirk-Holt-Associates.pdf,3/2/2017,4/6/2017,4/4/2017,2
GlassWasherParts.com,https://media.dojmt.gov/wp-content/uploads/Glasswasherparts.com_.pdf,2/2/2016,12/31/2016,4/5/2017,12
Tempur-Pedic,https://media.dojmt.gov/wp-content/uploads/Tempur-Pedic.pdf,2/2/2016,12/31/2016,4/5/2017,887
"One World Distribution, Inc.",https://media.dojmt.gov/wp-content/uploads/One-World-Distribution.pdf,8/27/2016,2/15/2017,4/7/2017,8
Lake Kennedy McCulloch CPA's,https://media.dojmt.gov/wp-content/uploads/Lake-Kennedy-McCulloch-CPAs.pdf,1/30/2017,2/11/2017,4/7/2017,7
"FPI Management, Inc.",https://media.dojmt.gov/wp-content/uploads/FPI-Management.pdf,2/7/2017,2/10/2017,4/10/2017,1
Citibank,https://media.dojmt.gov/wp-content/uploads/Citibank.pdf,3/27/2016,3/27/2017,4/11/2017,2
BankSouth Mortgage,https://media.dojmt.gov/wp-content/uploads/BankSouth-Mortgage.pdf,2/3/2017,2/3/2017,4/11/2017,1
DataFile Technologies,https://media.dojmt.gov/wp-content/uploads/DataFile-Technologies.pdf,2/28/2017,4/10/2017,4/12/2017,1
Alamo Capital,https://media.dojmt.gov/wp-content/uploads/Alamo-Capital.pdf,3/14/2017,3/14/2017,4/13/2017,7
"Bluestem Brands, Inc.",https://media.dojmt.gov/wp-content/uploads/Bluestem-Brands.pdf,3/24/2017,4/7/2017,4/13/2017,24
Tidewater Transit Company,https://media.dojmt.gov/wp-content/uploads/Tidewater-Transit-Company.pdf,3/27/2017,3/27/2017,4/13/2017,1
Delta Career Education Corporation,https://media.dojmt.gov/wp-content/uploads/Delta-Career-Education-Corporation.pdf,2/13/2017,2/13/2017,4/14/2017,18
Six Continents Hotels,https://media.dojmt.gov/wp-content/uploads/Combat-Brands.pdf,9/29/2016,12/29/2016,4/14/2017,"3,949"
Combat Brands,https://media.dojmt.gov/wp-content/uploads/Combat-Brands.pdf,7/1/2015,2/23/2017,4/14/2017,132
"Johnson, Hearn, Vinegar & Gee",https://media.dojmt.gov/wp-content/uploads/Johnson-Hearn-Viinegar-Gee.pdf,1/16/2017,1/16/2017,4/14/2017,1
Intuit,https://media.dojmt.gov/wp-content/uploads/Intuit-2-1.pdf,3/30/2017,3/30/2017,4/17/2017,1
Neiman Marcus Group (NMG),https://media.dojmt.gov/wp-content/uploads/NMG.pdf,12/26/2015,4/2/2017,4/17/2017,7
Pacific Lutheran University,https://media.dojmt.gov/wp-content/uploads/Pacific-Lutheran-University.pdf,1/23/2017,2/22/2017,4/18/2017,7
Northdrop Grumman Systems,https://media.dojmt.gov/wp-content/uploads/Northdrop-Grumman-Systems.pdf,4/18/2016,3/29/2017,4/19/2017,1
"ILKB, LLC",https://media.dojmt.gov/wp-content/uploads/ILKB-Inc..pdf,10/1/2016,12/23/2016,4/19/2017,159
George Fox University,https://media.dojmt.gov/wp-content/uploads/Lifespan.pdf,4/11/2017,4/11/2017,4/21/2017,8
"Wild, Maney & Resnick",https://media.dojmt.gov/wp-content/uploads/Humana.pdf,3/8/2016,3/8/2017,4/21/2017,5
Lifespan,https://media.dojmt.gov/wp-content/uploads/George-Fox-University.pdf,2/25/2017,4/21/2017,4/21/2017,2
Humana,https://media.dojmt.gov/wp-content/uploads/Wild-Maney-Resnick.pdf,3/8/2017,4/3/2017,4/21/2017,5
Donaldson Company,https://media.dojmt.gov/wp-content/uploads/Donaldson-Company.pdf,3/24/2017,3/24/2017,4/24/2017,1
Hill Country Memorial Hospital,https://media.dojmt.gov/wp-content/uploads/Hill-Country-Memorial-Hospital.pdf,2/21/2017,2/21/2017,4/25/2017,3
Motl Marketing,https://media.dojmt.gov/wp-content/uploads/Motl-Marketing.pdf,3/16/2017,3/16/2017,4/25/2017,1
Pacific Quest,https://media.dojmt.gov/wp-content/uploads/Pacific-Quest.pdf,1/30/2017,1/30/2017,4/27/2017,3
