Raw Data,Data Pulled
"Uber Technologies, Inc., February 26, 2015 ",1/18/2019
"UCLA, July 31, 2017 ",1/18/2019
"UCLA Health, July 17, 2015 ",1/18/2019
"UFCW Local 655 Food Employers Joint Pension Plan, November 09, 2016 ",1/18/2019
"UIL Holdings Corporation, September 16, 2016 ",1/18/2019
"UIL Holdings Corporation, September 29, 2014 ",1/18/2019
"UMass Memorial Medical Center (UMMMC), May 05, 2014 ",1/18/2019
"UMass Memorial Medical Group, January 30, 2015 ",1/18/2019
"Under Armour, April 24, 2012 ",1/18/2019
"Unicare, April 02, 2008 ",1/18/2019
"Unified Trust Company, N.A. (UTC), November 13, 2018  ",1/18/2019
"Unilever and Towers Perrin, February 05, 2007 ",1/18/2019
"Union Labor Life Insurance Company, June 12, 2014 ",1/18/2019
"Union League Club of Chicago, April 29, 2016 ",1/18/2019
"United Airlines, July 06, 2017 ",1/18/2019
"United Food-Commercial Workers International, April 24, 2009 ",1/18/2019
"United Healthcare, June 25, 2007 ",1/18/2019
"United Natural Foods, Inc., January 08, 2014 ",1/18/2019
"United Rentals, Inc., March 18, 2015 ",1/18/2019
"United Shore Financial Services, LLC, March 20, 2013 ",1/18/2019
"United Transportation Union Insurance Association, June 09, 2008 ",1/18/2019
"UnityPoint Health, July 30, 2018 ",1/18/2019
"Unity Recovery Group, Inc., May 26, 2015 ",1/18/2019
"Universal Nutrition, October 11, 2017 ",1/18/2019
"University of Central Florida, February 05, 2016 ",1/18/2019
"University of Connecticut, June 14, 2016 ",1/18/2019
"University of Connecticut, May 08, 2012 ",1/18/2019
"University of Connecticut Cooperative Corporation, January 31, 2011 ",1/18/2019
"University of Connecticut Health Center, March 07, 2013 ",1/18/2019
"University Gastroenterolgy, September 08, 2016 ",1/18/2019
"University of Idaho, March 06, 2017 ",1/18/2019
"University Medical Center (University of Chicago) February 26, 2015 ",1/18/2019
"University of Mary Washington (Fredericksburg, VA), February 04, 2016 ",1/18/2019
"University of New Hampshire, August 14, 2017 ",1/18/2019
"University of New Hampshire, April 10, 2015 ",1/18/2019
"University of New Hampshire, November 30, 2011 ",1/18/2019
"University of New Hampshire, August 17, 2007 ",1/18/2019
"University of New Hampshire - Information Security Services, August 18, 2015 ",1/18/2019
"University of New Mexico, May 15, 2017 ",1/18/2019
"University of North Carolina at Charlotte, May 09, 2012 ",1/18/2019
"University of the Southwest, April 22, 2016 ",1/18/2019
"Universtiy of Toledo, May 16, 2018 ",1/18/2019
"University of Wisconsin - Superior Alumni Association, February 22, 2018 ",1/18/2019
"Uno Alla Volta, LLC Inc., May 22, 2018 ",1/18/2019
"Upper Connecticut Valley Hospital, December 23, 2016 ",1/18/2019
"Upper Skagit Indian Tribe, December 21, 2012 ",1/18/2019
"Upromise, July 28, 2011 ",1/18/2019
"UPS, June 08, 2007 ",1/18/2019
"Urology Austin, March 22, 2017 ",1/18/2019
"Ursus Holdings, LLC, September 08, 2016 ",1/18/2019
"USAA, August 01, 2014 ",1/18/2019
"USACS Management Group, Ltd., May 16, 2018 ",1/18/2019
"USA Field Hockey, July 14, 2016 ",1/18/2019
"USA Hoist Company, Inc., November 14, 2017 ",1/18/2019
"US Airways, August 02, 2013 ",1/18/2019
"US Anti-Doping Agency, February 24, 2017 ",1/18/2019
"US Bank, May 11, 2016 ",1/18/2019
"US Cellular Corporation, October 24, 2017 ",1/18/2019
"US Cellular Corporation, June 27, 2017 ",1/18/2019
"US Foodservice, June 13, 2008 ",1/18/2019
"US Foodservice, Inc., September 03, 2008 ",1/18/2019
"US Fund for UNICEF, January 06, 2014 ",1/18/2019
"US Investigations Services, LLC, October 28, 2014 ",1/18/2019
"US Olympic Committee, November 21, 2016 ",1/18/2019
"Utah Food Bank, August 25, 2015 ",1/18/2019
"UTI, January 13, 2011 ",1/18/2019
"Valeritas, September 23, 2014 ",1/18/2019
"Valor Management Corp., November 19, 2018 ",1/18/2019
"Valpak, December 14, 2012 ",1/18/2019
"Valplast Supply Services, Inc., December 17, 2014 ",1/18/2019
"Value Eyecare Network, Inc. dba 39dollarglasses.com, July 21, 2017 ",1/18/2019
"ValueOptions, Inc., October 28, 2011 ",1/18/2019
"Valve Corporation, February 08, 2012 ",1/18/2019
"Vaupell, September 30, 2016 ",1/18/2019
"Vecellio Group, February 07, 2017 ",1/18/2019
"Vegas US, LLC, December 06, 2018 ",1/18/2019
"Velcro, September 01, 2017 ",1/18/2019
"Vendini, Inc., June 21, 2013 ",1/18/2019
"Venetian Casino Resort, September 14, 2007 ",1/18/2019
"Venture Logistics, December 06, 2016 ",1/18/2019
"Veolia North America, March 23, 2017 ",1/18/2019
"Vera Bradley, October 12, 2016 ",1/18/2019
"Verc Enterprises, Inc., January 27, 2017 ",1/18/2019
"VeriSign, July 27, 2007 ",1/18/2019
"Verizon, April 22, 2008 ",1/18/2019
"Vermont State Employees Credit Union, October 23, 2012 ",1/18/2019
"Vernon Sales Promotion, October 12, 2009 ",1/18/2019
"Verso Paper Corp, September 28, 2009 ",1/18/2019
"Vertex Wireless, March 15, 2017 ",1/18/2019
"Veterans of Foreign Wars of the U.S. (VFW), April 11, 2014 ",1/18/2019
"VF Outlet, Inc., September 27, 2016 ",1/18/2019
"Viator, September 22, 2014 ",1/18/2019
"Vibram USA, Inc., August 05, 2014 ",1/18/2019
"Victoria Independent School District, April 10, 2018 ",1/18/2019
"Victoria's Secret (L Brands, Inc.), April 23, 2014 ",1/18/2019
"Viewpoint, Inc. dba Viewpoint Construction Software, August 28, 2015 ",1/18/2019
"Virgin America, July 26, 2017 ",1/18/2019
"Virginia Wesleyan College, February 28, 2017 ",1/18/2019
"Virtual Radiologic Professionals, LLC, November 14, 2011 ",1/18/2019
"Visionworks, November 11, 2014 ",1/18/2019
"Viyet, LLC, DBA Sotheby's Home, December 03, 2018 ",1/18/2019
"Volcano Corporation, June 09, 2015 ",1/18/2019
"Vonage, December 23, 2008 ",1/18/2019
"Voxant, August 31, 2007 ",1/18/2019
"VT Group, March 03, 2017 ",1/18/2019
"VWSE Productions, LLC, March 15, 2017 ",1/18/2019
"VYC Tires, Inc., June 11, 2013 ",1/18/2019
"Wackenhut, December 09, 2010 ",1/18/2019
"Walgreen Co., June 01, 2018 ",1/18/2019
"Wallboard Supply Company, February 11, 2013 ",1/18/2019
"Waller & Associates, Inc., June 29, 2018 ",1/18/2019
"Walsh Pharmacy, August 04, 2010 ",1/18/2019
"Walters and Mason Retail, Inc. December 04, 2018 ",1/18/2019
"WaMu Investments, Inc., April 30, 2009 ",1/18/2019
"Warby Parker, December 24, 2018 ",1/18/2019
"Warner Pacific College, January 19, 2011 ",1/18/2019
"Warren County Community College, November 01, 2011 ",1/18/2019
"Washington State University, June 22, 2017 ",1/18/2019
"Washington State University, June 09, 2017 ",1/18/2019
"Washington University School of Medicine, March 24, 2017 ",1/18/2019
"Washington University in St. Louis, March 15, 2012 ",1/18/2019
"Waste Management, April 03, 2007 ",1/18/2019
"W.C. Ralston Architects, August 16, 2016 ",1/18/2019
"Weaver & Tidwell, LLP, February 09, 2018 ",1/18/2019
"Weekends Only, Inc., March 03, 2017 ",1/18/2019
"WEI Mortgage, LLC, April 23, 2018 ",1/18/2019
"WEI Mortgage LLC, January 03, 2018 ",1/18/2019
"WEI Mortgage LLC, December 08, 2017 ",1/18/2019
"Weibrecht Law, October 09, 2018 ",1/18/2019
"Weichert Co., June 11, 2018 ",1/18/2019
"Welk Resort Group, Inc., July 25, 2018 ",1/18/2019
"Wellington, Village of, July 05, 2018 ",1/18/2019
"Wells Fargo Bank, July 31, 2008 ",1/18/2019
"Wells Fargo Bank, May 16, 2008 ",1/18/2019
"Wells Real Estate Funds, November 05, 2008 ",1/18/2019
"Wendy's, July 05, 2016 ",1/18/2019
"Wendy's, March 26, 2015 ",1/18/2019
"Wendy's, March 03, 2015 ",1/18/2019
"Wendy's, January 29, 2008 ",1/18/2019
"Wendy's, December 21, 2007 ",1/18/2019
"Wentworth Douglass Hospital, August 02, 2012 ",1/18/2019
"Wentworth Institute of Technology, February 04, 2011 ",1/18/2019
"Wesleyan College, May 03, 2017 ",1/18/2019
"West Creek Financial, Inc., March 22, 2018 ",1/18/2019
"West Music Company, March 03, 2017 ",1/18/2019
"West Music, Inc., October 13, 2017 ",1/18/2019
"West Publishing Corporation, November 03, 2014 ",1/18/2019
"Western Michigan University, December 22, 2009 ",1/18/2019
"Western Union Company, The, October 29, 2013 ",1/18/2019
"Western University of Health Sciences, December 18, 2012 ",1/18/2019
"Westminster Ingleside King Farm Presbyterian Retirement Communities, Inc., January 19, 2018 ",1/18/2019
"Weyerhaeuser, April 02, 2015 ",1/18/2019
"Wheeler & Associates, CPA, March 08, 2011 ",1/18/2019
"Wheeler & Egger, CPAs, LLC, September 11, 2016 ",1/18/2019
"White Lodging Services Corporation, February 06, 2014 ",1/18/2019
"Whitehall Hotel, November 10, 2017 ",1/18/2019
"Whiting-Turner Contracting Company, The, April 06, 2016 ",1/18/2019
"Whitinger & Company, LLC, July 19, 2017 ",1/18/2019
"Whole Foods Market, November 01, 2018  ",1/18/2019
"Whole Foods Market, October 20, 2017 ",1/18/2019
"Wilbraham, Lawler & Buba, PC, November 03, 2017 ",1/18/2019
"Wild, Maney & Resnick, LLP, April 21, 2017 ",1/18/2019
"William Cole Vineyards, LLC, June 19, 2015 ",1/18/2019
"Williams College, October 30, 2009 ",1/18/2019
"Williams-Sonoma, Inc. (WSI), August 30, 2018 ",1/18/2019
"Williamson, John D. CPA, February 27, 2017 ",1/18/2019
"Willis North America, Inc., April 17, 2014 ",1/18/2019
"Willis Towers Watson, July 12, 2017 ",1/18/2019
"WilmerHale, July 01, 2008 ",1/18/2019
"Wilt, Gregory F. CPA, , August 31, 2017 ",1/18/2019
"Wilton Brands LLC, January 24, 2013 ",1/18/2019
"Wilton Brands LLC, December 12, 2012 ",1/18/2019
"Windhaven Investment Management, Inc., September 19, 2013 ",1/18/2019
"Wine Library, January 24, 2012 ",1/18/2019
"Winn, Virgil Elliot, CPA, , March 30, 2016 ",1/18/2019
"Wintrust Mortgage, February 02, 2018 ",1/18/2019
"Wisconsin National Guard Assn., November 23, 2016 ",1/18/2019
"WithumSmith+Brown, PC, April 25, 2018 ",1/18/2019
"WNET, August 04, 2017 ",1/18/2019
"Wolf & Company, PC, March 24, 2014 ",1/18/2019
"Wolters Kluwer, CCH, August 11, 2009 ",1/18/2019
"Wolters Kluwer, Lippincott Williams & Wilkins, March 10, 2008 ",1/18/2019
"Women & Infants Hospital, November 05, 2012 ",1/18/2019
"Woodbury Financial Services, April 09, 2010 ",1/18/2019
"Woodbury Financial Services, July 27, 2015 ",1/18/2019
"Woodlawn Federal Credit Union, December 21, 2011 ",1/18/2019
"Woodrow Wilson National Fellowship Foundation, June 18, 2012 ",1/18/2019
"Woodrow Wilson National Fellowship Foundation, June 07, 2012 ",1/18/2019
"Woodruff, Dr. Amy, October 25, 2018  ",1/18/2019
"WoodWick, March 27, 2017 ",1/18/2019
"Wooster-Ashland Regional Council of Governments, August 09, 2017 ",1/18/2019
"WorkCare, Inc., February 26, 2016 ",1/18/2019
"Workers United, November 30, 2012 ",1/18/2019
"Workfront, October 27, 2017 ",1/18/2019
"World Bank, December 02, 2008 ",1/18/2019
"WorldPass Travel Group, LLC, March 27, 2012 ",1/18/2019
"World Travel Holdings, Inc., April 16, 2018 ",1/18/2019
"WorldVentures Marketing, LLC, April 30, 2013 ",1/18/2019
"WPX Energy, Inc., February 24, 2012 ",1/18/2019
"WRJ Holdings, LLC dba Classic Firearms, September 01, 2017 ",1/18/2019
"WW Grainger, Inc., April 17, 2018 ",1/18/2019
"WW Grainger, Inc., September 18, 2017 ",1/18/2019
"Wyndham Hotel Group, August 21, 2009 ",1/18/2019
"Wyndham Hotel Group, November 23, 2008 ",1/18/2019
"Wyndam Hotels and Resorts, April 29, 2011 ",1/18/2019
"www.liveglam.com, December 15, 2017 ",1/18/2019
"Xcel Energy, March 25, 2009 ",1/18/2019
"Xerox, June 17, 2013 ",1/18/2019
"Xerox State Healthcare, LLC, August 28, 2014 ",1/18/2019
"X.L. Global Services, Inc., April 16, 2008 ",1/18/2019
"Xlibris Corporation, June 20, 2008 ",1/18/2019
"X-Rite Incorporated, April 09, 2012 ",1/18/2019
"Yale University, July 26, 2018 ",1/18/2019
"Yale University, August 09, 2011 ",1/18/2019
"Yandy.com, September 08, 2014 ",1/18/2019
"York Hospital, December 23, 2016 ",1/18/2019
"York Hospital, March 04, 2016 ",1/18/2019
"YourEncore, Inc., March 21, 2016 ",1/18/2019
"YP Holdings, LLC, June 01, 2015 ",1/18/2019
"YRC Worldwide Inc. (""YRC""), September 21, 2018 ",1/18/2019
"Yummie by Heather Thomson, November 16, 2016 ",1/18/2019
"Yurman Design, Inc., February 07, 2012 ",1/18/2019
"YWCA Retirement Fund, November 13, 2007 ",1/18/2019
"Zest Dental Solutions, March 14, 2017 ",1/18/2019
"ZP Group, July 26, 2018 ",1/18/2019
"Zyacorp, December 03, 2008 ",1/18/2019
"Zymo Research Corporation, August 21, 2017 ",1/18/2019
