Org Name,Original Text,Reported Date,URL
Convey Health Solutions Inc,"Convey Health Solutions Inc, March 21, 2016 ",3/21/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/convey-health-solutions-20160321.pdf
Conway Group Inc,"Conway Group Inc, May 16, 2016 ",5/16/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/conway-group-20160516.pdf
Cooper University Hospital,"Cooper University Hospital, September 09, 2010 ",9/9/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/cooper-university-hospital-20100909.pdf
Coordinated Transportation Solutions,"Coordinated Transportation Solutions, November 28, 2017 ",11/28/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/coordinated-transportation-20171128.pdf
Copart Inc,"Copart Inc, May 27, 2015 ",5/27/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/copart-20150527.pdf
CoPilot Provider Support Services Inc,"CoPilot Provider Support Services Inc, January 18, 2017 ",1/18/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/copilot-provider-20170118.pdf
Coral Springs FL City of,"Coral Springs FL City of, September 25, 2008 ",9/25/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/coral-springs-20080925.pdf
COR Clearing LLC,"COR Clearing LLC, December 11, 2018 ",12/11/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/cor-clearing-20181211.pdf
Cord Blood Registry,"Cord Blood Registry, February 25, 2011 ",2/25/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/cord-blood-registry-20110225.pdf
CoreLogic Credco,"CoreLogic Credco, February 07, 2013 ",2/7/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/corelogic-credco-20130207.pdf
CoreLogic SafeRent,"CoreLogic SafeRent, June 04, 2014 ",6/4/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/corelogic-saferent-20140604.pdf
Cornerstone Inc,"Cornerstone Inc, August 20, 2019 ",8/20/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/cornerstone-20190820.pdf
Cornerstone Benefits Inc,"Cornerstone Benefits Inc, October 21, 2019 ",10/21/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/cornerstone-benefits-20191021.pdf
Cornerstone Building Brands Inc ,"Cornerstone Building Brands Inc , September 10, 2019 ",9/10/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/cornerstone-building-20190912.pdf
Corning,"Corning, April 12, 2019 ",4/12/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/corning-20190412.pdf
Corporate Creations International,"Corporate Creations International, August 28, 2019 ",8/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/corporate-creations-20190828.pdf
Corporate Employment Resources Inc,"Corporate Employment Resources Inc, February 08, 2018 ",2/8/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/corporate-employment-20180208.pdf
Corporation Service Company,"Corporation Service Company, June 11, 2018 ",6/11/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/corporation-service-20180611.pdf
Corporation Service Company,"Corporation Service Company, May 17, 2018 ",5/17/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/corporation-service-20180517.pdf
Cortland Partners,"Cortland Partners, August 23, 2018 ",8/23/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/cortland-partners-20180823.pdf
Costco Photo Center,"Costco Photo Center, September 22, 2015 ",9/22/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/costco-photo-20150922.pdf
Coty Inc,"Coty Inc, July 06, 2018 ",7/6/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/coty-20180706.pdf
Covestro LLC,"Covestro LLC, September 26, 2019 ",9/26/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/covestro-20190926.pdf
Covia Holdings Corporation,"Covia Holdings Corporation, August 5, 2019 ",8/5/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/covia-holdings-20190805.pdf
CoWorx Staffing Services,"CoWorx Staffing Services, August 17, 2015 ",8/17/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/coworx-staffing-20150817.pdf
CP Franchising LLC dba Cruise Planners,"CP Franchising LLC dba Cruise Planners, February 25, 2015 ",2/25/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/cp-franchising-20150225.pdf
CPT Group Inc,"CPT Group Inc, June 21, 2018 ",6/21/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/cpt-group-20180621.pdf
CPT Group Inc,"CPT Group Inc, April 27, 2018 ",4/27/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/cpt-group-20180427.pdf
Crafts Americana Group,"Crafts Americana Group, February 08, 2013 ",2/8/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/crafts-americana-20130208.pdf
Crane Co.,"Crane Co., June 08, 2016 ",6/8/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/crane-20160608.pdf
Creation Entertainment,"Creation Entertainment, August 28, 2019 ",8/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/creation-entertainment-20190828.pdf
Creative Banner Assemblies,"Creative Banner Assemblies, August 13, 2013 ",8/13/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/creative-banner-20130813.pdf
Cresent Healthcare Inc,"Cresent Healthcare Inc, February 22, 2013 ",2/22/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/crescent-healthcare-20130222.pdf
Crescent Mortgage Company,"Crescent Mortgage Company, August 24, 2017 ",8/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/crescent-motgage-20170824.pdf
Crimson Trace Corporation,"Crimson Trace Corporation, June 01, 2017 ",6/1/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/crimson-trace-20170601.pdf
Cross Country Staffing,"Cross Country Staffing, February 18, 2008 ",2/18/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/cross-country-staffing-20080218.pdf
Cross Road Health Ministries Inc,"Cross Road Health Ministries Inc, March 30, 2018 ",3/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/cross-road-health-20180330.pdf
Crotched Mountain Foundation Inc,"Crotched Mountain Foundation Inc, March 07, 2017 ",3/7/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/crotched-mountain-20170307.pdf
Crothall Services Group,"Crothall Services Group, August 04, 2014 ",8/4/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/crothall-services-group-20140804.pdf
Crowne Plaza Columbus Ohio,"Crowne Plaza Columbus Ohio, May 18, 2012 ",5/18/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/crowne-plaza-columbus-20120518.pdf
Cruzstar LLC.,"Cruzstar LLC., March 06, 2018 ",3/6/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/cruzstar-20180306.pdf
Crystal & Company,"Crystal & Company, September 11, 2013 ",9/11/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/crystal-20130911.pdf
CS Stars,"CS Stars, June 02, 2009 ",6/2/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/cs-stars-20090602.pdf
CSA Group,"CSA Group, January 21, 2008 ",1/21/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/csa-group-20080121.pdf
CSX Transportation,"CSX Transportation, October 03, 2013 ",10/3/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/csx-transportation-20131003.pdf
Curian Capital LLC,"Curian Capital LLC, January 29, 2010 ",1/29/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/curian-capital-20100129.pdf
Cushman and Wakefield,"Cushman and Wakefield, July 05, 2018 ",7/5/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/cushman-wakefield-20180705.pdf
Custom Personalization Solutions LLC,"Custom Personalization Solutions LLC, April 09, 2018 ",4/9/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/custom-personalization-20180409.pdf
CuttersSorts,"CuttersSorts, May 01, 2017 ",5/1/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/cuttersports-20170501.pdf
CVS Pharmacy Inc,"CVS Pharmacy Inc, September 10, 2015 ",9/10/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/cvs-pharmacy-20150910.pdf
Cvent Inc,"Cvent Inc, June 26, 2019 ",6/26/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/cvent-inc-20190626.pdf
Cyberswim Inc,"Cyberswim Inc, October 14, 2014 ",10/14/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/cyberswim-20141014.pdf
Czero Inc,"Czero Inc, August 2, 2019 ",8/2/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/czero-20190802.pdf
Daedalus Books Inc,"Daedalus Books Inc, February 04, 2010 ",2/4/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/daedalus-books-20100204.pdf
Dairy Queen Inc,"Dairy Queen Inc, October 09, 2014 ",10/9/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/dairy-queen-20141009.pdf
Dallas County Community College District,"Dallas County Community College District, September 24, 2018 ",9/24/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/dallas-county-community-college-20180924.pdf
Dallas County Community College District,"Dallas County Community College District, August 21, 2018 ",8/21/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/dallas-county-community-college-20180821.pdf
Danner,"Danner, December 19, 2013 ",12/19/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/danner-20131219.pdf
Darden Restaurants,"Darden Restaurants, October 26, 2010 ",10/26/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/darden-restaurants-20101026.pdf
Dartmouth College,"Dartmouth College, March 14, 2012 ",3/14/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/dartmouth-college-20120314.pdf
Dartmouth College,"Dartmouth College, November 22, 2010 ",11/22/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/dartmouth-college-20101122.pdf
Dartmouth-Hitchcock,"Dartmouth-Hitchcock, Feburary 10, 2015 ",2/10/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/dartmouth-hitchcock-20150210.pdf
Dartmouth-Hitchcock,"Dartmouth-Hitchcock, January 28, 2015 ",1/28/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/dartmouth-hitchcock-20150128.pdf
Dartmouth-Hitchcock,"Dartmouth-Hitchcock, January 20, 2014 ",1/20/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/dartmouth-hitchcock-20140120.pdf
Darwin's Natural Pet Products,"Darwin's Natural Pet Products, June 10, 2019 ",6/10/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/darwins-natural-pet-products-20190610.pdf
Data Facts Inc,"Data Facts Inc, January 28, 2019  ",1/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/data-facts-20190128.pdf
Data Intensity,"Data Intensity, October 01, 2018 ",10/1/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/data-intensity-20181001.pdf
Database Designs Associates Inc,"Database Designs Associates Inc, August 28, 2012 ",8/28/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/database-designs-20120828.pdf
DataDirect Networks Inc,"DataDirect Networks Inc, July 1, 2019 ",7/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/datadirect-networks-20190701.pdf
DataDirect Networks,"DataDirect Networks, July 1, 2019 ",7/1/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/datadirect-20190701.pdf
Datapak Services Corporation,"Datapak Services Corporation, November 06, 2013 ",11/6/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/datapak-services-20131106.pdf
Datapak Services Corporation,"Datapak Services Corporation, October 02, 2013 ",10/2/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/datapak-services-20131002.pdf
Dataxu Inc,"Dataxu Inc, June 18, 2019 ",6/18/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/dataxu-20190618.pdf
DataXu Inc,"DataXu Inc, March 03, 2016 ",3/3/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/dataxu-20160303.pdf
Davidson Hotel Company LLC dba Davidson Hotels & Resorts,"Davidson Hotel Company LLC dba Davidson Hotels & Resorts, July 14, 2014 ",7/14/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/davidson-hotel-resorts-20140714.pdf
Davis Companies Inc The,"Davis Companies Inc The, August 03, 2015 ",8/3/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/davis-companies-20150803.pdf
Davita,"Davita, August 25, 2009 ",8/25/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/davita-20090825.pdf
Davita,"Davita, March 03, 2008 ",3/3/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/davita-20080303.pdf
Dawson,"Dawson, March 03, 2017 ",3/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/dawson-20170303.pdf
Daymon Worldwide Inc,"Daymon Worldwide Inc, October 05, 2007 ",10/5/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/daymon-worldwide-20071005.pdf
Daytona State College,"Daytona State College, March 28, 2017 ",3/28/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/daytona-state-20170328.pdf
DC International,"DC International, November 08, 2018 ",11/8/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/dc-international-20181108.pdf
Dead River Company,"Dead River Company, April 10, 2013 ",4/10/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/dead-river-company-20130410.pdf
Dead River Company,"Dead River Company, March 22, 2013",3/22/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/dead-river-company-20130322.pdf
DealerBuilt,"DealerBuilt, January 09, 2017 ",1/9/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/dealerbuilt-20170109.pdf
DealerSocket Inc,"DealerSocket Inc, April 18, 2016 ",4/18/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/dealersocket-20160418.pdf
DecisionDesk Inc,"DecisionDesk Inc, December 10, 2013 ",12/10/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/decisiondesk-20131210.pdf
Defenders Inc,"Defenders Inc, January 30, 2019 ",1/30/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/defenders-20190130.pdf
Defense Contracts South FCU,"Defense Contracts South FCU, September 16, 2013 ",9/16/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/defense-contracts-fcu-20130916.pdf
Delaware Life Insurance Company,"Delaware Life Insurance Company, June 24, 2019 ",6/24/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/delaware-life-insurance-20190624.pdf
Delaware River & Bay Authority,"Delaware River & Bay Authority, October 30, 2014 ",10/30/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/delaware-river-bay-authority-20141030.pdf
Delek US Holdings Inc,"Delek US Holdings Inc, July 26, 2017 ",7/26/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/delek-20170726.pdf
Dell Inc,"Dell Inc, March 20, 2013 ",3/20/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/dell-20130320.pdf
Deli Management Inc dba Jason's Deli Inc,"Deli Management Inc dba Jason's Deli Inc, May 23, 2018 ",5/23/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/deli-management-20180523.pdf
Deli Management Inc dba Jason's Deli Inc,"Deli Management Inc dba Jason's Deli Inc, January 11, 2018 ",1/11/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/deli-management-20180111.pdf
Delicato Vineyards,"Delicato Vineyards, August 17, 2018 ",8/17/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/delicato-vineyards-20180817.pdf
Deloitte and Touche,"Deloitte and Touche, December 05, 2007 ",12/5/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/deloitte-touche-20071205.pdf
Delta Air Lines Inc,"Delta Air Lines Inc, April 11, 2018 ",4/11/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/delta-air-lines-20180411.pdf
Delta Career Education Corporation,"Delta Career Education Corporation, April 14, 2017 ",4/14/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/delta-career-20170414.pdf
