Manduka,itu-295333 (UPDATE - 2),3/27/2018,885,3/27/2018,malware
Manduka,itu-295333 (UPDATE),3/27/2018,885,3/27/2018,malware
"NFP Property & Casualty Services, Inc.",itu-295003,3/26/2018,35,"name, address, ssn, w2 tax info",phishing
"Branton, de Jong and Associates",itu-295295 (1),3/26/2018,4,"name, address, dob, ssn, tax info",unauthorized access
"Branton, de Jong and Associates",itu-295295 (2),3/26/2018,4,"name, address, dob, ssn, tax info",unauthorized access
"King & Associates CPA, P.C.",itu-295293,3/22/2018,17,"name, address, date of birth, wage information and withholding information, Drivers License number, bank account information and Social Security number.",unauthorized access
"Clinical Pathology Laboratories Southeast, Inc.",itu-295290 (2),3/21/2018,18,"name, address, Social Security number, drivers license or government identification number, financial account information, or medical treatment information",stolen laptop
"Clinical Pathology Laboratories Southeast, Inc.",itu-295290,3/21/2018,18,"name, address, Social Security number, drivers license or government identification number, financial account information, or medical treatment information",stolen laptop
"Orbitz Worldwide, Inc.",itu-295291 (1),3/21/2018,3607,"name, payment card info, dob, address",unauthorized access
"Orbitz Worldwide, Inc.",itu-295291 (2),3/21/2018,3607,"name, payment card info, dob, address",unauthorized access
"Hurst & Langlinais, Ltd.",itu-295292,3/21/2018,2,"name, birthdate, telephone number, address, Social Security number, tax info",unauthorized access
Cenlar FSB,itu-295287 (1),3/20/2018,1,"name, ssn, loan number",info improperly emailed to personal account
Cenlar FSB,itu-295287 (2),3/20/2018,1,"name, ssn, loan number",info improperly emailed to personal account
"Center for Comprehensive Services, Inc. d/b/a NeuroRestorative Maryland",itu-295289,3/20/2018,7,"name, ssn",unencrypted disk lost in mail
Connexus Credit Union,itu-295379,3/20/2018,6,"name, address, ssn, financial account numbers",phishing
Presti & Naegele,itu-295281,3/19/2018,,"name, address, ssn, tax info",unauthorized access
Bronson Nutritionals LLC,itu-295284,3/19/2018,375,"name, payment card info",malware
Nampa School District,itu-295387,3/16/2018,1,"name, address, ssn, financial account info",unauthorized access to email account
The Fireman Hospitality Group,itu-295274,3/16/2018,187,"name, address, ssn, w2 tax info",phishing
"Serene Sedation, LLC",itu-295275,3/16/2018,4327,"name, medical diagnosis, a Serene invoice tracking number",unauthorized access
Triage Consulting Group,itu-295276,3/16/2018,3,"name, address, ssn, w2 tax info",phishing
Clarfeld Financial Advisors,itu-295277,3/16/2018,12,"name, ssn, address, account number",unauthorized access
"UMH Properties, Inc.",itu-295270,3/15/2018,1,"name, address, earnings information, and Social Security number",info inadvertently emailed
"Island Outdoor, LLC",itu-295272,3/15/2018,17,"name, payment card info",malware
intuit Inc.,itu-295267,3/14/2018,175,"name, Social Security number, address, date of birth, drivers license number and financial information",unauthorized access
Invacare Corporation,itu-295269,3/14/2018,2,"name, address, ssn, tax ID number",unauthorized access to email account
Sallie Mae,itu-295218,3/13/2018,,"name, address, ssn, dob, loan info",unauthorized access
Rotary International,itu-295266,3/13/2018,3,"name, ssn",unauthorized access to employee email
Rotary International,itu-295266 (update),3/13/2018,3,"name, ssn",unauthorized access to employee email
Atwood & Moore,itu-295380,3/12/2018,2,"name, address, dln, bank account info, payment card info",email account compromised
Manduka,itu-295333 (UPDATE - 2),3/27/2018,885,3/27/2018,malware
Manduka,itu-295333 (UPDATE),3/27/2018,885,3/27/2018,malware
"NFP Property & Casualty Services, Inc.",itu-295003,3/26/2018,35,"name, address, ssn, w2 tax info",phishing
"Branton, de Jong and Associates",itu-295295 (1),3/26/2018,4,"name, address, dob, ssn, tax info",unauthorized access
"Branton, de Jong and Associates",itu-295295 (2),3/26/2018,4,"name, address, dob, ssn, tax info",unauthorized access
"King & Associates CPA, P.C.",itu-295293,3/22/2018,17,"name, address, date of birth, wage information and withholding information, Drivers License number, bank account information and Social Security number.",unauthorized access
"Clinical Pathology Laboratories Southeast, Inc.",itu-295290 (2),3/21/2018,18,"name, address, Social Security number, drivers license or government identification number, financial account information, or medical treatment information",stolen laptop
"Clinical Pathology Laboratories Southeast, Inc.",itu-295290,3/21/2018,18,"name, address, Social Security number, drivers license or government identification number, financial account information, or medical treatment information",stolen laptop
"Orbitz Worldwide, Inc.",itu-295291 (1),3/21/2018,3607,"name, payment card info, dob, address",unauthorized access
"Orbitz Worldwide, Inc.",itu-295291 (2),3/21/2018,3607,"name, payment card info, dob, address",unauthorized access
"Hurst & Langlinais, Ltd.",itu-295292,3/21/2018,2,"name, birthdate, telephone number, address, Social Security number, tax info",unauthorized access
Cenlar FSB,itu-295287 (1),3/20/2018,1,"name, ssn, loan number",info improperly emailed to personal account
Cenlar FSB,itu-295287 (2),3/20/2018,1,"name, ssn, loan number",info improperly emailed to personal account
"Center for Comprehensive Services, Inc. d/b/a NeuroRestorative Maryland",itu-295289,3/20/2018,7,"name, ssn",unencrypted disk lost in mail
Connexus Credit Union,itu-295379,3/20/2018,6,"name, address, ssn, financial account numbers",phishing
Presti & Naegele,itu-295281,3/19/2018,,"name, address, ssn, tax info",unauthorized access
Bronson Nutritionals LLC,itu-295284,3/19/2018,375,"name, payment card info",malware
Nampa School District,itu-295387,3/16/2018,1,"name, address, ssn, financial account info",unauthorized access to email account
The Fireman Hospitality Group,itu-295274,3/16/2018,187,"name, address, ssn, w2 tax info",phishing
"Serene Sedation, LLC",itu-295275,3/16/2018,4327,"name, medical diagnosis, a Serene invoice tracking number",unauthorized access
Triage Consulting Group,itu-295276,3/16/2018,3,"name, address, ssn, w2 tax info",phishing
Clarfeld Financial Advisors,itu-295277,3/16/2018,12,"name, ssn, address, account number",unauthorized access
"UMH Properties, Inc.",itu-295270,3/15/2018,1,"name, address, earnings information, and Social Security number",info inadvertently emailed
"Island Outdoor, LLC",itu-295272,3/15/2018,17,"name, payment card info",malware
intuit Inc.,itu-295267,3/14/2018,175,"name, Social Security number, address, date of birth, drivers license number and financial information",unauthorized access
Invacare Corporation,itu-295269,3/14/2018,2,"name, address, ssn, tax ID number",unauthorized access to email account
Sallie Mae,itu-295218,3/13/2018,,"name, address, ssn, dob, loan info",unauthorized access
Rotary International,itu-295266,3/13/2018,3,"name, ssn",unauthorized access to employee email
Rotary International,itu-295266 (update),3/13/2018,3,"name, ssn",unauthorized access to employee email
Atwood & Moore,itu-295380,3/12/2018,2,"name, address, dln, bank account info, payment card info",email account compromised
Southpoint Financial Services,itu-295213,3/12/2018,5,"name, address, ssn, dln, bank account info",unauthorized access to email account
Nova Southeastern University,itu-295204,3/9/2018,4,"names, Social Security numbers, dates of birth, and, in some cases, passport numbers",phishing
Academy Mortgage Corporation,itu-295205,3/9/2018,7,"name, payroll info, direct deposit info",phishing
"Anchor Fund, LLC",itu-295206,3/9/2018,1,"name, address, ssn, account number",info inadvertently sent to wrong recipient
"Draper and Kramer, Inc.",itu-295202,3/8/2018,69,"name, ssn, dln, passport number, payment card info",unauthorized access
ICF,itu-295383,3/7/2018,71,"name, address, w2 info, ssn",info emailed to unauthorized recipient
"CNU Online Holdings, LLC and its subsidiaries, collectively d/b/a NetCredit",itu-295185,3/7/2018,24,"ame, telephone number, physical address, last four digits of their bank account number, NetCredit account number, last four digits of their Social Security number, and basic employment and income information",unauthorized access
"CNU Online Holdings, LLC and its subsidiaries, collectively d/b/a NetCredit",itu-295185 (2),3/7/2018,24,"ame, telephone number, physical address, last four digits of their bank account number, NetCredit account number, last four digits of their Social Security number, and basic employment and income information",unauthorized access
"Williams-Sonoma, Inc.",itu-295187 (1),3/7/2018,1,"name, payment card info",info improperly retained by employee
"Williams-Sonoma, Inc.",itu-295187 (2),3/7/2018,1,"name, payment card info",info improperly retained by employee
Personal Care Products Council,itu-295201 (1),3/7/2018,33,"name, address, dob, ssn, compensation info",info inadvertently emailed to wrong recipient
Personal Care Products Council,itu-295201 (2),3/7/2018,33,"name, address, dob, ssn, compensation info",info inadvertently emailed to wrong recipient
Badger Daylighting Ltd.,itu-295384,3/6/2018,5,"name, ssn",info inadvertently mailed to wrong recipient
"Citizens Financial Group, Inc.",itu-295171 (1),3/6/2018,1,"name, ATM/debit card info",skimmer
"Citizens Financial Group, Inc.",itu-295171,3/6/2018,1,"name, ATM/debit card info",skimmer
M&E Tax and Financial Services,itu-295172,3/6/2018,300,"name, address, tax info, dob, financial info",ransomware
Geisinger Health System,itu-295173 (1),3/6/2018,39,"name, ssn, dob",ransomware
Geisinger Health System,itu-295173 (2),3/6/2018,39,"name, ssn, dob",ransomware
Geisinger Health System,itu-295173 (3),3/6/2018,39,"name, ssn, dob",ransomware
Geisinger Health System,itu-295173 (4),3/6/2018,39,"name, ssn, dob",ransomware
CHROME Federal Credit Union,itu-295174,3/6/2018,,,unauthorized access by former employees
"Interstate Plastics, Inc.",itu-295177,3/6/2018,16,"name, payment card info",malware
"California State University, Fresno",itu-295182,3/6/2018,35,"name, address, ssn, dln, financial account info, health info",info stolen during break-in
"Chopra Enterprises, LLC",itu-295184,3/6/2018,14,"name, payment card info",unauthorized access
"Chopra Enterprises, LLC",itu-295184 (2),3/6/2018,14,"name, payment card info",unauthorized access
Preferred Hotels & Resorts,itu-295385,3/5/2018,,"name, payment card info",unauthorized access
intuit Inc.,itu-295165,3/5/2018,19,"name, Social Security number, address, date of birth, drivers license number and financial information",unauthorized access
intuit Inc.,itu-295167,3/5/2018,84,"name, Social Security number, address, date of birth, drivers license number and financial information",unauthorized access
"Waccamaw Management, LLC",itu-295169,3/5/2018,1,"name, address, ssn, w2 tax info",phishing
"Fairchild Maddox & Leonidas, Ltd.",itu-295142,3/2/2018,1,"name, address, dob, ssn, financial account info",unauthorized access
"Remington Hotels, LLC",itu-295143,3/2/2018,2,"name, address, ssn, w2 tax info",phishing
Parkway Corporation,itu-295144,3/2/2018,6,"name, address, ssn, w2 tax info",phishing
State Employee Credit Union of Maryland,itu-295145,3/2/2018,,"name, payment card info",skimmer
Bed Bath & Beyond Inc.,itu-295119,3/1/2018,6,,improper access by call center employee
"ABC Bus Companies, Inc.",itu-295138,3/1/2018,,"name, address, dob",phishing
"Beachbody, LLC",itu-295139,3/1/2018,22,"name, ssn",tax forms mailed to wrong recipients
ASI Construction LLC,itu-295140,3/1/2018,7,"name, ssn, w2 tax info",phishing
Centris Federal Credit Union,itu-295141,3/1/2018,7,"name, ssn",unauthorized access
"Lydia Security Monitoring, d/b/a COPS Monitoring",itu-295055,2/28/2018,186,"name, address, ssn, w2 tax info",phishing
Principal Financial Group,itu-295079 (1),2/28/2018,1,"name, ssn",info inadvertently sent to wrong recipient
Principal Financial Group,itu-295079 (2),2/28/2018,1,"name, ssn",info inadvertently sent to wrong recipient
Caroline County,itu-295084,2/28/2018,,"name, address, ssn, w2 tax info",phishing
Cary E. Williams CPA,itu-295086,2/28/2018,2,"full name, address, Social Security number, and earnings information",ransomware
FastHealth Corporation,itu-295014,2/27/2018,,"name, dob, ssn, dln, payment card info, health insurance info",unauthorized acecss
Mercy Health Love County Hospital and Clinic,itu-295077,2/27/2018,3,"name, address or other demographic, clinical or billing information",unable to confirm old computer was destroyed
"ALCOVA Mortgage, LLC",itu-295075,2/26/2018,9,"name, ssn, bank account info, payment card info, dln",unauthorized access to email account
California College of the Arts,itu-295076,2/26/2018,6,"name, ssn",stolen laptop
"Jemison Internal Medicine, PC",itu-295107,2/26/2018,1,"name, address, ssn, dob, dln, treatment and medical info",ransomware
Cedarville University,itu-295108,2/26/2018,2,"name, ssn address, wage info",software error
Abeles & Hoffman P.C.,itu-295110,2/26/2018,1,"name, ssn",phishing
